start_time,end_time,run_time,program_string,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744608845,1744608858,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4569 n_subspaces 26 feature_percentage 0.001 alpha 0.7269601345755811 window_size 212 mode EDFSMode.RANDOM,4569,26,0.001,0.7269601345755811,212,EDFSMode.RANDOM,0.56,2,0,,i7100,2,632.9140625,632.71484375,-1,0.848,4340119
1744608835,1744608861,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier EDFS recent_samples_size 2012 n_subspaces 65 feature_percentage 0.5545984771982089 alpha 0.15213302401927195 window_size 623 mode EDFSMode.RANDOM,2012,65,0.5545984771982089,0.1521330240192719,623,EDFSMode.RANDOM,0.55,2,0,,i7101,2,632.734375,632.5546875,-1,0.623,4340117
1744608835,1744608861,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4247 n_subspaces 1 feature_percentage 0.5720605221089476 alpha 0.38047253335865977 window_size 459 mode EDFSMode.RANDOM,4247,1,0.5720605221089476,0.3804725333586597,459,EDFSMode.RANDOM,0.55,1,0,,i7101,1,634.515625,634.3359375,-1,0.918,4340115
1744608835,1744608861,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4045 n_subspaces 100 feature_percentage 0.506939102766024 alpha 0.42368299527978587 window_size 550 mode EDFSMode.RANDOM,4045,100,0.506939102766024,0.4236829952797858,550,EDFSMode.RANDOM,0.55,4,0,,i7101,4,633.7734375,633.57421875,-1,0.55,4340114
1744608835,1744608873,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4958 n_subspaces 17 feature_percentage 0.8538534353486144 alpha 0.001 window_size 485 mode EDFSMode.RANDOM,4958,17,0.8538534353486144,0.001,485,EDFSMode.RANDOM,0.55,15,0,,i7101,15,633.12890625,632.994140625,-1,0.485,4340113
1744608865,1744608877,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier EDFS recent_samples_size 3161 n_subspaces 74 feature_percentage 0.001 alpha 0.8568668135747339 window_size 613 mode EDFSMode.RANDOM,3161,74,0.001,0.8568668135747339,613,EDFSMode.RANDOM,0.55,1,0,,i7110,1,633.5234375,633.3216145833334,-1,0.613,4340122
1744608865,1744608878,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4733 n_subspaces 100 feature_percentage 0.001 alpha 0.001 window_size 214 mode EDFSMode.RANDOM,4733,100,0.001,0.001,214,EDFSMode.RANDOM,0.56,2,0,,i7134,2,634.7421875,634.5611979166666,-1,0.856,4340121
1744608865,1744608878,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4566 n_subspaces 19 feature_percentage 0.9333105397375053 alpha 0.999 window_size 318 mode EDFSMode.RANDOM,4566,19,0.9333105397375052,0.999,318,EDFSMode.RANDOM,0.56,3,0,,i7100,3,632.875,632.6953125,-1,0.954,4340129
1744608865,1744608878,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4778 n_subspaces 21 feature_percentage 0.43170157069363946 alpha 0.311659825402526 window_size 351 mode EDFSMode.RANDOM,4778,21,0.4317015706936394,0.311659825402526,351,EDFSMode.RANDOM,0.56,1,0,,i7101,1,633.75,633.5078125,-1,0.702,4340127
1744608865,1744608878,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier EDFS recent_samples_size 3623 n_subspaces 100 feature_percentage 0.001 alpha 0.30247754172176367 window_size 221 mode EDFSMode.RANDOM,3623,100,0.001,0.3024775417217636,221,EDFSMode.RANDOM,0.56,2,0,,i7103,2,632.76953125,632.5677083333334,-1,0.884,4340125
1744608865,1744608878,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4935 n_subspaces 64 feature_percentage 0.40294326957333193 alpha 0.6413132151271994 window_size 221 mode EDFSMode.RANDOM,4935,64,0.4029432695733319,0.6413132151271994,221,EDFSMode.RANDOM,0.56,4,0,,i7099,4,632.8515625,632.6731770833334,-1,0.884,4340133
1744608865,1744608878,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4748 n_subspaces 1 feature_percentage 0.5183469430244388 alpha 0.4026378528504227 window_size 319 mode EDFSMode.RANDOM,4748,1,0.5183469430244388,0.4026378528504227,319,EDFSMode.RANDOM,0.56,1,0,,i7105,1,634.68359375,634.5026041666666,-1,0.957,4340124
