start_time,end_time,run_time,program_string,recent_samples_size,max_window_size,min_window_size,min_p_value,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1747417397,1747417453,56,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 453 max_window_size 441 min_window_size 4647 min_p_value 0.9788860643549823,453,441,4647,0.9788860643549824,0.57,32,0,,i7116,32,1251.55859375,1129.7200520833333,-1,0.0007616422457565,5085086
1747417391,1747417455,64,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2178 max_window_size 1438 min_window_size 3152 min_p_value 0.2662586669801734,2178,1438,3152,0.2662586669801734,0.58,36,0,,i7172,36,1248.97265625,1118.3326822916667,-1,0.0,5085071
1747417408,1747417459,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2674 max_window_size 798 min_window_size 2222 min_p_value 0.11684536888515577,2674,798,2222,0.1168453688851557,0.58,32,0,,i7173,32,1250.76953125,1128.3216145833333,-1,0.0,5085090
1747417396,1747417465,69,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2077 max_window_size 3018 min_window_size 4227 min_p_value 0.0615176622895524,2077,3018,4227,0.0615176622895524,0.58,33,0,,i7147,33,1244.37109375,1124.017578125,-1,0.0,5085076
1747417383,1747417509,126,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2470 max_window_size 1938 min_window_size 472 min_p_value 0.432012887844909,2470,1938,472,0.432012887844909,0.59,112,0,,i7118,112,1050.9453125,1037.763392857143,-1,0.0647862220472114,5085084
1747417376,1747417522,146,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 60 max_window_size 4673 min_window_size 891 min_p_value 0.6081473202425987,60,4673,891,0.6081473202425987,0.58,127,0,,i7130,127,1057.84765625,1053.390625,-1,0.0005181239767051,5085078
1747417427,1747417521,94,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1858 max_window_size 1046 min_window_size 2993 min_p_value 0.13723715759990737,1858,1046,2993,0.1372371575999073,0.58,31,0,,i7119,31,1253.28125,1133.8424479166667,-1,0.0,5085083
1747417386,1747417549,163,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 4798 max_window_size 3221 min_window_size 1332 min_p_value 0.9075279517566786,4798,3221,1332,0.9075279517566786,0.6,147,0,,i7123,147,1068.13671875,1046.7173713235295,-1,0.1308228499582046,5085080
1747417341,1747417556,215,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2410 max_window_size 3441 min_window_size 1898 min_p_value 0.14536662074662743,2410,3441,1898,0.1453666207466274,0.6,196,0,,i7151,196,1051.13671875,1044.669034090909,-1,0.0775856113517509,5085064
1747417349,1747417582,233,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3867 max_window_size 4234 min_window_size 2430 min_p_value 0.5604846849964932,3867,4234,2430,0.5604846849964932,0.62,209,0,,i7153,209,1104.8046875,1056.7654551630435,-1,0.1589448923338376,5085063
