start_time,end_time,run_time,program_string,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744322161,1744322313,152,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier EDFS recent_samples_size 328 n_subspaces 32 feature_percentage 0.29710942631959913 alpha 0.2917351254224777 window_size 480 mode EDFSMode.RANDOM,328,32,0.2971094263195991,0.2917351254224777,480,EDFSMode.RANDOM,0.5,138,0,,i7062,138,753.2578125,709.939208984375,-1,0.3392398753894081,4213166
1744322343,1744322407,64,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier EDFS recent_samples_size 2554 n_subspaces 24 feature_percentage 0.17225715784356 alpha 0.19597701706923545 window_size 692 mode EDFSMode.RANDOM,2554,24,0.17225715784356,0.1959770170692354,692,EDFSMode.RANDOM,0.51,49,0,,i7062,49,770.4765625,718.7120535714286,-1,0.9830280373831776,4213182
1744322222,1744322556,334,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4397 n_subspaces 72 feature_percentage 0.5581162173915655 alpha 0.9575052912905813 window_size 991 mode EDFSMode.RANDOM,4397,72,0.5581162173915655,0.9575052912905812,991,EDFSMode.RANDOM,0.6,320,0,,i7062,320,892.65625,784.8290441176471,-1,0.9898816199376947,4213173
1744322677,1744323186,509,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier EDFS recent_samples_size 3298 n_subspaces 100 feature_percentage 0.40517189995758235 alpha 0.04889605446346104 window_size 593 mode EDFSMode.RANDOM,3298,100,0.4051718999575823,0.048896054463461,593,EDFSMode.RANDOM,0.59,494,0,,i7132,494,896.0859375,759.3562950721154,-1,0.993968847352025,4213206
1744323220,1744323339,119,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier EDFS recent_samples_size 1146 n_subspaces 58 feature_percentage 0.03106555077806115 alpha 0.45652940540574494 window_size 354 mode EDFSMode.RANDOM,1146,58,0.0310655507780611,0.4565294054057449,354,EDFSMode.RANDOM,0.61,107,0,,i7099,107,936.8828125,807.3329326923077,-1,0.9969345794392525,4213223
1744322586,1744323490,904,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier EDFS recent_samples_size 1740 n_subspaces 11 feature_percentage 0.635227354714647 alpha 0.700798034068197 window_size 202 mode EDFSMode.RANDOM,1740,11,0.635227354714647,0.700798034068197,202,EDFSMode.RANDOM,0.61,894,0,,i7062,894,1111.375,902.762015964674,-1,0.9968847352024922,4213201
1744323464,1744323609,145,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4200 n_subspaces 80 feature_percentage 0.07870863877981901 alpha 0.6266162337791175 window_size 505 mode EDFSMode.RANDOM,4200,80,0.078708638779819,0.6266162337791175,505,EDFSMode.RANDOM,0.61,135,0,,i7167,135,964.875,823.26171875,-1,0.9942679127725856,4213237
1744324189,1744324303,114,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier EDFS recent_samples_size 2171 n_subspaces 41 feature_percentage 0.24938405323028565 alpha 0.9000841035861522 window_size 618 mode EDFSMode.RANDOM,2171,41,0.2493840532302856,0.9000841035861522,618,EDFSMode.RANDOM,0.44,104,0,,i7086,104,716.89453125,695.2136418269231,-1,0.9882118380062306,4213261
1744323796,1744324337,541,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier EDFS recent_samples_size 1357 n_subspaces 66 feature_percentage 0.45304151221551003 alpha 0.8466391724143177 window_size 744 mode EDFSMode.RANDOM,1357,66,0.45304151221551,0.8466391724143177,744,EDFSMode.RANDOM,0.58,513,0,,i7087,513,862.3125,793.253761574074,-1,0.8962118380062305,4213253
1744322978,1744324683,1705,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier EDFS recent_samples_size 3974 n_subspaces 47 feature_percentage 0.7598962807133793 alpha 0.7926500805616379 window_size 865 mode EDFSMode.RANDOM,3974,47,0.7598962807133793,0.7926500805616379,865,EDFSMode.RANDOM,0.6,1693,0,,i7084,1693,895.50390625,798.9796511627907,-1,0.9955638629283488,4213215
