start_time,end_time,run_time,program_string,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1745414934,1745414954,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier D3 recent_samples_size 4605 n_reference_samples 887 recent_samples_proportion 0.0018252934962511061 threshold 0.5634234977215529,4605,887,0.0018252934962511,0.5634234977215529,,,1,,i7182,4630825,,,,,
1746003266,1746003278,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier D3 recent_samples_size 2510 n_reference_samples 1 recent_samples_proportion 0.001 threshold 0.19131987333835648,2510,1,0.001,0.1913198733383564,,,1,,i7171,4853957,,,,,
1746004809,1746004823,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier D3 recent_samples_size 2130 n_reference_samples 1 recent_samples_proportion 0.999 threshold 0.001,2130,1,0.999,0.001,,,1,,i7182,4854471,,,,,
1746005345,1746005358,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier D3 recent_samples_size 2505 n_reference_samples 1 recent_samples_proportion 0.001 threshold 0.1897849254031945,2505,1,0.001,0.1897849254031945,,,1,,i7180,4854589,,,,,
1746006199,1746006219,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier D3 recent_samples_size 2128 n_reference_samples 1 recent_samples_proportion 0.999 threshold 0.001,2128,1,0.999,0.001,,,1,,i7171,4854863,,,,,
1746006997,1746007023,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier D3 recent_samples_size 2547 n_reference_samples 1 recent_samples_proportion 0.001 threshold 0.2185334672558832,2547,1,0.001,0.2185334672558832,,,1,,i7173,4855116,,,,,
1746007706,1746007719,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier D3 recent_samples_size 2242 n_reference_samples 1 recent_samples_proportion 0.001 threshold 0.001,2242,1,0.001,0.001,,,1,,i7163,4855417,,,,,
1746008408,1746008421,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier D3 recent_samples_size 2499 n_reference_samples 1 recent_samples_proportion 0.001 threshold 0.1619933650490331,2499,1,0.001,0.1619933650490331,,,1,,i7184,4855617,,,,,
1746009047,1746009060,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier D3 recent_samples_size 5000 n_reference_samples 1 recent_samples_proportion 0.001 threshold 0.001,5000,1,0.001,0.001,,,1,,i7183,4855833,,,,,
1746009667,1746009680,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier D3 recent_samples_size 2573 n_reference_samples 1 recent_samples_proportion 0.001 threshold 0.19369034805341068,2573,1,0.001,0.1936903480534106,,,1,,i7183,4856039,,,,,
1746010882,1746010920,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier D3 recent_samples_size 2170 n_reference_samples 1 recent_samples_proportion 0.001 threshold 0.001,2170,1,0.001,0.001,,,1,,i7150,4856795,,,,,
