start_time,end_time,run_time,program_string,recent_samples_size,max_window_size,min_window_size,min_p_value,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744570556,1744570594,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 4005 max_window_size 2154 min_window_size 4555 min_p_value 0.0001,4005,2154,4555,0.0001,0.39,13.0,0,,i7059,13.0,687.4609375,687.296875,-1.0,0.0268411214953271,4332435
1744570487,1744570594,107,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 3191 min_window_size 1916 min_p_value 0.999,5000,3191,1916,0.999,0.6,99.0,0,,i7151,99.0,924.390625,798.1634114583334,-1.0,0.9930342679127726,4332395
1744570488,1744570601,113,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1165 max_window_size 3291 min_window_size 2478 min_p_value 0.0001,1165,3291,2478,0.0001,0.59,102.0,0,,i7150,102.0,910.546875,798.5540865384615,-1.0,0.9668161993769472,4332396
1744570488,1744570614,126,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1075 max_window_size 2848 min_window_size 2010 min_p_value 0.0001,1075,2848,2010,0.0001,0.59,112.0,0,,i7062,112.0,772.64453125,707.9358258928571,-1.0,0.9740934579439252,4332402
1744570548,1744570623,75,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 5000 min_window_size 2267 min_p_value 0.0001,5000,5000,2267,0.0001,0.57,66.0,0,,i7181,66.0,828.1796875,750.2217881944445,-1.0,0.9818193146417444,4332423
1744570556,1744570625,69,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 4580 min_window_size 486 min_p_value 0.999,5000,4580,486,0.999,0.49,46.0,0,,i7059,46.0,776.90234375,724.8783482142857,-1.0,0.9753520249221184,4332431
1744570548,1744570630,82,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 4017 max_window_size 4459 min_window_size 2097 min_p_value 0.999,4017,4459,2097,0.999,0.57,67.0,0,,i7066,67.0,848.609375,758.1940104166666,-1.0,0.9919127725856698,4332425
1744570556,1744570682,126,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1542 max_window_size 3751 min_window_size 2635 min_p_value 0.0001,1542,3751,2635,0.0001,0.59,100.0,0,,i7059,100.0,907.96484375,787.5087890625,-1.0,0.9648598130841122,4332433
1744570513,1744570796,283,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 3352 min_window_size 2704 min_p_value 0.999,5000,3352,2704,0.999,0.6,268.0,0,,i7149,268.0,1047.37890625,861.7689924568965,-1.0,0.9945919003115264,4332409
1744582734,1744582747,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2354 max_window_size 1 min_window_size 3888 min_p_value 0.0001,2354,1,3888,0.0001,,,1,,i7139,,,,,,4335371
1744582735,1744582748,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2111 max_window_size 1 min_window_size 3183 min_p_value 0.0001,2111,1,3183,0.0001,,,1,,i7145,,,,,,4335369
1744582735,1744582748,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2148 max_window_size 1 min_window_size 2768 min_p_value 0.999,2148,1,2768,0.999,,,1,,i7184,,,,,,4335368
1744582734,1744582753,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2016 max_window_size 1733 min_window_size 3992 min_p_value 0.999,2016,1733,3992,0.999,0.31,9.0,0,,i7137,9.0,687.60546875,687.1979166666666,-1.0,0.0215950155763239,4335372
1744582742,1744582755,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3093 max_window_size 1 min_window_size 1997 min_p_value 0.999,3093,1,1997,0.999,,,1,,i7136,,,,,,4335373
1744582734,1744582760,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 210 min_window_size 2804 min_p_value 0.999,1,210,2804,0.999,0.32,8.0,0,,i7141,8.0,687.98828125,687.5611979166666,-1.0,1.2461059190031152e-05,4335370
1744582743,1744582768,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 4497 max_window_size 1369 min_window_size 5000 min_p_value 0.999,4497,1369,5000,0.999,0.39,12.0,0,,i7131,12.0,688.19921875,687.9052734375,-1.0,0.0170591900311526,4335375
1744582762,1744582775,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3377 max_window_size 1 min_window_size 4579 min_p_value 0.999,3377,1,4579,0.999,,,1,,i7184,,,,,,4335376
1744582763,1744582776,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 2545 min_p_value 0.0001,5000,1,2545,0.0001,,,1,,i7137,,,,,,4335379
1744582763,1744582776,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 575 max_window_size 1 min_window_size 5000 min_p_value 0.0001,575,1,5000,0.0001,,,1,,i7136,,,,,,4335380
1744582764,1744582776,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 1 min_window_size 3047 min_p_value 0.0001,1,1,3047,0.0001,,,1,,i7128,,,,,,4335381
1744582764,1744582777,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2082 max_window_size 1 min_window_size 3527 min_p_value 0.999,2082,1,3527,0.999,,,1,,i7119,,,,,,4335386
1744582765,1744582778,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 1 min_window_size 2348 min_p_value 0.0001,1,1,2348,0.0001,,,1,,i7127,,,,,,4335382
1744582762,1744582781,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1963 max_window_size 638 min_window_size 3069 min_p_value 0.999,1963,638,3069,0.999,0.3,9.0,0,,i7145,9.0,688.328125,687.8893229166666,-1.0,0.0079501557632398,4335377
1744582762,1744582781,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3857 max_window_size 107 min_window_size 2570 min_p_value 0.0001,3857,107,2570,0.0001,0.32,8.0,0,,i7139,8.0,688.09375,687.7044270833334,-1.0,0.0013333333333333,4335378
1744582744,1744582782,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1699 min_window_size 3190 min_p_value 0.999,5000,1699,3190,0.999,0.4,11.0,0,,i7133,11.0,687.41796875,687.06640625,-1.0,0.0211713395638629,4335374
1744582764,1744582783,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 482 min_window_size 1456 min_p_value 0.999,1,482,1456,0.999,0.32,8.0,0,,i7122,8.0,687.33203125,686.921875,-1.0,1.2461059190031152e-05,4335384
1744582782,1744582795,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1808 max_window_size 1 min_window_size 810 min_p_value 0.0001,1808,1,810,0.0001,,,1,,i7141,,,,,,4335388
1744582766,1744582797,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3409 max_window_size 4064 min_window_size 4635 min_p_value 0.999,3409,4064,4635,0.999,0.31,10.0,0,,i7123,10.0,688.37109375,688.2981770833334,-1.0,0.0424797507788162,4335383
1744582782,1744582801,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1359 max_window_size 1216 min_window_size 3783 min_p_value 0.999,1359,1216,3783,0.999,0.37,11.0,0,,i7137,11.0,688.14453125,687.8388671875,-1.0,0.0151526479750778,4335389
1744582793,1744582812,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2514 max_window_size 3227 min_window_size 5000 min_p_value 0.0001,2514,3227,5000,0.0001,0.31,8.0,0,,i7136,8.0,687.2578125,686.8580729166666,-1.0,0.0313271028037383,4335394
1744582793,1744582812,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 319 min_window_size 2466 min_p_value 0.0001,1,319,2466,0.0001,0.32,7.0,0,,i7145,7.0,687.54296875,687.1393229166666,-1.0,1.2461059190031152e-05,4335392
1744582794,1744582813,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1130 min_window_size 2811 min_p_value 0.0001,5000,1130,2811,0.0001,0.37,10.0,0,,i7135,10.0,687.87890625,687.5703125,-1.0,0.0140809968847352,4335396
1744582794,1744582819,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3690 max_window_size 2033 min_window_size 3702 min_p_value 0.999,3690,2033,3702,0.999,0.4,15.0,0,,i7139,15.0,688.7265625,688.419921875,-1.0,0.0253333333333333,4335393
