start_time,end_time,run_time,program_string,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1747320289,1747320413,124,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 160 batch_size 532 detection_buf_size 1358 overlap 0.6271495234966278 alpha 0.9336391880512237 gamma 9.985338127672673 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 4948,160,532,1358,0.6271495234966278,0.9336391880512236,9.985338127672671,str\(\'t-test\'\),str\(\'full\'\),4948,0.73,87.0,0,,i7181,87.0,528.69921875,526.2436079545455,-1.0,0.0,5050969
1747320883,1747321001,118,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2314 batch_size 802 detection_buf_size 485 overlap 0.4390433437693864 alpha 0.16079203167185188 gamma 7.379374090308324 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 4401,2314,802,485,0.4390433437693864,0.1607920316718518,7.379374090308324,str\(\'t-test\'\),str\(\'full\'\),4401,0.73,82.0,0,,i7151,82.0,530.26953125,527.7720170454545,-1.0,0.0,5051388
1747321520,1747321573,53,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2375 batch_size 4404 detection_buf_size 4140 overlap 0.9321822847072035 alpha 0.9028261033240705 gamma 2.0558714956147597 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3846,2375,4404,4140,0.9321822847072035,0.9028261033240704,2.05587149561476,str\(\'t-test\'\),str\(\'bounded\'\),3846,0.73,26.0,0,,i7136,26.0,526.59375,525.30546875,-1.0,0.0,5051760
1747321637,1747321896,259,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1691 batch_size 146 detection_buf_size 3259 overlap 0.8687758053969592 alpha 0.8187475745026023 gamma 4.171705740427599 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 2221,1691,146,3259,0.8687758053969592,0.8187475745026023,4.171705740427599,str\(\'ks-test\'\),str\(\'full\'\),2221,0.73,221.0,0,,i7130,221.0,529.4140625,527.75515625,-1.0,0.0,5051811
1747322297,1747322772,475,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 798 batch_size 1041 detection_buf_size 4912 overlap 0.056921307992190126 alpha 0.08685306673124432 gamma 1.6316245378339662 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 2143,798,1041,4912,0.0569213079921901,0.0868530667312443,1.6316245378339662,str\(\'ks-test\'\),str\(\'full\'\),2143,0.73,413.0,0,,i7119,413.0,535.9921875,528.5727982954545,-1.0,0.0,5052040
1747323027,1747323140,113,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3492 batch_size 421 detection_buf_size 1118 overlap 0.9824078631810844 alpha 0.523153350610286 gamma 6.021238033696078 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1289,3492,421,1118,0.9824078631810844,0.523153350610286,6.021238033696078,str\(\'ks-test\'\),str\(\'full\'\),1289,0.73,87.0,0,,i7118,87.0,528.54296875,526.6111505681819,-1.0,0.0,5052384
1747323715,1747324064,349,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4137 batch_size 586 detection_buf_size 3051 overlap 0.11960237264074386 alpha 0.24720531922206282 gamma 7.655295455746353 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 3822,4137,586,3051,0.1196023726407438,0.2472053192220628,7.655295455746353,str\(\'ks-test\'\),str\(\'full\'\),3822,0.73,314.0,0,,i7106,314.0,530.7109375,528.8536305147059,-1.0,0.0,5052646
1747324873,1747325236,363,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1094 batch_size 294 detection_buf_size 75 overlap 0.23214584323763848 alpha 0.41844518074579534 gamma 1.9975310699017719 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 4766,1094,294,75,0.2321458432376384,0.4184451807457953,1.997531069901772,str\(\'ks-test\'\),str\(\'full\'\),4766,0.73,312.0,0,,i7097,312.0,525.484375,519.1884191176471,-1.0,0.0,5053080
1747326211,1747326289,78,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3391 batch_size 933 detection_buf_size 3782 overlap 0.8067125564813614 alpha 0.9712439721841365 gamma 5.020093859012239 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 4370,3391,933,3782,0.8067125564813614,0.9712439721841364,5.020093859012239,str\(\'ks-test\'\),str\(\'full\'\),4370,0.73,50.0,0,,i7087,50.0,530.2265625,526.3292410714286,-1.0,0.0,5053524
1747326663,1747326735,72,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 450 batch_size 654 detection_buf_size 3708 overlap 0.5840466725118458 alpha 0.5708240417130291 gamma 8.954824568779207 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 1935,450,654,3708,0.5840466725118458,0.5708240417130291,8.954824568779207,str\(\'t-test\'\),str\(\'full\'\),1935,0.73,63.0,0,,i7086,63.0,524.90625,519.8467881944445,-1.0,0.0,5053672
1747334661,1747334720,59,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4750 batch_size 1007 detection_buf_size 668 overlap 0.6897124091740697 alpha 0.7732859642747789 gamma 0.8542364063672722 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 1628,4750,1007,668,0.6897124091740697,0.7732859642747789,0.8542364063672722,str\(\'t-test\'\),str\(\'full\'\),1628,0.73,49.0,0,,i7145,49.0,530.66796875,526.6897321428571,-1.0,0.0,5056838
1747334821,1747335131,310,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2058 batch_size 377 detection_buf_size 4385 overlap 0.27120549798570576 alpha 0.3359631555024534 gamma 6.49540562237613 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 2483,2058,377,4385,0.2712054979857057,0.3359631555024534,6.49540562237613,str\(\'t-test\'\),str\(\'full\'\),2483,0.73,253.0,0,,i7043,253.0,529.49609375,528.4899553571429,-1.0,0.0,5056881
1747335326,1747335404,78,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4355 batch_size 1243 detection_buf_size 4684 overlap 0.46679085029661654 alpha 0.5947567342501133 gamma 2.440055314509198 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2873,4355,1243,4684,0.4667908502966165,0.5947567342501133,2.440055314509198,str\(\'ks-test\'\),str\(\'bounded\'\),2873,0.73,66.0,0,,i7041,66.0,531.12109375,527.359375,-1.0,0.0,5057034
1747334490,1747336467,1977,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2763 batch_size 35 detection_buf_size 2493 overlap 0.37685436495020985 alpha 0.008294682223349809 gamma 3.3844585152333604 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 1549,2763,35,2493,0.3768543649502098,0.0082946822233498,3.3844585152333604,str\(\'t-test\'\),str\(\'full\'\),1549,0.73,1951.0,0,,i7105,1951.0,535.828125,523.7966370558376,-1.0,0.0,5056781
1747339191,1747340093,902,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2506 batch_size 702 detection_buf_size 243 overlap 0.03800719158910215 alpha 0.6509243063684553 gamma 6.686432973605581 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 624,2506,702,243,0.0380071915891021,0.6509243063684553,6.686432973605581,str\(\'t-test\'\),str\(\'bounded\'\),624,0.73,889.0,0,,i7139,889.0,535.19921875,521.1550051510989,-1.0,0.0,5058233
1747341641,1747341711,70,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 99 batch_size 1122 detection_buf_size 1066 overlap 0.7867009375113994 alpha 0.282938363455236 gamma 0.0824563620975241 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3398,99,1122,1066,0.7867009375113994,0.282938363455236,0.0824563620975241,str\(\'t-test\'\),str\(\'bounded\'\),3398,0.73,48.0,0,,i7119,48.0,530.046875,525.5161830357143,-1.0,0.0,5058667
1747351175,1747351249,74,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4399 batch_size 851 detection_buf_size 3310 overlap 0.9236517358645797 alpha 0.11163354569487274 gamma 9.489807642033323 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3081,4399,851,3310,0.9236517358645796,0.1116335456948727,9.489807642033323,str\(\'t-test\'\),str\(\'bounded\'\),3081,0.73,61.0,0,,i7077,61.0,530.32421875,526.53125,-1.0,0.0,5060436
1747351098,1747351360,262,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3113 batch_size 502 detection_buf_size 4781 overlap 0.23656081786938013 alpha 0.8573153776451945 gamma 6.935164394908585 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2533,3113,502,4781,0.2365608178693801,0.8573153776451945,6.935164394908585,str\(\'t-test\'\),str\(\'bounded\'\),2533,0.73,238.0,0,,i7137,238.0,530.6328125,529.5084134615385,-1.0,0.0,5060408
1747351391,1747351506,115,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 362 batch_size 1646 detection_buf_size 1647 overlap 0.20321764376200735 alpha 0.023745913485065103 gamma 6.428423033570872 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 3871,362,1646,1647,0.2032176437620073,0.0237459134850651,6.428423033570872,str\(\'ks-test\'\),str\(\'full\'\),3871,0.73,103.0,0,,i7106,103.0,530.13671875,527.2980769230769,-1.0,0.0,5060508
1747351598,1747351694,96,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1791 batch_size 726 detection_buf_size 4164 overlap 0.7166063034199178 alpha 0.4636122832298279 gamma 5.9107261210232975 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 646,1791,726,4164,0.7166063034199178,0.4636122832298279,5.9107261210232975,str\(\'ks-test\'\),str\(\'bounded\'\),646,0.73,82.0,0,,i7082,82.0,530.05078125,527.0916193181819,-1.0,0.0,5060577
1747351927,1747351974,47,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2823 batch_size 4099 detection_buf_size 1248 overlap 0.636167819449678 alpha 0.07918831167183817 gamma 2.264539144795388 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 3206,2823,4099,1248,0.636167819449678,0.0791883116718381,2.264539144795388,str\(\'t-test\'\),str\(\'full\'\),3206,0.73,32.0,0,,i7142,32.0,526.92578125,526.22265625,-1.0,0.0,5060686
1747351209,1747352157,948,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2409 batch_size 222 detection_buf_size 2093 overlap 0.09959263675659895 alpha 0.560742977110669 gamma 2.5565508699007333 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3476,2409,222,2093,0.0995926367565989,0.560742977110669,2.5565508699007333,str\(\'t-test\'\),str\(\'bounded\'\),3476,0.73,931.0,0,,i7076,931.0,534.69921875,531.6365542763158,-1.0,0.0,5060452
1747351475,1747352170,695,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3785 batch_size 116 detection_buf_size 458 overlap 0.25990638172253966 alpha 0.895193795710802 gamma 1.438911735812202 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 260,3785,116,458,0.2599063817225396,0.895193795710802,1.438911735812202,str\(\'ks-test\'\),str\(\'bounded\'\),260,0.73,682.0,0,,i7180,682.0,535.9453125,532.192451584507,-1.0,0.0,5060536
1747352384,1747352451,67,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3743 batch_size 1091 detection_buf_size 1461 overlap 0.5727456359844655 alpha 0.13588646784983574 gamma 4.049692194287665 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 339,3743,1091,1461,0.5727456359844655,0.1358864678498357,4.049692194287665,str\(\'ks-test\'\),str\(\'bounded\'\),339,0.73,54.0,0,,i7172,54.0,529.5859375,525.5224609375,-1.0,0.0,5060834
1747352825,1747352978,153,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4227 batch_size 281 detection_buf_size 1541 overlap 0.9565886848624796 alpha 0.859337909406051 gamma 6.840489007381723 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 633,4227,281,1541,0.9565886848624796,0.859337909406051,6.840489007381723,str\(\'ks-test\'\),str\(\'bounded\'\),633,0.73,139.0,0,,i7150,139.0,530.234375,528.588134765625,-1.0,0.0,5060987
1747353703,1747353794,91,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1179 batch_size 559 detection_buf_size 4083 overlap 0.812727796215564 alpha 0.5316732431948185 gamma 3.7503492908990013 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 318,1179,559,4083,0.812727796215564,0.5316732431948185,3.750349290899001,str\(\'ks-test\'\),str\(\'bounded\'\),318,0.73,74.0,0,,i7149,74.0,529.09765625,526.45390625,-1.0,0.0,5061271
1747354049,1747354101,52,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4670 batch_size 1510 detection_buf_size 2855 overlap 0.6308207814712078 alpha 0.40870834813453255 gamma 8.735588480467907 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 4284,4670,1510,2855,0.6308207814712078,0.4087083481345325,8.735588480467907,str\(\'ks-test\'\),str\(\'full\'\),4284,0.73,40.0,0,,i7145,40.0,525.296875,525.0295758928571,-1.0,0.0,5061388
1747355195,1747355268,73,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 561 batch_size 994 detection_buf_size 2169 overlap 0.49606572252511977 alpha 0.4420367717128247 gamma 5.385946193526499 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2515,561,994,2169,0.4960657225251197,0.4420367717128247,5.385946193526499,str\(\'t-test\'\),str\(\'bounded\'\),2515,0.73,66.0,0,,i7167,66.0,530.41796875,527.1940104166666,-1.0,0.0,5061719
1747355426,1747355466,40,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3318 batch_size 4769 detection_buf_size 4227 overlap 0.7314567457251251 alpha 0.8284992059748619 gamma 3.9105234648622575 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 505,3318,4769,4227,0.7314567457251251,0.8284992059748619,3.9105234648622575,str\(\'ks-test\'\),str\(\'full\'\),505,0.73,28.0,0,,i7152,28.0,526.66796875,525.3015625,-1.0,0.0,5061781
1747356064,1747356110,46,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1671 batch_size 1328 detection_buf_size 4657 overlap 0.978248094080016 alpha 0.010237391036003827 gamma 7.270391126007774 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 2030,1671,1328,4657,0.978248094080016,0.0102373910360038,7.270391126007774,str\(\'t-test\'\),str\(\'full\'\),2030,0.73,38.0,0,,i7150,38.0,524.375,524.0735677083334,-1.0,0.0,5061969
1747363727,1747363852,125,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2632 batch_size 355 detection_buf_size 3385 overlap 0.543307404667139 alpha 0.8852811771314592 gamma 2.2767698284806683 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3370,2632,355,3385,0.543307404667139,0.8852811771314592,2.2767698284806683,str\(\'t-test\'\),str\(\'bounded\'\),3370,0.73,113.0,0,,i7183,113.0,525.8359375,523.1900111607143,-1.0,0.0,5064314
1747363830,1747363950,120,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4856 batch_size 628 detection_buf_size 4705 overlap 0.359097799802199 alpha 0.1455250444635749 gamma 4.736189054252581 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3450,4856,628,4705,0.359097799802199,0.1455250444635749,4.736189054252581,str\(\'t-test\'\),str\(\'bounded\'\),3450,0.73,107.0,0,,i7145,107.0,529.84765625,527.8064903846154,-1.0,0.0,5064344
1747364148,1747364545,397,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 69 batch_size 170 detection_buf_size 2963 overlap 0.2970249142460525 alpha 0.048520490378141407 gamma 5.761542875676416 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 597,69,170,2963,0.2970249142460525,0.0485204903781414,5.761542875676416,str\(\'t-test\'\),str\(\'bounded\'\),597,0.73,386.0,0,,i7186,386.0,535.37109375,529.7032202743902,-1.0,0.0,5064436
1747364651,1747364730,79,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3007 batch_size 790 detection_buf_size 1678 overlap 0.7418467544429004 alpha 0.6238570938706398 gamma 1.2853158038789405 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 992,3007,790,1678,0.7418467544429004,0.6238570938706398,1.2853158038789405,str\(\'t-test\'\),str\(\'bounded\'\),992,0.73,64.0,0,,i7173,64.0,523.86328125,511.80946180555554,-1.0,0.0,5064585
1747365076,1747365207,131,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4526 batch_size 515 detection_buf_size 162 overlap 0.43290213618986306 alpha 0.3441185213383287 gamma 3.891279478063807 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 916,4526,515,162,0.432902136189863,0.3441185213383287,3.891279478063807,str\(\'t-test\'\),str\(\'bounded\'\),916,0.73,114.0,0,,i7167,114.0,529.4765625,527.5555245535714,-1.0,0.0,5064713
1747366130,1747366195,65,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3893 batch_size 1020 detection_buf_size 3561 overlap 0.7496899397838861 alpha 0.6295924453362822 gamma 7.098909982779995 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3714,3893,1020,3561,0.7496899397838861,0.6295924453362822,7.098909982779995,str\(\'ks-test\'\),str\(\'bounded\'\),3714,0.73,52.0,0,,i7145,52.0,530.4140625,526.453125,-1.0,0.0,5065003
1747366458,1747366709,251,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1819 batch_size 409 detection_buf_size 2266 overlap 0.21118424929864704 alpha 0.19897010575979948 gamma 0.24086905969679356 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2860,1819,409,2266,0.211184249298647,0.1989701057597994,0.2408690596967935,str\(\'ks-test\'\),str\(\'bounded\'\),2860,0.73,236.0,0,,i7153,236.0,530.26953125,528.9193209134615,-1.0,0.0,5065090
1747367142,1747367242,100,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 693 batch_size 759 detection_buf_size 814 overlap 0.8943903073444962 alpha 0.9563434152584523 gamma 2.7101468204585837 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2783,693,759,814,0.8943903073444962,0.9563434152584523,2.710146820458584,str\(\'ks-test\'\),str\(\'bounded\'\),2783,0.73,78.0,0,,i7140,78.0,529.75390625,526.499609375,-1.0,0.0,5065292
