start_time,end_time,run_time,program_string,recent_samples_size,delta,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744294007,1744294222,215,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier STUDD recent_samples_size 1051 delta 0.7943059896416962,1051,0.7943059896416962,0.66,128,0,,i7104,128,537.20703125,523.8731770833333,-1,0.0254109944257804,4212079
1744294065,1744294236,171,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier STUDD recent_samples_size 3777 delta 0.544175092689693,3777,0.544175092689693,0.65,143,0,,i7098,143,552.16796875,536.76171875,-1,0.1363296224255048,4212088
1744294174,1744294281,107,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier STUDD recent_samples_size 304 delta 0.3869131912942976,304,0.3869131912942976,0.62,72,0,,i7095,72,537.109375,523.623828125,-1,0.0378529523054251,4212101
1744294154,1744294313,159,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier STUDD recent_samples_size 1878 delta 0.7341857172232121,1878,0.7341857172232121,0.69,128,0,,i7096,128,559.08984375,535.7989583333333,-1,0.0998934962602801,4212098
1744294277,1744294372,95,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier STUDD recent_samples_size 335 delta 0.5630731285065412,335,0.5630731285065412,0.64,80,0,,i7098,80,534.2890625,521.2528409090909,-1,0.0311834729406758,4212113
1744294075,1744294378,303,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier STUDD recent_samples_size 1766 delta 0.08508981060609222,1766,0.0850898106060922,0.82,278,0,,i7099,278,630.0,572.258984375,-1,0.2979541852584801,4212084
1744294096,1744294381,285,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier STUDD recent_samples_size 4904 delta 0.1368277598042041,4904,0.1368277598042041,0.77,260,0,,i7101,260,628.3125,571.0440848214286,-1,0.4616471691886252,4212093
1744294246,1744294410,164,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier STUDD recent_samples_size 2699 delta 0.05912538093701005,2699,0.05912538093701,0.74,148,0,,i7104,148,572.28515625,546.3272058823529,-1,0.2214371114154842,4212111
1744294216,1744294455,239,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier STUDD recent_samples_size 3418 delta 0.33522070384025576,3418,0.3352207038402557,0.74,144,0,,i7108,144,570.515625,540.0487132352941,-1,0.3646973347469358,4212075
1744294337,1744294470,133,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier STUDD recent_samples_size 2476 delta 0.30803848833590747,2476,0.3080384883359074,0.68,118,0,,i7104,118,536.2578125,523.3825334821429,-1,0.1212413911491886,4212115
