start_time,end_time,run_time,program_string,recent_samples_size,n_samples,const,max_depth,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744623075,1744623094,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1 n_samples 4044 const 3.0882762923876776 max_depth 4 threshold 0.999,1,4044,3.0882762923876776,4,0.999,0.73,1,0,,i7146,1,525.10546875,524.9375,-1,6.188501763723002e-05,4343391
1744623075,1744623094,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1 n_samples 3033 const 10 max_depth 5 threshold 0.001,1,3033,10.0,5,0.001,0.73,1,0,,i7146,1,524.91796875,524.75,-1,0.0001237700352744,4343390
1744623086,1744623099,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 4881 n_samples 4534 const 10 max_depth 4 threshold 0.6339855554733543,4881,4534,10.0,4,0.6339855554733543,0.73,1,0,,i7145,1,524.0625,523.9088541666666,-1,0.3020607710873197,4343397
1744623075,1744623100,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 4735 n_samples 3467 const 7.761471998156724 max_depth 12 threshold 0.001,4735,3467,7.761471998156724,12,0.001,0.73,10,0,,i7146,10,524.0546875,523.9287109375,-1,0.5860511170245684,4343392
1744623086,1744623105,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1 n_samples 4053 const 8.534526785573403 max_depth 2 threshold 0.001,1,4053,8.534526785573403,2,0.001,0.73,1,0,,i7144,1,524.30859375,524.0950520833334,-1,6.188501763723002e-05,4343399
1744623094,1744623106,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1 n_samples 3446 const 8.396303971271903 max_depth 8 threshold 0.001,1,3446,8.396303971271903,8,0.001,0.73,2,0,,i7144,2,524.82421875,524.6692708333334,-1,0.0001237700352744,4343404
1744623113,1744623126,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1 n_samples 4145 const 2.6776685458241447 max_depth 3 threshold 0.001,1,4145,2.6776685458241447,3,0.001,0.73,1,0,,i7146,1,524.3671875,524.21875,-1,6.188501763723002e-05,4343406
1744623113,1744623133,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 4229 n_samples 1516 const 10 max_depth 3 threshold 0.999,4229,1516,10.0,3,0.999,0.74,9,0,,i7146,9,525.375,525.2278645833334,-1,0.9470264249025312,4343409
1744623095,1744623133,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1267 n_samples 351 const 3.160064767233303 max_depth 4 threshold 0.999,1267,351,3.160064767233303,4,0.999,0.74,19,0,,i7143,19,523.9609375,523.7900390625,-1,0.9655300451760628,4343405
1744623116,1744623135,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3274 n_samples 2278 const 10 max_depth 11 threshold 0.999,3274,2278,10.0,11,0.999,0.73,10,0,,i7144,10,525.609375,525.43359375,-1,0.6078346432328733,4343411
1744623054,1744623251,197,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 542 n_samples 1 const 2.4746392720100574 max_depth 9 threshold 0.001,542,1,2.4746392720100574,9,0.001,0.73,186,0,,i7150,186,525.43359375,525.4110863095239,-1,0.0,4343381
1744623086,1744623320,234,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 5000 n_samples 1630 const 0.001 max_depth 5 threshold 0.35257575522845735,5000,1630,0.001,5,0.3525757552284573,0.73,223,0,,i7145,223,525.484375,525.4659375,-1,0.8907110588526518,4343396
1744623114,1744624267,1153,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3693 n_samples 551 const 6.190392722692186 max_depth 20 threshold 0.999,3693,551,6.190392722692186,20,0.999,0.75,1146,0,,i7146,1146,525.515625,525.507578792735,-1,0.9632402995234852,4343408
1744623056,1744626144,3088,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 152 n_samples 2930 const 10 max_depth 11 threshold 0.001,152,2930,10.0,11,0.001,0.73,3077,0,,i7150,3077,524.8359375,507.264591733871,-1,0.0188130453617179,4343385
1744642185,1744642204,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3621 n_samples 1484 const 2.3340947450008818 max_depth 3 threshold 0.001,3621,1484,2.3340947450008818,3,0.001,0.74,10,0,,i7112,10,525.49609375,525.3203125,-1,0.9285228046289992,4348090
