start_time,end_time,run_time,program_string,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1745406330,1745406343,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier D3 recent_samples_size 3788 n_reference_samples 1778 recent_samples_proportion 0.001 threshold 0.8043332959308309,3788,1778,0.001,0.8043332959308309,,,1,,i7180,4622140,,,,,
1745406771,1745406796,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier D3 recent_samples_size 1021 n_reference_samples 928 recent_samples_proportion 0.001 threshold 0.001,1021,928,0.001,0.001,,,1,,i7174,4622812,,,,,
1745407200,1745407270,70,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier D3 recent_samples_size 3779 n_reference_samples 1004 recent_samples_proportion 0.001 threshold 0.7769567250382365,3779,1004,0.001,0.7769567250382365,,,1,,i7179,4623218,,,,,
1745407609,1745407622,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier D3 recent_samples_size 4283 n_reference_samples 1780 recent_samples_proportion 0.001 threshold 0.7781915317651441,4283,1780,0.001,0.7781915317651441,,,1,,i7173,4623713,,,,,
1745408160,1745408218,58,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier D3 recent_samples_size 3806 n_reference_samples 1800 recent_samples_proportion 0.001 threshold 0.7967975578576274,3806,1800,0.001,0.7967975578576274,,,1,,i7172,4624226,,,,,
1745408613,1745408651,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier D3 recent_samples_size 707 n_reference_samples 983 recent_samples_proportion 0.001 threshold 0.80421345762967,707,983,0.001,0.80421345762967,,,1,,i7178,4624622,,,,,
1745409143,1745409182,39,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier D3 recent_samples_size 4482 n_reference_samples 993 recent_samples_proportion 0.001 threshold 0.7570842532140921,4482,993,0.001,0.7570842532140921,,,1,,i7167,4625166,,,,,
1745409440,1745409466,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier D3 recent_samples_size 3800 n_reference_samples 1779 recent_samples_proportion 0.001 threshold 0.8085265546427286,3800,1779,0.001,0.8085265546427286,,,1,,i7174,4625442,,,,,
1745409820,1745409840,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier D3 recent_samples_size 4365 n_reference_samples 1010 recent_samples_proportion 0.001 threshold 0.7790229046077235,4365,1010,0.001,0.7790229046077235,,,1,,i7174,4625773,,,,,
1745410311,1745410324,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier D3 recent_samples_size 3767 n_reference_samples 1004 recent_samples_proportion 0.001 threshold 0.7804728078263566,3767,1004,0.001,0.7804728078263566,,,1,,i7185,4626144,,,,,
