start_time,end_time,run_time,program_string,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744540852,1744540908,56,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier EDFS recent_samples_size 5000 n_subspaces 1 feature_percentage 0.25150609295729714 alpha 0.4631643643585972 window_size 753 mode EDFSMode.RANDOM,5000,1,0.2515060929572971,0.4631643643585972,753,EDFSMode.RANDOM,0.6,35,0,,i7051,35,795.28515625,780.7454427083334,-1,0.9023509655751468,4321155
1744540814,1744540909,95,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4728 n_subspaces 1 feature_percentage 0.999 alpha 0.999 window_size 291 mode EDFSMode.RANDOM,4728,1,0.999,0.999,291,EDFSMode.RANDOM,0.66,80,0,,i7071,80,838.6875,793.00625,-1,0.9870696893366918,4321081
1744540842,1744540911,69,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4610 n_subspaces 46 feature_percentage 0.001 alpha 0.5712989668512926 window_size 278 mode EDFSMode.RANDOM,4610,46,0.001,0.5712989668512926,278,EDFSMode.RANDOM,0.65,58,0,,i7067,58,832.921875,792.02685546875,-1,0.980352644836272,4321103
1744540842,1744540912,70,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier EDFS recent_samples_size 5000 n_subspaces 61 feature_percentage 0.001 alpha 0.999 window_size 289 mode EDFSMode.RANDOM,5000,61,0.001,0.999,289,EDFSMode.RANDOM,0.63,59,0,,i7083,59,831.6640625,791.3134765625,-1,0.9706129303106632,4321094
1744540842,1744540912,70,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier EDFS recent_samples_size 3674 n_subspaces 1 feature_percentage 0.999 alpha 0.001 window_size 436 mode EDFSMode.RANDOM,3674,1,0.999,0.001,436,EDFSMode.RANDOM,0.62,58,0,,i7056,58,812.65234375,785.5732421875,-1,0.9683459277917716,4321133
1744540842,1744540912,70,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4838 n_subspaces 1 feature_percentage 0.6057154803368483 alpha 0.999 window_size 329 mode EDFSMode.RANDOM,4838,1,0.6057154803368483,0.999,329,EDFSMode.RANDOM,0.63,54,0,,i7053,54,824.89453125,790.1826171875,-1,0.9951301427371956,4321143
1744540843,1744540912,69,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier EDFS recent_samples_size 3756 n_subspaces 1 feature_percentage 0.43536326207569026 alpha 0.999 window_size 470 mode EDFSMode.RANDOM,3756,1,0.4353632620756902,0.999,470,EDFSMode.RANDOM,0.63,52,0,,i7068,52,797.09765625,782.11962890625,-1,0.947103274559194,4321100
1744540842,1744540918,76,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier EDFS recent_samples_size 5000 n_subspaces 75 feature_percentage 0.001 alpha 0.8186545335448272 window_size 228 mode EDFSMode.RANDOM,5000,75,0.001,0.8186545335448272,228,EDFSMode.RANDOM,0.68,63,0,,i7055,63,850.73046875,800.3802083333334,-1,0.9954659949622168,4321136
1744540842,1744540924,82,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4452 n_subspaces 41 feature_percentage 0.001 alpha 0.001 window_size 211 mode EDFSMode.RANDOM,4452,41,0.001,0.001,211,EDFSMode.RANDOM,0.68,70,0,,i7054,70,863.64453125,802.1241319444445,-1,0.9967254408060452,4321141
1744540842,1744540931,89,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4793 n_subspaces 1 feature_percentage 0.999 alpha 0.999 window_size 229 mode EDFSMode.RANDOM,4793,1,0.999,0.999,229,EDFSMode.RANDOM,0.66,77,0,,i7062,77,844.5390625,800.128125,-1,0.9754827875734676,4321116
