start_time,end_time,run_time,program_string,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1746193183,1746193334,151,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1613 n_samples 1400 confidence 0.005 feature_proportion 0.001 n_clusters 50,1613,1400,0.001,50,0.005,0.58,139.0,0,,i7176,139.0,895.984375,782.33544921875,-1.0,0.9786915887850468,4903249
1746193743,1746193800,57,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1794 n_samples 4937 confidence 0.005 feature_proportion 0.001 n_clusters 5,1794,4937,0.001,5,0.005,0.48,44.0,0,,i7176,44.0,760.12109375,720.1902901785714,-1.0,0.3353271028037383,4903383
1746194163,1746194227,64,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4654 n_samples 3831 confidence 0.05 feature_proportion 0.999 n_clusters 1,4654,3831,0.999,1,0.05,0.48,53.0,0,,i7173,53.0,793.703125,739.62109375,-1.0,0.9172834890965732,4903485
1746194703,1746194780,77,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3285 n_samples 1997 confidence 0.05 feature_proportion 0.001 n_clusters 15,3285,1997,0.001,15,0.05,0.55,62.0,0,,i7172,62.0,821.328125,750.4739583333334,-1.0,0.9865545171339564,4903595
1746195284,1746195374,90,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3767 n_samples 2694 confidence 0.05 feature_proportion 0.5215134344312137 n_clusters 5,3767,2694,0.5215134344312137,5,0.05,0.54,73.0,0,,i7170,73.0,825.15625,755.60859375,-1.0,0.9533333333333334,4903715
1746195824,1746195901,77,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1649 n_samples 2809 confidence 0.05 feature_proportion 0.05706742484677252 n_clusters 8,1649,2809,0.0570674248467725,8,0.05,0.53,62.0,0,,i7186,62.0,808.109375,744.7165798611111,-1.0,0.554803738317757,4903818
1746196354,1746196461,107,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4277 n_samples 1721 confidence 0.25 feature_proportion 0.9338264754559077 n_clusters 50,4277,1721,0.9338264754559076,50,0.25,0.59,98.0,0,,i7169,98.0,911.2578125,794.5999348958334,-1.0,0.9864922118380064,4903914
1746196743,1746196825,82,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1841 n_samples 2381 confidence 0.1 feature_proportion 0.999 n_clusters 34,1841,2381,0.999,34,0.1,0.56,69.0,0,,i7169,69.0,824.1640625,752.2738715277778,-1.0,0.7341059190031153,4903989
1746197245,1746197415,170,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4888 n_samples 686 confidence 0.025 feature_proportion 0.001 n_clusters 1,4888,686,0.001,1,0.025,0.62,160.0,0,,i7167,160.0,1040.79296875,863.0236430921053,-1.0,0.99201246105919,4904082
1746197743,1746197801,58,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3646 n_samples 4517 confidence 0.01 feature_proportion 0.5471248122960809 n_clusters 50,3646,4517,0.5471248122960809,50,0.01,0.48,46.0,0,,i7167,46.0,769.32421875,725.1328125,-1.0,0.7269283489096573,4904177
