start_time,end_time,run_time,program_string,recent_samples_size,feature_id,p,big_windowSize,small_windowSize,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1748440556,1748440764,208,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1354 feature_id 120 p 122 big_windowSize 1217 small_windowSize 139,1354,120,122,1217,139,0.17,194.0,0,,i7169,194.0,790.69921875,790.671875,-1.0,0.0,5218027
1748447296,1748447715,419,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1998 feature_id 13 p 360 big_windowSize 1821 small_windowSize 218,1998,13,360,1821,218,0.17,409.0,0,,i7021,409.0,790.94921875,787.3529251453489,-1.0,8.396305625524769e-05,5221554
1748487972,1748488173,201,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1849 feature_id 73 p 196 big_windowSize 1792 small_windowSize 271,1849,73,196,1792,271,0.17,187.0,0,,i7156,187.0,791.84375,791.8154761904761,-1.0,0.0,5227643
1748522108,1748522558,450,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1804 feature_id 106 p 469 big_windowSize 817 small_windowSize 50,1804,106,469,817,50,0.17,441.0,0,,i7050,441.0,791.6875,791.5255984042553,-1.0,0.0,5236245
1748525031,1748525206,175,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1942 feature_id 108 p 336 big_windowSize 1323 small_windowSize 322,1942,108,336,1323,322,0.17,159.0,0,,i7182,159.0,791.171875,791.1384548611111,-1.0,0.0,5236800
1748525554,1748526080,526,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1521 feature_id 16 p 398 big_windowSize 1153 small_windowSize 68,1521,16,398,1153,68,0.17,510.0,0,,i7024,510.0,790.80859375,788.5042010613207,-1.0,8.396305625524769e-05,5237056
1748557311,1748557581,270,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1265 feature_id 58 p 324 big_windowSize 675 small_windowSize 63,1265,58,324,675,63,0.17,254.0,0,,i7029,254.0,791.79296875,791.7734375,-1.0,0.0,5245049
1748599418,1748599731,313,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1841 feature_id 40 p 235 big_windowSize 1290 small_windowSize 129,1841,40,235,1290,129,0.17,295.0,0,,i7096,295.0,791.078125,788.2353515625,-1.0,8.396305625524769e-05,5253839
1748599715,1748600495,780,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 522 feature_id 24 p 261 big_windowSize 385 small_windowSize 5,522,24,261,385,5,0.17,766.0,0,,i7027,766.0,791.4453125,791.4377472310126,-1.0,0.0,5254244
1748638189,1748638432,243,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1142 feature_id 117 p 261 big_windowSize 1123 small_windowSize 279,1142,117,261,1123,279,0.17,223.0,0,,i7134,223.0,791.453125,791.42921875,-1.0,0.0,5262069
