start_time,end_time,run_time,program_string,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1747749875,1747749888,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3154 window_size 2878 ev_threshold 0.05075826182216406 delta 0.09250372116081416 divergence_metric str\(\'kl\'\) sample_period 0.07854206301271915 online_scaling True,3154,2878,0.050758261822164,0.0925037211608141,str\(\'kl\'\),0.0785420630127191,True,,,1,,i7181,5175823,,,,,
1747749875,1747749888,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1026 window_size 856 ev_threshold 0.935141395131126 delta 0.6816129680126906 divergence_metric str\(\'intersection\'\) sample_period 0.03758298825472594 online_scaling False,1026,856,0.935141395131126,0.6816129680126906,str\(\'intersection\'\),0.0375829882547259,False,,,1,,i7181,5175824,,,,,
1747750777,1747752501,1724,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3949 window_size 1165 ev_threshold 0.21020468404330314 delta 0.6214028902463615 divergence_metric str\(\'intersection\'\) sample_period 0.08472800989635289 online_scaling False,3949,1165,0.2102046840433031,0.6214028902463615,str\(\'intersection\'\),0.0847280098963528,False,0.06,1712.0,0,,i7109,5176176,1712.0,499.44140625,485.5689351517341,-1.0,0.0035611819444738
1747750837,1747752758,1921,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3252 window_size 1790 ev_threshold 0.49643095008656385 delta 0.3138479911852628 divergence_metric str\(\'intersection\'\) sample_period 0.09056689200922848 online_scaling False,3252,1790,0.4964309500865638,0.3138479911852628,str\(\'intersection\'\),0.0905668920092284,False,0.06,1909.0,0,,i7139,5176192,1909.0,485.05078125,408.6645077720207,-1.0,0.0234610558286736
1747750807,1747752803,1996,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1735 window_size 1482 ev_threshold 0.644773029949516 delta 0.3813086297120899 divergence_metric str\(\'intersection\'\) sample_period 0.054935553139075645 online_scaling False,1735,1482,0.644773029949516,0.3813086297120899,str\(\'intersection\'\),0.0549355531390756,False,0.07,1985.0,0,,i7144,5176184,1985.0,505.40625,486.6801539179105,-1.0,0.014863808913596
1747750807,1747752941,2134,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3480 window_size 2346 ev_threshold 0.9941388306934387 delta 0.4395192616432905 divergence_metric str\(\'intersection\'\) sample_period 0.09601803306490184 online_scaling False,3480,2346,0.9941388306934388,0.4395192616432905,str\(\'intersection\'\),0.0960180330649018,False,0.06,2120.0,0,,i7133,5176188,2120.0,496.875,484.7853935455608,-1.0,0.0
1747750837,1747752968,2131,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier PCACD recent_samples_size 4345 window_size 473 ev_threshold 0.7046155676580965 delta 0.7471808199491352 divergence_metric str\(\'intersection\'\) sample_period 0.07926901399157942 online_scaling False,4345,473,0.7046155676580965,0.7471808199491352,str\(\'intersection\'\),0.0792690139915794,False,0.06,2105.0,0,,i7105,5176198,2105.0,491.4765625,441.5059969190141,-1.0,0.0137140223906271
1747750838,1747752975,2137,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2875 window_size 4223 ev_threshold 0.22004811641387642 delta 0.4601907627731562 divergence_metric str\(\'intersection\'\) sample_period 0.07132877659983934 online_scaling True,2875,4223,0.2200481164138764,0.4601907627731562,str\(\'intersection\'\),0.0713287765998393,True,0.05,2124.0,0,,i7129,5176195,2124.0,466.2578125,361.1273074127907,-1.0,0.0012963279425629
1747750837,1747753071,2234,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier PCACD recent_samples_size 422 window_size 2735 ev_threshold 0.162512632092461 delta 0.6681769480854273 divergence_metric str\(\'intersection\'\) sample_period 0.01726674099452794 online_scaling True,422,2735,0.162512632092461,0.6681769480854273,str\(\'intersection\'\),0.0172667409945279,True,0.06,2206.0,0,,i7170,5176190,2206.0,504.3125,486.6717698991032,-1.0,0.0007611135885378
1747750868,1747753091,2223,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2299 window_size 2935 ev_threshold 0.7386043464913964 delta 0.8171049418281764 divergence_metric str\(\'intersection\'\) sample_period 0.09208426274359227 online_scaling False,2299,2935,0.7386043464913964,0.8171049418281764,str\(\'intersection\'\),0.0920842627435922,False,0.06,2210.0,0,,i7169,5176200,2210.0,498.89453125,484.7642762051569,-1.0,0.0010366114573747
