start_time,end_time,run_time,program_string,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744571688,1744571701,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UCDD recent_samples_size 5000 n_reference_samples 563 n_recent_samples 1924 threshold 0.001 stability_offset 1e-07,5000,563,1924,0.001,1e-07,0.55,0,0,,i7154,0,632.97265625,632.9427083333334,-1,0.0,4332679
1744571688,1744571701,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UCDD recent_samples_size 5000 n_reference_samples 601 n_recent_samples 1810 threshold 0.001 stability_offset 1e-12,5000,601,1810,0.001,1e-12,0.55,0,0,,i7172,0,634.203125,634.1145833333334,-1,0.0,4332676
1744571696,1744571715,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UCDD recent_samples_size 5000 n_reference_samples 419 n_recent_samples 3511 threshold 0.001 stability_offset 0.9,5000,419,3511,0.001,0.9,0.55,0,0,,i7050,0,633.62109375,633.5703125,-1,0.0,4332687
1744571708,1744571721,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UCDD recent_samples_size 5000 n_reference_samples 4680 n_recent_samples 2980 threshold 0.001 stability_offset 1e-12,5000,4680,2980,0.001,1e-12,0.55,0,0,,i7167,0,632.73046875,632.6796875,-1,0.0,4332690
1744571708,1744571721,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UCDD recent_samples_size 5000 n_reference_samples 1434 n_recent_samples 933 threshold 0.999 stability_offset 0.001,5000,1434,933,0.999,0.001,0.55,0,0,,i7184,0,633.3671875,633.31640625,-1,0.0,4332688
1744571708,1744571721,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UCDD recent_samples_size 5000 n_reference_samples 1 n_recent_samples 3218 threshold 0.001 stability_offset 1e-05,5000,1,3218,0.001,1e-05,0.55,0,0,,i7172,0,634.03125,633.6223958333334,-1,0.0,4332689
1744571696,1744571721,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1 n_reference_samples 402 n_recent_samples 1 threshold 0.999 stability_offset 0.9,1,402,1,0.999,0.9,0.56,7,0,,i7050,7,641.046875,636.5143229166666,-1,0.799,4332686
1744571696,1744571752,56,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1 n_reference_samples 1 n_recent_samples 87 threshold 0.999 stability_offset 0.9,1,1,87,0.999,0.9,0.56,39,0,,i7050,39,640.05859375,637.78515625,-1,0.9565,4332685
1744571669,1744571776,107,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1 n_reference_samples 1 n_recent_samples 139 threshold 0.999 stability_offset 0.9,1,1,139,0.999,0.9,0.56,95,0,,i7066,95,639.640625,638.5055338541666,-1,0.9305,4332674
1744571666,1744571987,321,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3446 n_reference_samples 1 n_recent_samples 167 threshold 0.999 stability_offset 0.9,3446,1,167,0.999,0.9,0.56,302,0,,i7051,302,645.625,639.454071969697,-1,1.0,4332671
1744571689,1744572168,479,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4462 n_reference_samples 1 n_recent_samples 210 threshold 0.999 stability_offset 0.9,4462,1,210,0.999,0.9,0.57,464,0,,i7156,464,646.35546875,641.4989636479592,-1,1.0,4332678
