start_time,end_time,run_time,program_string,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1746602133,1746602202,69,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1 batch_size 3589 gamma 0.001 alpha 0.05 use_mmd2 True use_k2s_test False,1,3589,0.001,0.05,True,False,0.91,1,0,,i7176,1,758.5546875,753.9479166666666,-1,0,4984583
1746602133,1746602202,69,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 5000 batch_size 514 gamma 10 alpha 0.05 use_mmd2 False use_k2s_test False,5000,514,10.0,0.05,False,False,0.91,0,0,,i7176,0,751.5,751.46484375,-1,0,4984579
1746602133,1746602202,69,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 5000 batch_size 1363 gamma 6.763557095861151 alpha 0.0005 use_mmd2 True use_k2s_test False,5000,1363,6.763557095861151,0.0005,True,False,0.91,1,0,,i7176,1,760.1171875,755.1419270833334,-1,0,4984577
1746602133,1746602202,69,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1 batch_size 1679 gamma 4.288403894512889 alpha 0.03942159645618362 use_mmd2 True use_k2s_test False,1,1679,4.288403894512889,0.0394215964561836,True,False,0.91,1,0,,i7176,1,761.50390625,755.5651041666666,-1,0,4984581
1746602133,1746602202,69,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1 batch_size 2402 gamma 7.19967376785483 alpha 0.03601593289026916 use_mmd2 False use_k2s_test False,1,2402,7.19967376785483,0.0360159328902691,False,False,0.91,0,0,,i7176,0,753.0390625,753.00390625,-1,0,4984584
1746602136,1746602204,68,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 5000 batch_size 3023 gamma 7.029259112741706 alpha 0.025692676771129585 use_mmd2 False use_k2s_test False,5000,3023,7.029259112741706,0.0256926767711295,False,False,0.91,0,0,,i7176,0,753.53515625,753.4791666666666,-1,0,4984587
1746602136,1746602204,68,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1 batch_size 2783 gamma 8.167633291742174 alpha 0.03180272949388651 use_mmd2 False use_k2s_test False,1,2783,8.167633291742174,0.0318027294938865,False,False,0.91,0,0,,i7176,0,752.82421875,752.7682291666666,-1,0,4984589
1746602136,1746602204,68,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1 batch_size 1728 gamma 10 alpha 0.0005 use_mmd2 False use_k2s_test False,1,1728,10.0,0.0005,False,False,0.91,0,0,,i7176,0,751.99609375,751.94140625,-1,0,4984590
1746602188,1746602214,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 5000 batch_size 3423 gamma 2.7252900403262403 alpha 0.05 use_mmd2 False use_k2s_test False,5000,3423,2.7252900403262403,0.05,False,False,0.91,0,0,,i7182,0,754.56640625,753.7877604166666,-1,0,4984606
1746602214,1746602264,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 5000 batch_size 4858 gamma 0.001 alpha 0.0005 use_mmd2 False use_k2s_test False,5000,4858,0.001,0.0005,False,False,0.91,0,0,,i7175,0,752.765625,752.7096354166666,-1,0,4984591
