start_time,end_time,run_time,program_string,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1746113452,1746113609,157,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1 batch_size 75 gamma 4.0299481771160455 alpha 0.05 use_mmd2 True use_k2s_test True,1,75,4.0299481771160455,0.05,True,True,0.71,138,0,,i7164,138,895.62109375,826.7509765625,-1,0.6319059613769942,4890073
1746113432,1746113610,178,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1 batch_size 21 gamma 4.254268588283053 alpha 0.05 use_mmd2 False use_k2s_test True,1,21,4.254268588283053,0.05,False,True,0.72,163,0,,i7186,163,888.16796875,809.0466694078947,-1,0.5130982367758187,4890054
1746113475,1746113613,138,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 3 batch_size 112 gamma 6.078223224504731 alpha 0.05 use_mmd2 True use_k2s_test True,3,112,6.078223224504731,0.05,True,True,0.71,117,0,,i7162,117,897.16796875,818.4453125,-1,0.6973131821998321,4890085
1746113452,1746113622,170,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 5000 batch_size 36 gamma 3.859231955191139 alpha 0.05 use_mmd2 False use_k2s_test True,5000,36,3.859231955191139,0.05,False,True,0.72,153,0,,i7164,153,890.421875,824.9142795138889,-1,0.5380352644836272,4890070
1746113452,1746113635,183,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1 batch_size 22 gamma 5.534782228125547 alpha 0.05 use_mmd2 False use_k2s_test True,1,22,5.534782228125547,0.05,False,True,0.7,164,0,,i7164,164,888.7265625,816.5123355263158,-1,0.4913518052057095,4890068
1746113375,1746113681,306,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1 batch_size 43 gamma 4.91339645800971 alpha 0.05 use_mmd2 False use_k2s_test True,1,43,4.91339645800971,0.05,False,True,0.72,286,0,,i7178,286,889.609375,826.4269153225806,-1,0.5614609571788413,4890029
1746113431,1746113734,303,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 5000 batch_size 9 gamma 4.478231644696986 alpha 0.05 use_mmd2 False use_k2s_test True,5000,9,4.478231644696986,0.05,False,True,0.72,285,0,,i7164,285,886.87890625,803.979964717742,-1,0.4125104953820319,4890064
1746113475,1746113746,271,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 5000 batch_size 12 gamma 5.521360987597215 alpha 0.05 use_mmd2 False use_k2s_test True,5000,12,5.521360987597215,0.05,False,True,0.74,248,0,,i7162,248,888.32421875,823.2230902777778,-1,0.4332493702770781,4890086
1746113475,1746116408,2933,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 5000 batch_size 3520 gamma 10 alpha 0.05 use_mmd2 True use_k2s_test True,5000,3520,10.0,0.05,True,True,0.55,2914,0,,i7162,2914,1926.48046875,1554.349569515306,-1,0.7188077246011755,4890083
1746128941,1746129092,151,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 5000 batch_size 146 gamma 4.758513292794024 alpha 0.05 use_mmd2 False use_k2s_test True,5000,146,4.758513292794024,0.05,False,True,0.72,135,0,,i7181,135,897.77734375,828.80322265625,-1,0.7147774979009236,4892952
