start_time,end_time,run_time,program_string,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744591578,1744591794,216,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3018 significance 0.001 gamma 0.999 max_node_size 3254 max_tree_depth 2298 max_time_stationary 1,3018,0.001,0.999,3254,2298,1,0.92,201,0,,i7114,201,756.859375,747.9920176630435,-1,0.4850187265917603,4337107
1744591583,1744591812,229,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 5000 significance 0.001 gamma 0.999 max_node_size 3464 max_tree_depth 1088 max_time_stationary 1,5000,0.001,0.999,3464,1088,1,0.92,216,0,,i7111,216,755.37890625,748.3487955729166,-1,0.4850187265917603,4337113
1744591584,1744591818,234,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3550 significance 0.001 gamma 0.999 max_node_size 2280 max_tree_depth 4333 max_time_stationary 1,3550,0.001,0.999,2280,4333,1,0.92,215,0,,i7109,215,752.9609375,747.0994466145834,-1,0.4850187265917603,4337117
1744600660,1744600679,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1 significance 0.001 gamma 0.999 max_node_size 2288 max_tree_depth 1 max_time_stationary 1,1,0.001,0.999,2288,1,1,0.91,8,0,,i7112,8,755.69140625,753.4921875,-1,0.0599250936329588,4338837
1744600675,1744600694,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3980 significance 0.001 gamma 0.001 max_node_size 2711 max_tree_depth 1 max_time_stationary 665,3980,0.001,0.001,2711,1,665,0.91,5,0,,i7051,5,754.62890625,753.15234375,-1,0.0112359550561797,4338844
1744600681,1744600706,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 5000 significance 0.001 gamma 0.001 max_node_size 4085 max_tree_depth 1 max_time_stationary 3494,5000,0.001,0.001,4085,1,3494,0.91,5,0,,i7050,5,753.203125,753.0338541666666,-1,0.0112359550561797,4338847
1744600699,1744600718,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 5000 significance 0.001 gamma 0.999 max_node_size 1 max_tree_depth 807 max_time_stationary 3169,5000,0.001,0.999,1,807,3169,0.91,1,0,,i7157,1,753.9453125,753.8333333333334,-1,0.0,4338852
1744600699,1744600719,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1 significance 0.447090615583192 gamma 0.001 max_node_size 4991 max_tree_depth 5000 max_time_stationary 3676,1,0.447090615583192,0.001,4991,5000,3676,0.91,8,0,,i7112,8,754.5703125,754.2643229166666,-1,0.247191011235955,4338854
1744600675,1744600720,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3146 significance 0.001 gamma 0.001 max_node_size 3094 max_tree_depth 1 max_time_stationary 1,3146,0.001,0.001,3094,1,1,0.92,32,0,,i7129,32,752.47265625,747.6477864583334,-1,0.4850187265917603,4338839
1744600705,1744600724,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3191 significance 0.999 gamma 0.999 max_node_size 2900 max_tree_depth 5000 max_time_stationary 1896,3191,0.999,0.999,2900,5000,1896,0.91,8,0,,i7051,8,754.65625,753.1354166666666,-1,0.0,4338855
1744600705,1744600724,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1610 significance 0.24335921563559548 gamma 0.999 max_node_size 1 max_tree_depth 1 max_time_stationary 5000,1610,0.2433592156355954,0.999,1,1,5000,0.91,1,0,,i7049,1,753.57421875,753.4635416666666,-1,0.0,4338862
1744600705,1744600730,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 84 significance 0.001 gamma 0.999 max_node_size 5000 max_tree_depth 5000 max_time_stationary 3806,84,0.001,0.999,5000,5000,3806,0.91,8,0,,i7049,8,754.53515625,753.015625,-1,0.0,4338859
1744600705,1744600730,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1155 significance 0.3461242370685424 gamma 0.999 max_node_size 4560 max_tree_depth 3099 max_time_stationary 3674,1155,0.3461242370685424,0.999,4560,3099,3674,0.91,8,0,,i7049,8,754.3671875,754.19921875,-1,0.0,4338860
1744600675,1744600738,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 5000 significance 0.001 gamma 0.999 max_node_size 1230 max_tree_depth 1 max_time_stationary 1,5000,0.001,0.999,1230,1,1,0.92,51,0,,i7051,51,753.1328125,750.720703125,-1,0.4850187265917603,4338840
