start_time,end_time,run_time,program_string,recent_samples_size,feature_id,threshold,window_size,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744583543,1744583556,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IKS recent_samples_size 5000 feature_id 71 threshold 0.999 window_size 3739,5000,71,0.999,3739,0.96,1,0,,i7122,1,753.3515625,753.3216145833334,-1,0,4335560
1744583543,1744583556,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IKS recent_samples_size 1 feature_id 71 threshold 0.8295633525809121 window_size 2026,1,71,0.8295633525809121,2026,0.96,1,0,,i7120,1,752.23046875,752.1796875,-1,0,4335564
1744583544,1744583556,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IKS recent_samples_size 1 feature_id 0 threshold 0.8384181120253485 window_size 3911,1,0,0.8384181120253485,3911,0.96,1,0,,i7121,1,752.61328125,752.5638020833334,-1,0,4335561
1744583544,1744583557,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IKS recent_samples_size 1813 feature_id 0 threshold 0.999 window_size 3014,1813,0,0.999,3014,0.96,1,0,,i7120,1,752.55078125,752.5208333333334,-1,0,4335563
1744583544,1744583557,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IKS recent_samples_size 1508 feature_id 44 threshold 0.001 window_size 3600,1508,44,0.001,3600,0.96,1,0,,i7124,1,753.171875,753.0807291666666,-1,0,4335558
1744583544,1744583557,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IKS recent_samples_size 5000 feature_id 0 threshold 0.8388466973441889 window_size 1883,5000,0,0.8388466973441889,1883,0.96,1,0,,i7124,1,753.7578125,753.70703125,-1,0,4335557
1744583544,1744583569,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IKS recent_samples_size 91 feature_id 71 threshold 0.4591327276795913 window_size 3716,91,71,0.4591327276795913,3716,0.96,1,0,,i7126,1,752.37109375,752.2760416666666,-1,0,4335556
1744583560,1744583573,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IKS recent_samples_size 296 feature_id 71 threshold 0.1434858938999581 window_size 4268,296,71,0.1434858938999581,4268,0.96,1,0,,i7150,1,752.25390625,752.203125,-1,0,4335566
1744583561,1744583574,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IKS recent_samples_size 4903 feature_id 16 threshold 0.8310968356835657 window_size 2985,4903,16,0.8310968356835657,2985,0.96,1,0,,i7133,1,753.1484375,753.0989583333334,-1,0,4335567
1744583562,1744583582,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IKS recent_samples_size 5000 feature_id 37 threshold 0.5028189676314104 window_size 4880,5000,37,0.5028189676314104,4880,0.96,1,0,,i7185,1,753.21484375,753.08984375,-1,0,4335565
