start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1747461186,1747464895,3709,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2583 n_samples 3224 n_permutations 767 update_interval 138 n_consecutive_deviations 2,2583,3224,767,138,2,0.81,3693.0,0,,i7134,5088715,3693.0,1870.59765625,1523.5952872304583,-1.0,0.998768592015364
1747465827,1747467255,1428,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1054 n_samples 951 n_permutations 896 update_interval 189 n_consecutive_deviations 10,1054,951,896,189,10,0.79,1406.0,0,,i7035,5088966,1406.0,1594.35546875,1504.6028463723776,-1.0,0.9748260830518192
1747465440,1747468340,2900,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 363 n_samples 4887 n_permutations 560 update_interval 245 n_consecutive_deviations 9,363,4887,560,245,9,0.77,2884.0,0,,i7134,5088847,2884.0,2227.69921875,1454.6203151847078,-1.0,0.7391763901266295
1747466366,1747468409,2043,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1557 n_samples 1975 n_permutations 789 update_interval 231 n_consecutive_deviations 3,1557,1975,789,231,3,0.79,2009.0,0,,i7126,5089101,2009.0,1433.5,1359.3712476908868,-1.0,0.9861401836231374
1747465977,1747468634,2657,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3191 n_samples 2179 n_permutations 681 update_interval 174 n_consecutive_deviations 3,3191,2179,681,174,3,0.8,2640.0,0,,i7037,5089035,2640.0,1517.43359375,1409.171331649436,-1.0,0.9998462898869108
1747466118,1747470778,4660,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3283 n_samples 3006 n_permutations 109 update_interval 81 n_consecutive_deviations 8,3283,3006,109,81,8,0.82,4644.0,0,,i7025,5089084,4644.0,1327.51171875,1278.7555576046138,-1.0,0.9977893376993914
1747465764,1747470820,5056,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4109 n_samples 3993 n_permutations 218 update_interval 124 n_consecutive_deviations 5,4109,3993,218,124,5,0.8,5025.0,0,,i7044,5088946,5025.0,1367.53125,1344.72607421875,-1.0,0.9989343916879098
1747465277,1747471743,6466,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1946 n_samples 1754 n_permutations 89 update_interval 54 n_consecutive_deviations 6,1946,1754,89,54,6,0.82,6439.0,0,,i7169,5088805,6439.0,1363.48828125,1264.021290876548,-1.0,0.9966011067128142
1747465857,1747471782,5925,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1348 n_samples 2878 n_permutations 487 update_interval 13 n_consecutive_deviations 8,1348,2878,487,13,8,0.84,5907.0,0,,i7018,5088985,5907.0,1246.375,1209.5909965219223,-1.0,0.9941175657844742
1747465701,1747473630,7929,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4790 n_samples 135 n_permutations 366 update_interval 71 n_consecutive_deviations 4,4790,135,366,71,4,0.83,7914.0,0,,i7093,5088912,7914.0,1313.24609375,1242.3415678199874,-1.0,0.9999965458401552
1747480300,1747480313,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3093 n_samples 4182 n_permutations 734 update_interval 3 n_consecutive_deviations 4,3093,4182,734,3,4,,,1,,i7048,5090566,,,,,
1747480345,1747481438,1093,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2383 n_samples 838 n_permutations 413 update_interval 185 n_consecutive_deviations 9,2383,838,413,185,9,0.79,1080.0,0,,i7043,5090581,1080.0,2723.140625,1859.510582386364,-1.0,0.9936512542054396
1747482008,1747482027,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1820 n_samples 678 n_permutations 845 update_interval 4 n_consecutive_deviations 6,1820,678,845,4,6,,,1,,i7085,5090812,,,,,
1747480284,1747482338,2054,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2802 n_samples 1628 n_permutations 445 update_interval 106 n_consecutive_deviations 10,2802,1628,445,106,10,0.82,2040.0,0,,i7179,5090554,2040.0,1412.66015625,1347.1651812803398,-1.0,0.9962487824086548
1747480226,1747482412,2186,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2048 n_samples 3431 n_permutations 641 update_interval 210 n_consecutive_deviations 4,2048,3431,641,210,4,0.69,2169.0,0,,i7091,5090537,2169.0,1319.10546875,1146.4935609303652,-1.0,0.9965872900734354
1747480527,1747482427,1900,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 175 n_samples 2680 n_permutations 941 update_interval 111 n_consecutive_deviations 7,175,2680,941,111,7,0.79,1874.0,0,,i7123,5090596,1874.0,2679.40625,1835.7746299342105,-1.0,0.9040987060717222
1747480186,1747482887,2701,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4241 n_samples 1137 n_permutations 512 update_interval 155 n_consecutive_deviations 6,4241,1137,512,155,6,0.8,2676.0,0,,i7052,5090520,2676.0,1419.6171875,1321.865480324074,-1.0,0.9997392109317252
1747480727,1747484073,3346,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4675 n_samples 2305 n_permutations 136 update_interval 201 n_consecutive_deviations 1,4675,2305,136,201,1,0.79,3330.0,0,,i7151,5090621,3330.0,1471.4609375,1408.1022621268658,-1.0,0.9998134753683862
1747481045,1747484127,3082,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 930 n_samples 1324 n_permutations 606 update_interval 74 n_consecutive_deviations 7,930,1324,606,74,7,0.83,3068.0,0,,i7020,5090660,3068.0,1315.34765625,1266.8276319781553,-1.0,0.994397352731895
1747480207,1747484204,3997,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 506 n_samples 244 n_permutations 230 update_interval 27 n_consecutive_deviations 2,506,244,230,27,2,0.86,3980.0,0,,i7047,5090530,3980.0,1401.46875,1314.83814453125,-1.0,0.9998687419259014
1747480885,1747484373,3488,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3911 n_samples 3740 n_permutations 285 update_interval 242 n_consecutive_deviations 3,3911,3740,285,242,3,0.78,3475.0,0,,i7070,5090641,3475.0,1601.48828125,1526.2884263392857,-1.0,0.9996200424170828
1747482910,1747484955,2045,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 863 n_samples 2525 n_permutations 257 update_interval 202 n_consecutive_deviations 9,863,2525,257,202,9,0.79,2025.0,0,,i7052,5090871,2025.0,2173.22265625,1640.2933498475609,-1.0,0.9812732724019536
1747484144,1747485027,883,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 221 n_samples 1481 n_permutations 171 update_interval 239 n_consecutive_deviations 9,221,1481,171,239,9,0.74,867.0,0,,i7020,5091121,867.0,1905.46484375,1413.9813026685392,-1.0,0.5404102160231566
1747481200,1747485234,4034,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1849 n_samples 4382 n_permutations 15 update_interval 132 n_consecutive_deviations 10,1849,4382,15,132,10,0.8,4020.0,0,,i7025,5090703,4020.0,1339.65234375,1236.0108292079208,-1.0,0.992400848341658
1747481531,1747485310,3779,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3644 n_samples 4344 n_permutations 42 update_interval 188 n_consecutive_deviations 1,3644,4344,42,188,1,0.8,3762.0,0,,i7131,5090742,3762.0,1603.21875,1521.4346374834656,-1.0,0.998654604740489
1747480187,1747485439,5252,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4971 n_samples 4702 n_permutations 910 update_interval 165 n_consecutive_deviations 7,4971,4702,910,165,7,0.79,5233.0,0,,i7046,5090524,5233.0,1424.3046875,1333.9930431547618,-1.0,0.9992849889121468
1747485043,1747487208,2165,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3085 n_samples 409 n_permutations 377 update_interval 132 n_consecutive_deviations 2,3085,409,377,132,2,0.82,2147.0,0,,i7061,5091226,2147.0,1401.1875,1329.6593641993088,-1.0,0.9999084647641154
1747485373,1747487313,1940,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2750 n_samples 2846 n_permutations 665 update_interval 234 n_consecutive_deviations 6,2750,2846,665,234,6,0.79,1924.0,0,,i7020,5091253,1924.0,2865.453125,1914.5791466346157,-1.0,0.9829968981644596
1747481322,1747487622,6300,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3618 n_samples 559 n_permutations 820 update_interval 59 n_consecutive_deviations 5,3618,559,820,59,5,0.83,6284.0,0,,i7176,5090718,6284.0,1314.77734375,1180.9244047619047,-1.0,0.9999343709629508
1747485789,1747487785,1996,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2098 n_samples 2137 n_permutations 471 update_interval 82 n_consecutive_deviations 1,2098,2137,471,82,1,0.8,1978.0,0,,i7057,5091280,1978.0,2748.75390625,1888.0080078125,-1.0,0.9999188272436496
1747484262,1747488402,4140,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2389 n_samples 4535 n_permutations 696 update_interval 56 n_consecutive_deviations 7,2389,4535,696,56,7,0.82,4102.0,0,,i7023,5091197,4102.0,1400.61328125,1335.6170737257282,-1.0,0.995269528092682
1747480189,1747488805,8616,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1226 n_samples 3887 n_permutations 316 update_interval 33 n_consecutive_deviations 1,1226,3887,316,33,1,0.84,8587.0,0,,i7069,5090518,8587.0,1296.68359375,1222.308761809593,-1.0,0.99537833412779
1747483565,1747489077,5512,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3975 n_samples 2453 n_permutations 575 update_interval 114 n_consecutive_deviations 3,3975,2453,575,114,3,0.81,5497.0,0,,i7141,5090995,5497.0,1490.6484375,1303.2270578577898,-1.0,0.9999740938011648
1747484026,1747489931,5905,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4627 n_samples 3575 n_permutations 973 update_interval 73 n_consecutive_deviations 5,4627,3575,973,73,5,0.82,5885.0,0,,i7119,5091054,5885.0,1356.21484375,1286.9266750529662,-1.0,0.9998117482884638
1747487086,1747490580,3494,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 517 n_samples 4035 n_permutations 880 update_interval 156 n_consecutive_deviations 4,517,4035,880,156,4,0.8,3478.0,0,,i7042,5091380,3478.0,2531.7578125,1771.224609375,-1.0,0.9734530545135508
1747493363,1747495058,1695,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1193 n_samples 79 n_permutations 544 update_interval 162 n_consecutive_deviations 5,1193,79,544,162,5,0.8,1665.0,0,,i7155,5091708,1665.0,1349.55859375,1322.3823733357988,-1.0,0.9670714942004656
1747488485,1747496387,7902,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4957 n_samples 982 n_permutations 202 update_interval 36 n_consecutive_deviations 9,4957,982,202,36,9,0.82,7867.0,0,,i7167,5091499,7867.0,1258.7109375,1191.8970197493654,-1.0,0.9954560527242958
1747495226,1747497139,1913,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3353 n_samples 1781 n_permutations 751 update_interval 209 n_consecutive_deviations 8,3353,1781,751,209,8,0.79,1886.0,0,,i7082,5091894,1886.0,1776.2421875,1535.130890052356,-1.0,0.9981416620035508
1747494414,1747498503,4089,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1485 n_samples 3280 n_permutations 73 update_interval 103 n_consecutive_deviations 3,1485,3280,73,103,3,0.82,4069.0,0,,i7115,5091778,4069.0,1367.87890625,1341.639927796455,-1.0,0.9962764156874124
1747496753,1747499914,3161,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1393 n_samples 1596 n_permutations 657 update_interval 135 n_consecutive_deviations 8,1393,1596,657,135,8,0.8,3119.0,0,,i7112,5092160,3119.0,1374.10546875,1330.8699990047771,-1.0,0.9967703605452046
1747490586,1747499980,9394,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4271 n_samples 4860 n_permutations 350 update_interval 26 n_consecutive_deviations 10,4271,4860,350,26,10,0.82,9375.0,0,,i7068,5091640,9375.0,1189.765625,1085.204610123802,-1.0,0.9942367342991164
1747498640,1747500404,1764,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4100 n_samples 285 n_permutations 926 update_interval 244 n_consecutive_deviations 1,4100,285,926,244,1,0.78,1746.0,0,,i7064,5092266,1746.0,1408.73828125,1375.9628133827684,-1.0,0.9826273030610764
1747496092,1747501769,5677,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3144 n_samples 3389 n_permutations 461 update_interval 53 n_consecutive_deviations 3,3144,3389,461,53,3,0.83,5647.0,0,,i7065,5092045,5647.0,1352.41015625,1271.2537202380952,-1.0,0.9991606391577376
1747497747,1747502012,4265,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1060 n_samples 4734 n_permutations 246 update_interval 69 n_consecutive_deviations 6,1060,4734,246,69,6,0.83,4250.0,0,,i7169,5092214,4250.0,1317.2578125,1203.0699465749417,-1.0,0.9929500597569652
1747501075,1747502545,1470,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 336 n_samples 1111 n_permutations 332 update_interval 125 n_consecutive_deviations 7,336,1111,332,125,7,0.8,1445.0,0,,i7170,5092369,1445.0,2579.3828125,1800.8734853316328,-1.0,0.9666811741380144
1747503142,1747503820,678,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2208 n_samples 596 n_permutations 31 update_interval 212 n_consecutive_deviations 4,2208,596,31,212,4,0.74,659.0,0,,i7053,5092534,659.0,2131.58203125,1530.946174172794,-1.0,0.9958135582682224
1747501533,1747504261,2728,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1879 n_samples 3032 n_permutations 805 update_interval 175 n_consecutive_deviations 10,1879,3032,805,175,10,0.79,2709.0,0,,i7096,5092409,2709.0,1463.6953125,1419.0375314789378,-1.0,0.9870244485433808
1747500471,1747504936,4465,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4815 n_samples 3831 n_permutations 528 update_interval 192 n_consecutive_deviations 2,4815,3831,528,192,2,0.79,4429.0,0,,i7154,5092325,4429.0,1498.57421875,1432.8067766853933,-1.0,0.9997754796100944
1747503751,1747505488,1737,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1 n_samples 3703 n_permutations 622 update_interval 21 n_consecutive_deviations 1,1,3703,622,21,1,0.66,1710.0,0,,i7022,5092578,1710.0,1124.3828125,1061.7791501083816,-1.0,0.0590125938667937
1747502332,1747505874,3542,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2943 n_samples 4429 n_permutations 836 update_interval 101 n_consecutive_deviations 9,2943,4429,836,101,9,0.81,3521.0,0,,i7057,5092487,3521.0,1365.9609375,1311.72231417726,-1.0,0.996500936077318
1747501862,1747506143,4281,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2648 n_samples 2031 n_permutations 125 update_interval 17 n_consecutive_deviations 5,2648,2031,125,17,5,0.85,4238.0,0,,i7058,5092450,4238.0,1253.73828125,1230.5777948943662,-1.0,0.9999810021208542
1747504314,1747507122,2808,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4525 n_samples 1277 n_permutations 301 update_interval 167 n_consecutive_deviations 7,4525,1277,301,167,7,0.79,2771.0,0,,i7148,5092612,2771.0,1394.53125,1370.7589605734768,-1.0,0.999901556444426
1747504745,1747508394,3649,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3766 n_samples 2732 n_permutations 152 update_interval 145 n_consecutive_deviations 7,3766,2732,152,145,7,0.8,3617.0,0,,i7129,5092644,3617.0,1432.43359375,1371.9820355425825,-1.0,0.9996718548147534
1747506065,1747509070,3005,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1688 n_samples 4160 n_permutations 429 update_interval 222 n_consecutive_deviations 5,1688,4160,429,222,5,0.79,2980.0,0,,i7049,5092693,2980.0,1630.56640625,1531.019453125,-1.0,0.9901107403646212
