start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1746444633,1746444645,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 221 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,221,1,2,2,7,,,1,,i7185,4957748,,,,,
1746444774,1746444794,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1997 n_samples 872 n_permutations 2 update_interval 2 n_consecutive_deviations 10,1997,872,2,2,10,,,1,,i7186,4957769,,,,,
1746444932,1746444945,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 220 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,220,1,2,2,7,,,1,,i7185,4957790,,,,,
1746445059,1746445084,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2003 n_samples 925 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2003,925,2,2,10,,,1,,i7178,4957821,,,,,
1746445198,1746445218,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 223 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,223,1,2,2,7,,,1,,i7179,4957844,,,,,
1746445352,1746445371,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 138 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 10,138,1,2,2,10,,,1,,i7183,4957865,,,,,
1746445559,1746445578,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 221 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,221,1,2,2,7,,,1,,i7184,4957898,,,,,
1746445677,1746445697,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2002 n_samples 852 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2002,852,2,2,10,,,1,,i7183,4957918,,,,,
1746445794,1746445813,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 226 n_samples 3069 n_permutations 2 update_interval 2 n_consecutive_deviations 10,226,3069,2,2,10,,,1,,i7183,4957940,,,,,
1746445922,1746445935,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 216 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,216,1,2,2,7,,,1,,i7179,4957963,,,,,
1746446072,1746446085,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 218 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,218,1,2,2,7,,,1,,i7183,4957985,,,,,
1746446197,1746446216,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2016 n_samples 999 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2016,999,2,2,10,,,1,,i7181,4958001,,,,,
1746446337,1746446437,100,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 216 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 8,216,1,2,2,8,,,1,,i7175,4958050,,,,,
1746446456,1746446469,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1998 n_samples 899 n_permutations 2 update_interval 2 n_consecutive_deviations 10,1998,899,2,2,10,,,1,,i7183,4958077,,,,,
1746446556,1746446575,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 128 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 10,128,1,2,2,10,,,1,,i7179,4958104,,,,,
1746446716,1746446729,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 214 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,214,1,2,2,7,,,1,,i7175,4958171,,,,,
1746446870,1746446909,39,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2004 n_samples 920 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2004,920,2,2,10,,,1,,i7184,4958248,,,,,
1746446960,1746446979,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 222 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,222,1,2,2,7,,,1,,i7180,4958276,,,,,
1746447097,1746447116,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2011 n_samples 979 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2011,979,2,2,10,,,1,,i7183,4958295,,,,,
1746447232,1746447251,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 221 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,221,1,2,2,7,,,1,,i7183,4958315,,,,,
1746447360,1746447379,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1999 n_samples 885 n_permutations 2 update_interval 2 n_consecutive_deviations 10,1999,885,2,2,10,,,1,,i7183,4958337,,,,,
1746447497,1746447516,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 223 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,223,1,2,2,7,,,1,,i7181,4958361,,,,,
1746447634,1746447653,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2006 n_samples 948 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2006,948,2,2,10,,,1,,i7186,4958379,,,,,
1746447783,1746447840,57,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 219 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,219,1,2,2,7,,,1,,i7179,4958402,,,,,
1746447901,1746447920,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 126 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 10,126,1,2,2,10,,,1,,i7179,4958424,,,,,
1746448056,1746448075,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 229 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,229,1,2,2,7,,,1,,i7183,4958447,,,,,
1746448278,1746448297,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 217 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,217,1,2,2,7,,,1,,i7179,4958487,,,,,
1746448403,1746448435,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2006 n_samples 928 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2006,928,2,2,10,,,1,,i7176,4958511,,,,,
1746448533,1746448553,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 218 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 8,218,1,2,2,8,,,1,,i7181,4958538,,,,,
1746448679,1746448699,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2004 n_samples 944 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2004,944,2,2,10,,,1,,i7183,4958569,,,,,
1746448819,1746448913,94,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 220 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,220,1,2,2,7,,,1,,i7175,4958641,,,,,
1746448968,1746448993,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1998 n_samples 911 n_permutations 2 update_interval 2 n_consecutive_deviations 10,1998,911,2,2,10,,,1,,i7184,4958660,,,,,
1746449108,1746449134,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 212 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 8,212,1,2,2,8,,,1,,i7184,4958680,,,,,
1746449255,1746449274,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2007 n_samples 937 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2007,937,2,2,10,,,1,,i7180,4958705,,,,,
1746449380,1746449399,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 222 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,222,1,2,2,7,,,1,,i7186,4958730,,,,,
1746449523,1746449542,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 147 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 10,147,1,2,2,10,,,1,,i7179,4958758,,,,,
1746449663,1746449682,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 231 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 6,231,1,2,2,6,,,1,,i7185,4958781,,,,,
1746449806,1746449831,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 149 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 10,149,1,2,2,10,,,1,,i7184,4958811,,,,,
1746449952,1746449971,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 229 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 6,229,1,2,2,6,,,1,,i7176,4958882,,,,,
1746450109,1746450135,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 139 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 10,139,1,2,2,10,,,1,,i7181,4958906,,,,,
1746450244,1746450263,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 234 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,234,1,2,2,7,,,1,,i7186,4958930,,,,,
1746450344,1746450363,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 149 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 10,149,1,2,2,10,,,1,,i7186,4958949,,,,,
1746450479,1746450498,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 235 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,235,1,2,2,7,,,1,,i7183,4958970,,,,,
1746450643,1746450669,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2012 n_samples 1003 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2012,1003,2,2,10,,,1,,i7186,4958994,,,,,
1746450791,1746450810,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 220 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,220,1,2,2,7,,,1,,i7185,4959021,,,,,
1746450907,1746450926,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2004 n_samples 926 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2004,926,2,2,10,,,1,,i7186,4959039,,,,,
1746451092,1746451111,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 217 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,217,1,2,2,7,,,1,,i7180,4959072,,,,,
1746451183,1746451202,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2001 n_samples 912 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2001,912,2,2,10,,,1,,i7186,4959081,,,,,
1746451323,1746451342,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 222 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,222,1,2,2,7,,,1,,i7186,4959107,,,,,
1746451453,1746451473,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2001 n_samples 927 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2001,927,2,2,10,,,1,,i7179,4959126,,,,,
1746451590,1746451616,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 221 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,221,1,2,2,7,,,1,,i7183,4959143,,,,,
1746451706,1746451732,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2016 n_samples 1019 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2016,1019,2,2,10,,,1,,i7179,4959171,,,,,
1746451813,1746451845,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 222 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,222,1,2,2,7,,,1,,i7179,4959191,,,,,
1746451930,1746451955,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2008 n_samples 931 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2008,931,2,2,10,,,1,,i7180,4959204,,,,,
1746452050,1746452082,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 221 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,221,1,2,2,7,,,1,,i7182,4959227,,,,,
1746452163,1746452182,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2004 n_samples 936 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2004,936,2,2,10,,,1,,i7186,4959247,,,,,
1746452287,1746452306,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 215 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,215,1,2,2,7,,,1,,i7176,4959271,,,,,
1746452492,1746452536,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2013 n_samples 969 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2013,969,2,2,10,,,1,,i7183,4959285,,,,,
1746452533,1746452564,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 218 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,218,1,2,2,7,,,1,,i7179,4959308,,,,,
1746452646,1746452665,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 131 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 10,131,1,2,2,10,,,1,,i7181,4959323,,,,,
1746452794,1746452819,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 232 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 7,232,1,2,2,7,,,1,,i7179,4959359,,,,,
1746452900,1746452925,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 146 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 9,146,1,2,2,9,,,1,,i7179,4959377,,,,,
1746453019,1746453045,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 229 n_samples 1 n_permutations 2 update_interval 2 n_consecutive_deviations 6,229,1,2,2,6,,,1,,i7179,4959444,,,,,
1746453134,1746453165,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2007 n_samples 949 n_permutations 2 update_interval 2 n_consecutive_deviations 10,2007,949,2,2,10,,,1,,i7179,4959466,,,,,
