start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_clusters,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1745670032,1745670304,272,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1714 n_samples 1444 n_clusters 10 threshold 0.999,1714,1444,10,0.999,0.58,257.0,0,,i7181,257.0,896.46875,794.4933035714286,-1.0,0.9590280373831775,4765097
1745670833,1745671155,322,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1234 n_samples 1073 n_clusters 8 threshold 0.001,1234,1073,8,0.001,0.59,311.0,0,,i7179,311.0,881.74609375,779.7975643382352,-1.0,0.9242242990654206,4765426
1745671750,1745672006,256,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1334 n_samples 1160 n_clusters 8 threshold 0.999,1334,1160,8,0.999,0.58,236.0,0,,i7179,236.0,894.93359375,799.8440504807693,-1.0,0.9602242990654204,4765749
1745672731,1745672892,161,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2428 n_samples 227 n_clusters 1 threshold 0.999,2428,227,1,0.999,0.62,147.0,0,,i7178,147.0,959.53515625,820.6980698529412,-1.0,0.9989657320872274,4766094
1745673573,1745674060,487,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1715 n_samples 219 n_clusters 1 threshold 0.16024805258145414,1715,219,1,0.1602480525814541,0.62,474.0,0,,i7179,474.0,1314.7734375,998.337265625,-1.0,0.9994517133956388,4766373
1745674562,1745675316,754,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4071 n_samples 120 n_clusters 1 threshold 0.001,4071,120,1,0.001,0.61,741.0,0,,i7176,741.0,1427.73828125,1109.4981737012988,-1.0,0.9993021806853584,4766680
1745675552,1745675901,349,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1711 n_samples 418 n_clusters 1 threshold 0.5064784031777451,1711,418,1,0.5064784031777451,0.62,336.0,0,,i7176,336.0,1138.5625,912.3385416666666,-1.0,0.9999003115264796,4766950
1745676423,1745676839,416,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1714 n_samples 440 n_clusters 10 threshold 0.999,1714,440,10,0.999,0.61,401.0,0,,i7186,401.0,1114.546875,899.3176780523256,-1.0,0.9951152647975078,4768163
1745677292,1745677535,243,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4450 n_samples 1614 n_clusters 1 threshold 0.001,4450,1614,1,0.001,0.58,230.0,0,,i7183,230.0,885.63671875,778.536875,-1.0,0.9936697819314642,4768417
1745678313,1745678546,233,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3922 n_samples 1617 n_clusters 8 threshold 0.999,3922,1617,8,0.999,0.58,224.0,0,,i7183,224.0,896.203125,781.3825,-1.0,0.9948660436137072,4768686
