start_time,end_time,run_time,program_string,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID
1745418513,1745418532,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1070 n_reference_samples 1630 n_recent_samples 1393 threshold 0.08336841177940368 stability_offset 1e-07,1070,1630,1393,0.0833684117794036,1e-07,,,-9,,i7185,4634042
1745418549,1745418569,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2639 n_reference_samples 4576 n_recent_samples 4608 threshold 0.8918397549744695 stability_offset 0.9,2639,4576,4608,0.8918397549744695,0.9,,,-9,,i7180,4634079
1745418577,1745418599,22,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3836 n_reference_samples 1127 n_recent_samples 23 threshold 0.3548611058089882 stability_offset 0.1,3836,1127,23,0.3548611058089882,0.1,,,-9,,i7180,4634106
1745418521,1745418605,84,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4217 n_reference_samples 4058 n_recent_samples 3650 threshold 0.058053667165338996 stability_offset 1e-12,4217,4058,3650,0.0580536671653389,1e-12,,,-9,,i7183,4633938
1745418713,1745418732,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4519 n_reference_samples 3481 n_recent_samples 2381 threshold 0.42917734690010545 stability_offset 0.3,4519,3481,2381,0.4291773469001054,0.3,,,-9,,i7180,4634694
1745418696,1745418753,57,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2296 n_reference_samples 2510 n_recent_samples 3392 threshold 0.6691997239328921 stability_offset 1e-09,2296,2510,3392,0.6691997239328921,1e-09,,,-9,,i7178,4634275
1745418730,1745418762,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1690 n_reference_samples 216 n_recent_samples 4167 threshold 0.6109643330480904 stability_offset 1e-11,1690,216,4167,0.6109643330480904,1e-11,,,-9,,i7178,4634667
1745418793,1745418813,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 426 n_reference_samples 4239 n_recent_samples 1243 threshold 0.13428856822289525 stability_offset 0.001,426,4239,1243,0.1342885682228952,0.001,,,-9,,i7185,4634775
1745418826,1745418864,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3205 n_reference_samples 1911 n_recent_samples 2875 threshold 0.8258134469278157 stability_offset 0.5,3205,1911,2875,0.8258134469278157,0.5,,,-9,,i7178,4634733
1745418850,1745418869,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 474 n_reference_samples 2105 n_recent_samples 4453 threshold 0.727803634526208 stability_offset 0.1,474,2105,4453,0.727803634526208,0.1,,,-9,,i7180,4634812
1745418891,1745418910,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3313 n_reference_samples 4121 n_recent_samples 1549 threshold 0.29650040885433554 stability_offset 1e-08,3313,4121,1549,0.2965004088543355,1e-08,,,-9,,i7180,4634845
1745418931,1745418951,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4587 n_reference_samples 20 n_recent_samples 3234 threshold 0.9582295413389802 stability_offset 1e-06,4587,20,3234,0.9582295413389802,1e-06,,,-9,,i7180,4634872
1745418973,1745418999,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1779 n_reference_samples 3598 n_recent_samples 181 threshold 0.01722280569188297 stability_offset 0.7,1779,3598,181,0.0172228056918829,0.7,,,-9,,i7180,4634911
1745419014,1745419035,21,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2345 n_reference_samples 1011 n_recent_samples 2226 threshold 0.20068930734321475 stability_offset 0.6,2345,1011,2226,0.2006893073432147,0.6,,,-9,,i7185,4634942
1745419055,1745419075,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3943 n_reference_samples 2707 n_recent_samples 4322 threshold 0.7596558322180063 stability_offset 1e-05,3943,2707,4322,0.7596558322180063,1e-05,,,-9,,i7180,4634977
1745419091,1745419110,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2708 n_reference_samples 1748 n_recent_samples 1085 threshold 0.48777021550945937 stability_offset 1e-11,2708,1748,1085,0.4877702155094593,1e-11,,,-9,,i7180,4635012
1745419160,1745419186,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1158 n_reference_samples 4381 n_recent_samples 3032 threshold 0.5526155554875731 stability_offset 0.4,1158,4381,3032,0.5526155554875731,0.4,,,-9,,i7183,4635525
1745419312,1745419332,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4267 n_reference_samples 2442 n_recent_samples 2007 threshold 0.5896256572157145 stability_offset 0.9,4267,2442,2007,0.5896256572157145,0.9,,,-9,,i7180,4635682
1745419324,1745419362,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2992 n_reference_samples 3419 n_recent_samples 2744 threshold 0.15979217444732785 stability_offset 0.1,2992,3419,2744,0.1597921744473278,0.1,,,-9,,i7183,4635660
1745419330,1745419374,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 801 n_reference_samples 435 n_recent_samples 640 threshold 0.847334862018004 stability_offset 1e-10,801,435,640,0.847334862018004,1e-10,,,-9,,i7178,4635638
1745419352,1745419375,23,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2104 n_reference_samples 3864 n_recent_samples 3947 threshold 0.4039783061053604 stability_offset 1e-07,2104,3864,3947,0.4039783061053604,1e-07,,,-9,,i7180,4635718
1745419417,1745419439,22,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1420 n_reference_samples 1529 n_recent_samples 3492 threshold 0.3140759272910655 stability_offset 0.001,1420,1529,3492,0.3140759272910655,0.001,,,-9,,i7185,4635757
1745419491,1745419511,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3636 n_reference_samples 714 n_recent_samples 4780 threshold 0.12445815572701395 stability_offset 0.2,3636,714,4780,0.1244581557270139,0.2,,,-9,,i7180,4635827
1745419537,1745419557,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 234 n_reference_samples 3081 n_recent_samples 1720 threshold 0.9289625323414803 stability_offset 1e-11,234,3081,1720,0.9289625323414804,1e-11,,,-9,,i7180,4635858
1745419571,1745419594,23,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 193 n_reference_samples 598 n_recent_samples 4898 threshold 0.1661284301225096 stability_offset 1e-05,193,598,4898,0.1661284301225096,1e-05,,,-9,,i7180,4635893
1745419628,1745419649,21,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3599 n_reference_samples 3275 n_recent_samples 1689 threshold 0.8585413074083627 stability_offset 0.8,3599,3275,1689,0.8585413074083627,0.8,,,-9,,i7180,4635936
1745419714,1745419733,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1459 n_reference_samples 4013 n_recent_samples 314 threshold 0.5784182303156704 stability_offset 1e-09,1459,4013,314,0.5784182303156704,1e-09,,,-9,,i7180,4636003
1745419748,1745419767,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2064 n_reference_samples 1385 n_recent_samples 2047 threshold 0.6366562683023512 stability_offset 1e-12,2064,1385,2047,0.6366562683023512,1e-12,,,-9,,i7180,4636032
1745419734,1745419798,64,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4912 n_reference_samples 2273 n_recent_samples 3687 threshold 0.3976429724544287 stability_offset 0.01,4912,2273,3687,0.3976429724544287,0.01,,,-9,,i7178,4635970
1745419808,1745419827,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4228 n_reference_samples 4997 n_recent_samples 3837 threshold 0.3233236678633839 stability_offset 0.3,4228,4997,3837,0.3233236678633839,0.3,,,-9,,i7180,4636074
1745419852,1745419872,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3032 n_reference_samples 863 n_recent_samples 914 threshold 0.9245669313725084 stability_offset 0.7,3032,863,914,0.9245669313725084,0.7,,,-9,,i7180,4636117
1745419762,1745419896,134,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4872 n_reference_samples 4834 n_recent_samples 595 threshold 0.6322596858236939 stability_offset 0.5,4872,4834,595,0.6322596858236939,0.5,,,-9,,i7186,4635803
1745419913,1745419937,24,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 838 n_reference_samples 2912 n_recent_samples 2540 threshold 0.11520949313044548 stability_offset 0.0001,838,2912,2540,0.1152094931304454,0.0001,,,-9,,i7180,4636160
1745419956,1745419976,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1121 n_reference_samples 1942 n_recent_samples 1133 threshold 0.2862602151352912 stability_offset 0.9,1121,1942,1133,0.2862602151352912,0.9,,,-9,,i7180,4636201
1745420015,1745420036,21,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2667 n_reference_samples 4265 n_recent_samples 2916 threshold 0.7205015435777604 stability_offset 1e-07,2667,4265,2916,0.7205015435777604,1e-07,,,-9,,i7185,4636238
1745420034,1745420055,21,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3981 n_reference_samples 189 n_recent_samples 2492 threshold 0.02746201790124178 stability_offset 1e-09,3981,189,2492,0.0274620179012417,1e-09,,,-9,,i7180,4636266
1745420163,1745420202,39,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2385 n_reference_samples 3449 n_recent_samples 4126 threshold 0.9655325543116778 stability_offset 0.2,2385,3449,4126,0.9655325543116778,0.2,,,-9,,i7178,4636295
1745420292,1745420316,24,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1740 n_reference_samples 1155 n_recent_samples 3359 threshold 0.7513591745309531 stability_offset 0.3,1740,1155,3359,0.7513591745309531,0.3,,,-9,,i7180,4636939
1745420313,1745420333,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4547 n_reference_samples 2543 n_recent_samples 142 threshold 0.1953421773482114 stability_offset 1e-10,4547,2543,142,0.1953421773482114,1e-10,,,-9,,i7180,4636957
1745420348,1745420367,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3351 n_reference_samples 1599 n_recent_samples 4640 threshold 0.5609112911503762 stability_offset 0.001,3351,1599,4640,0.5609112911503762,0.001,,,-9,,i7180,4636977
1745420502,1745420585,83,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 515 n_reference_samples 4550 n_recent_samples 1274 threshold 0.49311832701414826 stability_offset 0.5,515,4550,1274,0.4931183270141482,0.5,,,-9,,i7178,4637012
