start_time,end_time,run_time,program_string,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID
1745447590,1745447613,23,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1041 n_reference_samples 1266 n_recent_samples 4022 threshold 0.6519515408352018 stability_offset 0.8,1041,1266,4022,0.6519515408352018,0.8,,,-9,,i7183,4660031
1745447650,1745447675,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2590 n_reference_samples 4883 n_recent_samples 1902 threshold 0.3415303360652179 stability_offset 1e-05,2590,4883,1902,0.3415303360652179,1e-05,,,-9,,i7178,4660085
1745447739,1745447757,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3903 n_reference_samples 821 n_recent_samples 2727 threshold 0.9098189099747688 stability_offset 1e-09,3903,821,2727,0.9098189099747688,1e-09,,,-9,,i7178,4660161
1745447851,1745447868,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2306 n_reference_samples 2875 n_recent_samples 765 threshold 0.09743015342578291 stability_offset 0.01,2306,2875,765,0.0974301534257829,0.01,,,-9,,i7178,4660252
1745447912,1745447943,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1662 n_reference_samples 484 n_recent_samples 1874 threshold 0.18684688570909203 stability_offset 0.3,1662,484,1874,0.186846885709092,0.3,,,-9,,i7176,4660306
1745448011,1745448036,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4470 n_reference_samples 3156 n_recent_samples 4754 threshold 0.8666954277679324 stability_offset 1e-12,4470,3156,4754,0.8666954277679324,1e-12,,,-9,,i7178,4660386
1745448100,1745448130,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3274 n_reference_samples 2237 n_recent_samples 500 threshold 0.37637536219879986 stability_offset 0.0001,3274,2237,500,0.3763753621987998,0.0001,,,-9,,i7178,4660461
1745448218,1745448242,24,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 435 n_reference_samples 3971 n_recent_samples 3539 threshold 0.5698386849928647 stability_offset 0.7,435,3971,3539,0.5698386849928647,0.7,,,-9,,i7178,4660540
1745448314,1745448339,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 544 n_reference_samples 2353 n_recent_samples 2057 threshold 0.03885625509358943 stability_offset 1e-10,544,2353,2057,0.0388562550935894,1e-10,,,-9,,i7178,4660629
1745448405,1745448423,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3322 n_reference_samples 3775 n_recent_samples 3868 threshold 0.9681487023867666 stability_offset 0.1,3322,3775,3868,0.9681487023867666,0.1,,,-9,,i7176,4660713
1745448498,1745448522,24,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4558 n_reference_samples 366 n_recent_samples 922 threshold 0.2751105969250202 stability_offset 0.9,4558,366,922,0.2751105969250202,0.9,,,-9,,i7176,4660796
1745448615,1745448638,23,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1729 n_reference_samples 3351 n_recent_samples 2569 threshold 0.7181281109508127 stability_offset 1e-07,1729,3351,2569,0.7181281109508127,1e-07,,,-9,,i7176,4660889
1745448796,1745448816,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2413 n_reference_samples 627 n_recent_samples 4909 threshold 0.5034678949303925 stability_offset 0.001,2413,627,4909,0.5034678949303925,0.001,,,-9,,i7176,4661021
1745448854,1745448881,27,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3953 n_reference_samples 2993 n_recent_samples 1719 threshold 0.44250201659835875 stability_offset 0.5,3953,2993,1719,0.4425020165983587,0.5,,,-9,,i7176,4661064
1745448956,1745448979,23,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2678 n_reference_samples 1461 n_recent_samples 3696 threshold 0.8080725506152958 stability_offset 0.3,2678,1461,3696,0.8080725506152958,0.3,,,-9,,i7176,4661134
1745449052,1745449072,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1110 n_reference_samples 4766 n_recent_samples 343 threshold 0.24522656409442425 stability_offset 1e-11,1110,4766,343,0.2452265640944242,1e-11,,,-9,,i7178,4661207
1745449151,1745449174,23,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 849 n_reference_samples 109 n_recent_samples 3330 threshold 0.41719099725969133 stability_offset 0.01,849,109,3330,0.4171909972596913,0.01,,,-9,,i7176,4661273
1745449241,1745449261,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3021 n_reference_samples 3687 n_recent_samples 133 threshold 0.6067482665590942 stability_offset 1e-08,3021,3687,133,0.6067482665590942,1e-08,,,-9,,i7175,4661347
1745449352,1745449375,23,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4256 n_reference_samples 2174 n_recent_samples 4610 threshold 0.145848511390388 stability_offset 1e-06,4256,2174,4610,0.145848511390388,1e-06,,,-9,,i7176,4661420
1745449420,1745449437,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2036 n_reference_samples 4190 n_recent_samples 1264 threshold 0.8294812807720154 stability_offset 0.7,2036,4190,1264,0.8294812807720154,0.7,,,-9,,i7176,4661476
1745449533,1745449557,24,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1470 n_reference_samples 1836 n_recent_samples 1103 threshold 0.8882061252556741 stability_offset 0.6,1470,1836,1103,0.8882061252556741,0.6,,,-9,,i7182,4661549
1745449592,1745449613,21,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4901 n_reference_samples 4469 n_recent_samples 2907 threshold 0.07201791683025659 stability_offset 1e-05,4901,4469,2907,0.0720179168302565,1e-05,,,-9,,i7178,4661587
1745449714,1745449743,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3627 n_reference_samples 1078 n_recent_samples 2462 threshold 0.6732597601246089 stability_offset 1e-11,3627,1078,2462,0.6732597601246089,1e-11,,,-9,,i7174,4661667
1745449776,1745449799,23,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 166 n_reference_samples 2774 n_recent_samples 4116 threshold 0.36675983340293167 stability_offset 0.4,166,2774,4116,0.3667598334029316,0.4,,,-9,,i7185,4661706
1745449871,1745449894,23,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 204 n_reference_samples 258 n_recent_samples 2198 threshold 0.599427380071953 stability_offset 0.9,204,258,2198,0.599427380071953,0.9,,,-9,,i7175,4661777
1745449972,1745449988,16,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3666 n_reference_samples 3519 n_recent_samples 4313 threshold 0.406968171428889 stability_offset 1e-07,3666,3519,4313,0.406968171428889,1e-07,,,-9,,i7175,4661849
1745450051,1745450073,22,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4863 n_reference_samples 2030 n_recent_samples 1056 threshold 0.8368011857494712 stability_offset 1e-09,4863,2030,1056,0.8368011857494712,1e-09,,,-9,,i7176,4661895
1745450141,1745450166,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1429 n_reference_samples 4353 n_recent_samples 3022 threshold 0.15607225924544035 stability_offset 0.1,1429,4353,3022,0.1560722592454403,0.1,,,-9,,i7175,4661958
1745450260,1745450277,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2074 n_reference_samples 1667 n_recent_samples 4424 threshold 0.06665579464659095 stability_offset 0.3,2074,1667,4424,0.0666557946465909,0.3,,,-9,,i7175,4662035
1745450322,1745450345,23,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4297 n_reference_samples 4617 n_recent_samples 1539 threshold 0.8799230321068316 stability_offset 1e-11,4297,4617,1539,0.8799230321068316,1e-11,,,-9,,i7175,4662078
1745450443,1745450465,22,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2983 n_reference_samples 1242 n_recent_samples 3204 threshold 0.37212103356234727 stability_offset 0.001,2983,1242,3204,0.3721210335623472,0.001,,,-9,,i7185,4662141
1745450507,1745450531,24,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 810 n_reference_samples 2630 n_recent_samples 170 threshold 0.6815438347831368 stability_offset 0.5,810,2630,170,0.6815438347831368,0.5,,,-9,,i7175,4662182
1745450733,1745450750,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1149 n_reference_samples 2204 n_recent_samples 3503 threshold 0.9793696640823036 stability_offset 1e-05,1149,2204,3503,0.9793696640823036,1e-05,,,-9,,i7175,4662334
1745450799,1745450813,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2716 n_reference_samples 3944 n_recent_samples 625 threshold 0.04517847034707666 stability_offset 0.8,2716,3944,625,0.0451784703470766,0.8,,,-9,,i7175,4662369
1745450911,1745450933,22,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3912 n_reference_samples 510 n_recent_samples 4790 threshold 0.7069080712795257 stability_offset 0.01,3912,510,4790,0.7069080712795257,0.01,,,-9,,i7183,4662441
1745450974,1745450989,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2376 n_reference_samples 3187 n_recent_samples 1749 threshold 0.2687874001618475 stability_offset 1e-08,2376,3187,1749,0.2687874001618475,1e-08,,,-9,,i7186,4662485
1745451093,1745451115,22,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1770 n_reference_samples 795 n_recent_samples 651 threshold 0.451768076825887 stability_offset 1e-12,1770,795,651,0.451768076825887,1e-12,,,-9,,i7185,4662564
1745451153,1745451169,16,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4595 n_reference_samples 2844 n_recent_samples 2774 threshold 0.507846633637324 stability_offset 0.3,4595,2844,2774,0.507846633637324,0.3,,,-9,,i7180,4662602
1745451273,1745451293,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3282 n_reference_samples 1298 n_recent_samples 2016 threshold 0.23596148537658154 stability_offset 0.7,3282,1298,2016,0.2359614853765815,0.7,,,-9,,i7185,4662677
1745451333,1745451348,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 505 n_reference_samples 4910 n_recent_samples 3975 threshold 0.8036928898841142 stability_offset 0.0001,505,4910,3975,0.8036928898841142,0.0001,,,-9,,i7180,4662713
1745451433,1745451455,22,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 398 n_reference_samples 1414 n_recent_samples 468 threshold 0.3351886077299714 stability_offset 0.1,398,1414,468,0.3351886077299714,0.1,,,-9,,i7174,4662783
1745451511,1745451527,16,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3233 n_reference_samples 4714 n_recent_samples 3660 threshold 0.6407510439883918 stability_offset 1e-10,3233,4714,3660,0.6407510439883918,1e-10,,,-9,,i7186,4662823
1745451635,1745451652,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4508 n_reference_samples 677 n_recent_samples 1594 threshold 0.10377095973677933 stability_offset 1e-07,4508,677,1594,0.1037709597367793,1e-07,,,-9,,i7185,4662898
1745451692,1745451713,21,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1702 n_reference_samples 3039 n_recent_samples 4945 threshold 0.9210203883312642 stability_offset 0.9,1702,3039,4945,0.9210203883312642,0.9,,,-9,,i7186,4662935
1745451812,1745451826,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2268 n_reference_samples 315 n_recent_samples 2616 threshold 0.8622971796970814 stability_offset 0.5,2268,315,2616,0.8622971796970814,0.5,,,-9,,i7186,4663015
1745451873,1745451892,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3864 n_reference_samples 3305 n_recent_samples 808 threshold 0.1776012866124511 stability_offset 0.001,3864,3305,808,0.1776012866124511,0.001,,,-9,,i7186,4663059
1745451993,1745452016,23,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2628 n_reference_samples 2400 n_recent_samples 3821 threshold 0.5742359515540302 stability_offset 1e-11,2628,2400,3821,0.5742359515540302,1e-11,,,-9,,i7186,4663132
1745452062,1745452078,16,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1082 n_reference_samples 3827 n_recent_samples 2171 threshold 0.38562188331969083 stability_offset 0.2,1082,3827,2171,0.3856218833196908,0.2,,,-9,,i7185,4663177
1745452186,1745452204,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 721 n_reference_samples 1047 n_recent_samples 4158 threshold 0.2146608802229166 stability_offset 1e-08,721,1047,4158,0.2146608802229166,1e-08,,,-9,,i7183,4663254
1745452241,1745452259,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2915 n_reference_samples 2748 n_recent_samples 2352 threshold 0.7784557784106583 stability_offset 0.1,2915,2748,2352,0.7784557784106583,0.1,,,-9,,i7175,4663299
1745452354,1745452374,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4189 n_reference_samples 1863 n_recent_samples 2865 threshold 0.4733732474092394 stability_offset 0.7,4189,1863,2865,0.4733732474092394,0.7,,,-9,,i7186,4663376
1745452412,1745452432,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2025 n_reference_samples 4501 n_recent_samples 1213 threshold 0.5332664843685925 stability_offset 1e-06,2025,4501,1213,0.5332664843685925,1e-06,,,-9,,i7186,4663416
1745452601,1745452618,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1342 n_reference_samples 2147 n_recent_samples 1385 threshold 0.7479292880054563 stability_offset 1e-05,1342,2147,1385,0.7479292880054563,1e-05,,,-9,,i7186,4663542
1745452661,1745452676,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4794 n_reference_samples 4157 n_recent_samples 4579 threshold 0.3059787047505379 stability_offset 0.6,4794,4157,4579,0.3059787047505379,0.6,,,-9,,i7186,4663578
1745452772,1745452792,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3560 n_reference_samples 140 n_recent_samples 13 threshold 0.9385311866141856 stability_offset 0.4,3560,140,13,0.9385311866141856,0.4,,,-9,,i7185,4663654
1745452835,1745452856,21,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 155 n_reference_samples 3713 n_recent_samples 3361 threshold 0.008291731188073755 stability_offset 1e-11,155,3713,3361,0.0082917311880737,1e-11,,,-9,,i7186,4663695
1745452952,1745452966,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 67 n_reference_samples 1927 n_recent_samples 4709 threshold 0.3957137119974941 stability_offset 0.5,67,1927,4709,0.3957137119974941,0.5,,,-9,,i7186,4663784
1745453012,1745453029,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3492 n_reference_samples 4289 n_recent_samples 1829 threshold 0.580347490772605 stability_offset 0.0001,3492,4289,1829,0.580347490772605,0.0001,,,-9,,i7183,4663830
1745453144,1745453160,16,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4726 n_reference_samples 165 n_recent_samples 3583 threshold 0.16805769057944417 stability_offset 1e-10,4726,165,3583,0.1680576905794441,1e-10,,,-9,,i7186,4663928
