start_time,end_time,run_time,program_string,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1746193884,1746193903,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 695 confidence 0.25 feature_proportion 0.06459962837172824 n_clusters 30,5000,695,0.0645996283717282,30,0.25,0.75,10.0,0,,i7173,10.0,531.7890625,528.271484375,-1.0,0.989232006931122,4903422
1746194883,1746194902,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 800 confidence 0.25 feature_proportion 0.13513851602332647 n_clusters 50,5000,800,0.1351385160233264,50,0.25,0.75,10.0,0,,i7171,10.0,533.64453125,529.0361328125,-1.0,0.9901602821956804,4903631
1746195644,1746195664,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2951 n_samples 785 confidence 0.25 feature_proportion 0.006812174622822168 n_clusters 50,2951,785,0.0068121746228221,50,0.25,0.75,7.0,0,,i7179,7.0,529.78515625,526.4270833333334,-1.0,0.9715947769045116,4903783
1746196504,1746196531,27,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 710 confidence 0.25 feature_proportion 0.14024130492562817 n_clusters 50,5000,710,0.1402413049256281,50,0.25,0.75,12.0,0,,i7179,12.0,530.03125,527.4482421875,-1.0,0.966643975493533,4903945
1746197074,1746197093,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 601 confidence 0.25 feature_proportion 0.05760573158022483 n_clusters 50,5000,601,0.0576057315802248,50,0.25,0.75,10.0,0,,i7167,10.0,529.76171875,527.259765625,-1.0,0.9670152855993563,4904053
1746197603,1746197623,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 796 confidence 0.25 feature_proportion 0.08137997930227575 n_clusters 50,5000,796,0.0813799793022757,50,0.25,0.75,10.0,0,,i7167,10.0,532.12109375,527.36328125,-1.0,0.985209480784702,4904153
1746198664,1746198683,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3147 n_samples 608 confidence 0.25 feature_proportion 0.001 n_clusters 4,3147,608,0.001,4,0.25,0.74,9.0,0,,i7167,9.0,533.69921875,527.6419270833334,-1.0,0.9907791323720528,4904345
1746199774,1746199793,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 953 confidence 0.05 feature_proportion 0.12089866220714107 n_clusters 30,5000,953,0.120898662207141,30,0.05,0.75,8.0,0,,i7166,8.0,533.13671875,527.1354166666666,-1.0,0.9441178290735812,4904577
1746200495,1746200521,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3751 n_samples 864 confidence 0.05 feature_proportion 0.20493229701975113 n_clusters 50,3751,864,0.2049322970197511,50,0.05,0.75,11.0,0,,i7178,11.0,533.359375,528.732421875,-1.0,0.9624357942942012,4904743
1746201144,1746201163,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4356 n_samples 965 confidence 0.05 feature_proportion 0.12391058145619992 n_clusters 50,4356,965,0.1239105814561999,50,0.05,0.75,9.0,0,,i7186,9.0,532.21875,527.3984375,-1.0,0.9563710625657528,4904897
1746201765,1746201791,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 721 confidence 0.05 feature_proportion 0.25853798527325406 n_clusters 50,5000,721,0.258537985273254,50,0.05,0.75,15.0,0,,i7178,15.0,530.93359375,527.2802734375,-1.0,0.9816201497617428,4905024
1746202350,1746202375,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 823 confidence 0.25 feature_proportion 0.001 n_clusters 50,5000,823,0.001,50,0.25,0.75,10.0,0,,i7176,10.0,533.36328125,527.22265625,-1.0,0.967696020793366,4905135
1746203046,1746203066,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4804 n_samples 877 confidence 0.05 feature_proportion 0.001 n_clusters 50,4804,877,0.001,50,0.05,0.75,10.0,0,,i7176,10.0,533.375,527.2903645833334,-1.0,0.9769168884213132,4905248
