start_time,end_time,run_time,program_string,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1747747319,1747747325,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier PCACD recent_samples_size 120 window_size 3298 ev_threshold 0.5517797656003386 delta 0.01645327514410019 divergence_metric str\(\'kl\'\) sample_period 0.01149619871750474 online_scaling False,120,3298,0.5517797656003386,0.0164532751441001,str\(\'kl\'\),0.0114961987175047,False,,,1,,i7184,5174892,,,,,
1747747318,1747747332,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2930 window_size 421 ev_threshold 0.0880706806164235 delta 0.5301204772125929 divergence_metric str\(\'kl\'\) sample_period 0.08366485642269254 online_scaling True,2930,421,0.0880706806164235,0.5301204772125929,str\(\'kl\'\),0.0836648564226925,True,,,1,,i7181,5174897,,,,,
1747747319,1747747332,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2297 window_size 1095 ev_threshold 0.4914348278455436 delta 0.6067794750351458 divergence_metric str\(\'kl\'\) sample_period 0.05454600787721575 online_scaling True,2297,1095,0.4914348278455436,0.6067794750351458,str\(\'kl\'\),0.0545460078772157,True,,,1,,i7181,5174898,,,,,
1747747319,1747747332,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2794 window_size 3464 ev_threshold 0.6637072217576205 delta 0.9165908973943442 divergence_metric str\(\'intersection\'\) sample_period 0.09747813226655126 online_scaling False,2794,3464,0.6637072217576205,0.9165908973943442,str\(\'intersection\'\),0.0974781322665512,False,,,1,,i7183,5174896,,,,,
1747747319,1747747332,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1689 window_size 2001 ev_threshold 0.259250084489584 delta 0.9436506760716439 divergence_metric str\(\'intersection\'\) sample_period 0.01048652958124876 online_scaling True,1689,2001,0.259250084489584,0.943650676071644,str\(\'intersection\'\),0.0104865295812487,True,,,1,,i7180,5174900,,,,,
1747747319,1747747332,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier PCACD recent_samples_size 742 window_size 4818 ev_threshold 0.6977720127534122 delta 0.411682772340253 divergence_metric str\(\'intersection\'\) sample_period 0.05344861910678447 online_scaling False,742,4818,0.6977720127534122,0.411682772340253,str\(\'intersection\'\),0.0534486191067844,False,,,1,,i7183,5174895,,,,,
1747747319,1747747332,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1496 window_size 3796 ev_threshold 0.9895754166636616 delta 0.6117276864051819 divergence_metric str\(\'kl\'\) sample_period 0.02414075043052435 online_scaling False,1496,3796,0.9895754166636616,0.6117276864051819,str\(\'kl\'\),0.0241407504305243,False,,,1,,i7180,5174899,,,,,
1747747354,1747747360,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier PCACD recent_samples_size 968 window_size 3711 ev_threshold 0.8678180489894003 delta 0.6782306205742061 divergence_metric str\(\'intersection\'\) sample_period 0.058142098560929306 online_scaling True,968,3711,0.8678180489894003,0.6782306205742061,str\(\'intersection\'\),0.0581420985609293,True,,,1,,i7181,5174907,,,,,
1747747349,1747747362,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier PCACD recent_samples_size 526 window_size 2898 ev_threshold 0.4602303847204894 delta 0.14004548315890133 divergence_metric str\(\'kl\'\) sample_period 0.016875724624842405 online_scaling False,526,2898,0.4602303847204894,0.1400454831589013,str\(\'kl\'\),0.0168757246248424,False,,,1,,i7184,5174902,,,,,
1747747349,1747747362,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier PCACD recent_samples_size 4247 window_size 4518 ev_threshold 0.1321956112831831 delta 0.33574851625040175 divergence_metric str\(\'intersection\'\) sample_period 0.07869461700320245 online_scaling False,4247,4518,0.1321956112831831,0.3357485162504017,str\(\'intersection\'\),0.0786946170032024,False,,,1,,i7184,5174904,,,,,
