start_time,end_time,run_time,program_string,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744558636,1744558649,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3950 feature_id 3 batch_size 5000 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 15,3950,3,5000,str\(\'H\'\),1,str\(\'tstat\'\),0.999,15,0.65,5.0,0,,i7100,5.0,484.76171875,484.5677083333333,-1.0,0.4156123014407092,4328853
1744558636,1744558649,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3558 feature_id 3 batch_size 1 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.001 subsets 55,3558,3,1,str\(\'KL\'\),1,str\(\'tstat\'\),0.001,55,,,1,,i7100,,,,,,4328850
1744558636,1744558649,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3264 feature_id 3 batch_size 1 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.001 subsets 96,3264,3,1,str\(\'KL\'\),1,str\(\'tstat\'\),0.001,96,,,1,,i7103,,,,,,4328846
1744558637,1744558650,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CDBD recent_samples_size 275 feature_id 3 batch_size 1 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 42,275,3,1,str\(\'H\'\),1,str\(\'stdev\'\),0.001,42,,,1,,i7099,,,,,,4328855
1744558656,1744558669,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4590 feature_id 3 batch_size 1 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 50,4590,3,1,str\(\'H\'\),1,str\(\'tstat\'\),0.999,50,,,1,,i7179,,,,,,4328857
1744558666,1744558679,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2970 feature_id 3 batch_size 4604 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 5,2970,3,4604,str\(\'KL\'\),1,str\(\'tstat\'\),0.999,5,0.64,5.0,0,,i7103,5.0,484.015625,483.8203125,-1.0,0.6979359069080162,4328867
1744558666,1744558679,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4570 feature_id 3 batch_size 1 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 24,4570,3,1,str\(\'KL\'\),1,str\(\'stdev\'\),0.001,24,,,1,,i7118,,,,,,4328863
1744558666,1744558679,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4845 feature_id 3 batch_size 1 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.001 subsets 8,4845,3,1,str\(\'KL\'\),1,str\(\'tstat\'\),0.001,8,,,1,,i7135,,,,,,4328859
1744558667,1744558680,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CDBD recent_samples_size 392 feature_id 3 batch_size 1 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.999 subsets 97,392,3,1,str\(\'KL\'\),1,str\(\'stdev\'\),0.999,97,,,1,,i7117,,,,,,4328864
1744558666,1744558685,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 1 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.999 subsets 100,1,3,1,str\(\'H\'\),1,str\(\'stdev\'\),0.999,100,,,1,,i7118,,,,,,4328861
