start_time,end_time,run_time,program_string,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744714259,1744714278,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4438 n_subspaces 100 feature_percentage 0.001 alpha 0.001 window_size 533 mode EDFSMode.RANDOM,4438,100,0.001,0.001,533,EDFSMode.RANDOM,0.75,8,0,,i7019,8,525.29296875,525.09375,-1,0.9896033170369454,4443199
1744714259,1744714278,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier EDFS recent_samples_size 374 n_subspaces 55 feature_percentage 0.001 alpha 0.7001917068524398 window_size 245 mode EDFSMode.RANDOM,374,55,0.001,0.7001917068524398,245,EDFSMode.RANDOM,0.75,5,0,,i7026,5,524.15234375,523.8893229166666,-1,0.7406398910823689,4443183
1744714259,1744714279,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier EDFS recent_samples_size 892 n_subspaces 65 feature_percentage 0.001 alpha 0.999 window_size 182 mode EDFSMode.RANDOM,892,65,0.001,0.999,182,EDFSMode.RANDOM,0.75,9,0,,i7024,9,524.12890625,523.9309895833334,-1,0.991150442477876,4443188
1744714259,1744714279,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier EDFS recent_samples_size 3313 n_subspaces 1 feature_percentage 0.3139282790016977 alpha 0.999 window_size 213 mode EDFSMode.RANDOM,3313,1,0.3139282790016977,0.999,213,EDFSMode.RANDOM,0.74,8,0,,i7028,8,524.40234375,524.203125,-1,0.9795160591620768,4443175
1744714260,1744714279,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4530 n_subspaces 1 feature_percentage 0.2513113519160085 alpha 0.001 window_size 531 mode EDFSMode.RANDOM,4530,1,0.2513113519160085,0.001,531,EDFSMode.RANDOM,0.75,7,0,,i7031,7,525.6484375,525.44921875,-1,0.9891701219134847,4443166
1744714260,1744714279,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier EDFS recent_samples_size 2489 n_subspaces 1 feature_percentage 0.688273156440724 alpha 0.999 window_size 136 mode EDFSMode.RANDOM,2489,1,0.688273156440724,0.999,136,EDFSMode.RANDOM,0.75,6,0,,i7031,6,525.98828125,525.8098958333334,-1,0.9931307630422674,4443163
1744714260,1744714279,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier EDFS recent_samples_size 3701 n_subspaces 51 feature_percentage 0.001 alpha 0.999 window_size 398 mode EDFSMode.RANDOM,3701,51,0.001,0.999,398,EDFSMode.RANDOM,0.75,8,0,,i7027,8,525.21875,524.953125,-1,0.9856426759081628,4443178
1744714260,1744714279,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier EDFS recent_samples_size 321 n_subspaces 100 feature_percentage 0.07749766505354594 alpha 0.999 window_size 255 mode EDFSMode.RANDOM,321,100,0.0774976650535459,0.999,255,EDFSMode.RANDOM,0.74,6,0,,i7023,6,525.33984375,525.1419270833334,-1,0.615817810508076,4443190
1744714260,1744714280,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier EDFS recent_samples_size 5000 n_subspaces 1 feature_percentage 0.35414603725306754 alpha 0.999 window_size 623 mode EDFSMode.RANDOM,5000,1,0.3541460372530675,0.999,623,EDFSMode.RANDOM,0.75,6,0,,i7032,6,524.04296875,523.84375,-1,0.9870041462961816,4443161
1744714261,1744714280,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier EDFS recent_samples_size 2916 n_subspaces 1 feature_percentage 0.6407409536768711 alpha 0.999 window_size 296 mode EDFSMode.RANDOM,2916,1,0.6407409536768711,0.999,296,EDFSMode.RANDOM,0.74,6,0,,i7040,6,523.90625,523.7278645833334,-1,0.9990717247354416,4443158
