start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_clusters,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744535716,1744535729,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1 n_samples 4873 n_clusters 1 threshold 0.999,1,4873,1,0.999,0.55,0,0,,i7113,0,633.62109375,633.5911458333334,-1,0.0,4317462
1744535717,1744535730,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1889 n_samples 3394 n_clusters 1 threshold 0.999,1889,3394,1,0.999,0.55,0,0,,i7112,0,634.546875,634.5169270833334,-1,0.0,4317464
1744535718,1744535731,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SPLL recent_samples_size 643 n_samples 4085 n_clusters 10 threshold 0.999,643,4085,10,0.999,0.55,0,0,,i7110,0,633.421875,633.3125,-1,0.0,4317467
1744535718,1744535731,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SPLL recent_samples_size 749 n_samples 2045 n_clusters 10 threshold 0.001,749,2045,10,0.001,0.55,0,0,,i7164,0,633.48828125,633.4583333333334,-1,0.0,4317459
1744535716,1744535735,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1966 n_samples 1145 n_clusters 1 threshold 0.001,1966,1145,1,0.001,0.55,0,0,,i7111,0,633.59765625,633.5677083333334,-1,0.0,4317466
1744535717,1744535737,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1421 n_samples 106 n_clusters 10 threshold 0.001,1421,106,10,0.001,0.58,4,0,,i7180,4,639.75,635.06640625,-1,0.9795,4317458
1744535724,1744535737,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1307 n_samples 134 n_clusters 10 threshold 0.999,1307,134,10,0.999,0.57,3,0,,i7167,3,634.65234375,633.9453125,-1,0.938,4317470
1744535724,1744535737,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1 n_samples 2318 n_clusters 10 threshold 0.999,1,2318,10,0.999,0.55,0,0,,i7167,0,633.8828125,633.8528645833334,-1,0.0,4317469
1744535726,1744535738,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1 n_samples 4067 n_clusters 1 threshold 0.001,1,4067,1,0.001,0.55,0,0,,i7179,0,634.078125,634.0286458333334,-1,0.0,4317468
1744535744,1744535757,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1 n_samples 3980 n_clusters 10 threshold 0.001,1,3980,10,0.001,0.55,0,0,,i7113,0,633.28515625,633.2369791666666,-1,0.0,4317483
1744535744,1744535757,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2980 n_samples 4940 n_clusters 10 threshold 0.999,2980,4940,10,0.999,0.55,0,0,,i7110,0,633.6796875,633.62890625,-1,0.0,4317487
1744535744,1744535757,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3858 n_samples 3021 n_clusters 10 threshold 0.999,3858,3021,10,0.999,0.55,0,0,,i7110,0,633.0234375,632.9739583333334,-1,0.0,4317489
1744535744,1744535757,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4087 n_samples 4782 n_clusters 1 threshold 0.999,4087,4782,1,0.999,0.55,0,0,,i7178,0,633.72265625,633.671875,-1,0.0,4317472
