start_time,end_time,run_time,program_string,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1745883680,1745887940,4260,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4999 n_samples 145 k_neighbors 71 n_permutations 106 significance_level 0.36929809180647133,4999,145,71,106,0.3692980918064713,0.58,4242.0,0,,i7171,4242.0,842.79296875,790.116279709507,-1.0,0.9998629283489096,4828864
1745439366,1745439380,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3996 n_samples 43 k_neighbors 91 n_permutations 848 significance_level 0.019361895445734262,3996,43,91,848,0.0193618954457342,,,1,,i7180,,,,,,4653934
1745552947,1745552961,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1720 n_samples 30 k_neighbors 80 n_permutations 961 significance_level 0.4933056866172701,1720,30,80,961,0.4933056866172701,,,1,,i7185,,,,,,4715398
1745600290,1745600303,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4537 n_samples 3 k_neighbors 59 n_permutations 487 significance_level 0.7022245756741613,4537,3,59,487,0.7022245756741613,,,1,,i7185,,,,,,4736314
1745658340,1745658353,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2588 n_samples 17 k_neighbors 84 n_permutations 522 significance_level 0.8035068436078727,2588,17,84,522,0.8035068436078727,,,1,,i7180,,,,,,4760534
1747443869,1747445323,1454,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 655 n_samples 47 k_neighbors 84 n_permutations 84 significance_level 0.22052724836021662,655,47,84,84,0.2205272483602166,0.6,1422.0,0,,i7003,1422.0,1520.80859375,1079.2089439655172,-1.0,0.998342679127726,5087682
1747489062,1747500912,11850,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3257 n_samples 136 k_neighbors 19 n_permutations 569 significance_level 0.9850622826982289,3257,136,19,569,0.9850622826982288,0.58,11824.0,0,,i7038,11824.0,871.41796875,764.256321262669,-1.0,0.9998878504672896,5091559
1747507601,1747511620,4019,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1450 n_samples 92 k_neighbors 72 n_permutations 178 significance_level 0.8033967193365097,1450,92,72,178,0.8033967193365097,0.56,4004.0,0,,i7028,4004.0,820.26953125,802.365956498139,-1.0,0.99997507788162,5092777
1747503281,1747514356,11075,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2533 n_samples 177 k_neighbors 78 n_permutations 317 significance_level 0.6492123043816537,2533,177,78,317,0.6492123043816537,0.6,11062.0,0,,i7058,11062.0,1469.97265625,1030.5148106103338,-1.0,0.9999003115264796,5092550
1747552467,1747552480,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4024 n_samples 3 k_neighbors 30 n_permutations 663 significance_level 0.03974421649612486,4024,3,30,663,0.0397442164961248,,,1,,i7099,,,,,,5096234
1744324131,1744329721,5590,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1424 n_samples 57 k_neighbors 85 n_permutations 546 significance_level 0.15577475585229694,1424,57,85,546,0.1557747558522969,0.59,5576.0,0,,i7131,5576.0,993.56640625,886.1426967075893,-1.0,0.9998629283489096,4213258
1744370052,1744370065,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 9 n_samples 1 k_neighbors 37 n_permutations 770 significance_level 0.999,9,1,37,770,0.999,,,1,,i7025,,,,,,4227450
1744370053,1744370066,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 956 n_samples 1 k_neighbors 78 n_permutations 421 significance_level 0.9807563122378945,956,1,78,421,0.9807563122378944,,,1,,i7061,,,,,,4227448
1744393745,1744393757,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1907 n_samples 1 k_neighbors 38 n_permutations 1000 significance_level 0.999,1907,1,38,1000,0.999,,,1,,i7125,,,,,,4242107
1744393774,1744395091,1317,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1465 n_samples 1 k_neighbors 1 n_permutations 419 significance_level 0.001,1465,1,1,419,0.001,0.32,1308.0,0,,i7127,1308.0,688.01953125,687.6869713345865,-1.0,0.0,4242116
1744393804,1744396524,2720,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1247 n_samples 271 k_neighbors 100 n_permutations 1 significance_level 0.5703605883218807,1247,271,100,1,0.5703605883218807,0.32,2707.0,0,,i7140,2707.0,689.3828125,673.394774496337,-1.0,0.0,4242124
