start_time,end_time,run_time,program_string,recent_samples_size,batch_size,theta,lambida,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744365119,1744365271,152,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 1453 batch_size 1524 theta 0.9798778933227063 lambida 0.4471657797694206,1453,1524,0.9798778933227064,0.4471657797694206,0.06,137,0,,i7143,137,497.0859375,481.98388671875,-1,0.0,4223728
1744365209,1744365361,152,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 3166 batch_size 586 theta 0.5140978308223187 lambida 0.17737854897603392,3166,586,0.5140978308223187,0.1773785489760339,0.06,137,0,,i7131,137,497.6015625,482.553955078125,-1,0.0,4223730
1744365269,1744365420,151,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 1879 batch_size 198 theta 0.1585992212052457 lambida 0.03963004442676902,1879,198,0.1585992212052457,0.039630044426769,0.06,140,0,,i7142,140,496.1171875,480.49560546875,-1,0.0,4223738
1744365270,1744365421,151,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 2831 batch_size 4392 theta 0.8205941042678431 lambida 0.09400002988800407,2831,4392,0.8205941042678431,0.094000029888004,0.06,140,0,,i7172,140,496.37890625,481.132568359375,-1,0.0,4223735
1744365270,1744365440,170,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 2354 batch_size 3454 theta 0.666907579440903 lambida 0.28400004463642836,2354,3454,0.666907579440903,0.2840000446364283,0.06,160,0,,i7147,160,497.34765625,483.12586805555554,-1,0.0,4223737
1744365301,1744365452,151,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 2662 batch_size 1761 theta 0.3131981824280694 lambida 0.33876977222412824,2662,1761,0.3131981824280694,0.3387697722241282,0.06,133,0,,i7176,133,497.73046875,482.68798828125,-1,0.0,4223740
1744365301,1744365453,152,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 1618 batch_size 4826 theta 0.4737566408486105 lambida 0.20003185200318693,1618,4826,0.4737566408486105,0.2000318520031869,0.06,142,0,,i7135,142,496.1015625,481.3308823529412,-1,0.0,4223745
1744365301,1744365478,177,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 973 batch_size 2719 theta 0.7836590957360342 lambida 0.5059882036037743,973,2719,0.7836590957360342,0.5059882036037743,0.06,162,0,,i7171,162,496.60546875,481.2368421052632,-1,0.0,4223741
1744365330,1744365481,151,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 4389 batch_size 4903 theta 0.1323011548573151 lambida 0.2784799458663911,4389,4903,0.1323011548573151,0.2784799458663911,0.06,143,0,,i7135,143,495.80078125,481.3044577205882,-1,0.0,4223747
1744365360,1744365512,152,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 1138 batch_size 1716 theta 0.0342275074207224 lambida 0.1355690628606826,1138,1716,0.0342275074207224,0.1355690628606826,0.06,142,0,,i7159,142,494.56640625,479.6546415441176,-1,0.0,4223750
1744365360,1744365524,164,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 173 batch_size 3340 theta 0.34838565664170307 lambida 0.09604856050200761,173,3340,0.348385656641703,0.0960485605020076,0.06,152,0,,i7173,152,503.0,484.65907118055554,-1,0.0,4223749
1744365390,1744365542,152,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 3965 batch_size 3695 theta 0.9459388466253876 lambida 0.23769883373565973,3965,3695,0.9459388466253876,0.2376988337356597,0.06,140,0,,i7161,140,496.99609375,483.0036764705882,-1,0.0,4223757
1744365400,1744365565,165,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 675 batch_size 4632 theta 0.5415852349408902 lambida 0.39077772581391035,675,4632,0.5415852349408902,0.3907777258139103,0.06,142,0,,i7152,142,503.03515625,484.4159007352941,-1,0.0,4223759
1744365180,1744365861,681,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 4765 batch_size 3066 theta 0.38997926138946787 lambida 0.6457011849172414,4765,3066,0.3899792613894678,0.6457011849172414,0.15,671,0,,i7144,671,782.69921875,609.7463768115942,-1,0.2996208409854257,4223729
1744365270,1744365911,641,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 4253 batch_size 4281 theta 0.6885048447380774 lambida 0.869467430472374,4253,4281,0.6885048447380774,0.869467430472374,0.15,629,0,,i7137,629,768.0,606.0632211538461,-1,0.2878975274178996,4223739
1744365240,1744365951,711,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier DDAL recent_samples_size 811 batch_size 974 theta 0.2916062756480649 lambida 0.75325150847435,811,974,0.2916062756480649,0.75325150847435,0.15,699,0,,i7115,699,729.640625,611.4845920138889,-1,0.3203620880664333,4223732
