start_time,end_time,run_time,program_string,recent_samples_size,n_samples,const,max_depth,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1746196113,1746196139,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3165 n_samples 3792 const 2.7026964361449655 max_depth 1 threshold 0.999,3165,3792,2.702696436144965,1,0.999,0.41,16,0,,i7169,16,710.68359375,695.1162109375,-1,0.394392523364486,4903871
1746204266,1746204324,58,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1871 n_samples 1834 const 0.001 max_depth 9 threshold 0.3902657982889561,1871,1834,0.001,9,0.3902657982889561,0.5,42,0,,i7172,42,795.77734375,738.7946428571429,-1,0.489607476635514,4905481
1746233500,1746233545,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier BNDM recent_samples_size 4290 n_samples 3494 const 9.2371633263187 max_depth 1 threshold 0.999,4290,3494,9.2371633263187,1,0.999,0.49,33,0,,i7185,33,738.0,709.70703125,-1,0.58803738317757,4911862
1746258856,1746258920,64,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier BNDM recent_samples_size 4069 n_samples 2517 const 0.001 max_depth 3 threshold 0.36071466956437526,4069,2517,0.001,3,0.3607146695643752,0.5,32,0,,i7166,32,758.12890625,716.5455729166666,-1,0.7605607476635514,4917724
1746263094,1746263512,418,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier BNDM recent_samples_size 4010 n_samples 4744 const 0.001 max_depth 6 threshold 0.001,4010,4744,0.001,6,0.001,0.43,408,0,,i7166,408,721.48828125,697.2781613372093,-1,0.3997507788161993,4918704
1746279335,1746280015,680,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3944 n_samples 2257 const 7.079660464289262 max_depth 7 threshold 0.001,3944,2257,7.079660464289262,7,0.001,0.48,664,0,,i7184,664,771.19921875,702.6642323369565,-1,0.8354890965732087,4923102
1746286597,1746286667,70,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier BNDM recent_samples_size 4494 n_samples 1719 const 10 max_depth 3 threshold 0.007876856470027765,4494,1719,10.0,3,0.0078768564700277,0.55,55,0,,i7184,55,804.0,738.00146484375,-1,0.9853457943925232,4924824
1746295217,1746295306,89,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier BNDM recent_samples_size 788 n_samples 2629 const 0.001 max_depth 14 threshold 0.001,788,2629,0.001,14,0.001,0.45,78,0,,i7180,78,709.42578125,693.48203125,-1,0.1472897196261682,4926811
1746296269,1746296352,83,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1406 n_samples 2604 const 0.001 max_depth 15 threshold 0.001,1406,2604,0.001,15,0.001,0.47,69,0,,i7183,69,741.015625,708.4318576388889,-1,0.262803738317757,4927029
1746323658,1746329527,5869,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier BNDM recent_samples_size 4811 n_samples 1015 const 10 max_depth 13 threshold 0.999,4811,1015,10.0,13,0.999,0.59,5854,0,,i7180,5854,857.703125,762.3667083688246,-1,0.981644859813084,4933039
