start_time,end_time,run_time,program_string,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1747411260,1747411273,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier D3 recent_samples_size 2400 n_reference_samples 4508 recent_samples_proportion 0.2660118552856147 threshold 0.14208598230965436,2400,4508,0.2660118552856147,0.1420859823096543,0.91,0,0,,i7172,0,751.6796875,751.6497395833334,-1,0.0,5082907
1747411278,1747411291,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier D3 recent_samples_size 1877 n_reference_samples 3445 recent_samples_proportion 0.03584651234000921 threshold 0.9633693394958973,1877,3445,0.0358465123400092,0.9633693394958972,0.91,0,0,,i7169,0,752.70703125,752.65625,-1,0.0,5082917
1747411278,1747411291,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier D3 recent_samples_size 2009 n_reference_samples 2236 recent_samples_proportion 0.3914589204899967 threshold 0.6489133863504976,2009,2236,0.3914589204899967,0.6489133863504976,0.91,0,0,,i7169,0,753.4765625,753.4270833333334,-1,0.0,5082918
1747411278,1747411291,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier D3 recent_samples_size 1652 n_reference_samples 419 recent_samples_proportion 0.8782616550140083 threshold 0.9367141138296574,1652,419,0.8782616550140083,0.9367141138296574,0.91,0,0,,i7164,0,752.88671875,752.8567708333334,-1,0.0,5082927
1747411278,1747411291,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier D3 recent_samples_size 906 n_reference_samples 4296 recent_samples_proportion 0.35406461348757146 threshold 0.3958727435208857,906,4296,0.3540646134875714,0.3958727435208857,0.91,0,0,,i7164,0,751.9296875,751.87890625,-1,0.0,5082928
1747411279,1747411292,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier D3 recent_samples_size 4984 n_reference_samples 1871 recent_samples_proportion 0.5140008480791003 threshold 0.8671529906671495,4984,1871,0.5140008480791003,0.8671529906671495,0.91,0,0,,i7171,0,752.03125,751.9817708333334,-1,0.0,5082913
1747411279,1747411292,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier D3 recent_samples_size 793 n_reference_samples 505 recent_samples_proportion 0.21262618461996316 threshold 0.21012566507793962,793,505,0.2126261846199631,0.2101256650779396,0.91,0,0,,i7182,0,752.375,752.3424479166666,-1,0.0,5082910
1747411279,1747411292,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier D3 recent_samples_size 4214 n_reference_samples 2155 recent_samples_proportion 0.3039012288954109 threshold 0.3556068849377334,4214,2155,0.3039012288954109,0.3556068849377334,0.91,0,0,,i7171,0,752.41015625,752.36328125,-1,0.0,5082912
1747411279,1747411292,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier D3 recent_samples_size 1327 n_reference_samples 986 recent_samples_proportion 0.31437479141354563 threshold 0.8333209987115114,1327,986,0.3143747914135456,0.8333209987115114,0.91,0,0,,i7171,0,752.04296875,751.9947916666666,-1,0.0,5082911
1747411279,1747411292,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier D3 recent_samples_size 4437 n_reference_samples 3975 recent_samples_proportion 0.6414039728585631 threshold 0.36038661868311467,4437,3975,0.6414039728585631,0.3603866186831146,0.91,0,0,,i7168,0,751.58984375,751.5611979166666,-1,0.0,5082919
