start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_windows,disjoint_training_windows,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744517131,1744517144,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1 n_samples 4874 n_windows 5000 disjoint_training_windows False,1,4874,5000,False,0.55,0,0,,i7178,0,633.32421875,633.2734375,-1,0.0,4295141
1744517152,1744517165,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1 n_samples 2727 n_windows 1 disjoint_training_windows True,1,2727,1,True,0.55,0,0,,i7186,0,633.92578125,633.84375,-1,0.0,4295147
1744517152,1744517165,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1 n_samples 4259 n_windows 5000 disjoint_training_windows False,1,4259,5000,False,0.55,0,0,,i7178,0,634.58984375,634.5078125,-1,0.0,4295151
1744517152,1744517165,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UDetect recent_samples_size 5000 n_samples 3187 n_windows 5000 disjoint_training_windows True,5000,3187,5000,True,0.55,0,0,,i7174,0,634.140625,634.0533854166666,-1,0.0,4295154
1744517152,1744517165,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UDetect recent_samples_size 5000 n_samples 2630 n_windows 1 disjoint_training_windows False,5000,2630,1,False,0.55,0,0,,i7182,0,633.125,633.07421875,-1,0.0,4295149
1744517153,1744517165,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1 n_samples 3397 n_windows 5000 disjoint_training_windows False,1,3397,5000,False,0.55,0,0,,i7164,0,633.62109375,633.5703125,-1,0.0,4295160
1744517153,1744517166,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UDetect recent_samples_size 5000 n_samples 2259 n_windows 2461 disjoint_training_windows False,5000,2259,2461,False,0.55,0,0,,i7168,0,632.80859375,632.7591145833334,-1,0.0,4295157
1744517154,1744517166,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UDetect recent_samples_size 5000 n_samples 4404 n_windows 1 disjoint_training_windows True,5000,4404,1,True,0.55,0,0,,i7161,0,633.05859375,633.0286458333334,-1,0.0,4295164
1744525216,1744525228,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UDetect recent_samples_size 5000 n_samples 4138 n_windows 1 disjoint_training_windows True,5000,4138,1,True,0.55,0,0,,i7150,0,634.578125,634.52734375,-1,0.0,4304060
1744525216,1744525228,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier UDetect recent_samples_size 5000 n_samples 4674 n_windows 2379 disjoint_training_windows True,5000,4674,2379,True,0.55,0,0,,i7186,0,633.7265625,633.67578125,-1,0.0,4304058
