start_time,end_time,run_time,program_string,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID
1748061255,1748061262,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3176 window_size 2513 ev_threshold 0.11949937453866005 delta 0.986352532947436 divergence_metric str\(\'intersection\'\) sample_period 0.016946347523480655 online_scaling False,3176,2513,0.11949937453866005,0.986352532947436,str\(\'intersection\'\),0.016946347523480655,False,,,1,,i7057,5187729
1748023992,1748024005,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1195 window_size 2497 ev_threshold 0.04395549533702433 delta 0.7833787530846894 divergence_metric str\(\'intersection\'\) sample_period 0.08172878154553473 online_scaling True,1195,2497,0.04395549533702433,0.7833787530846894,str\(\'intersection\'\),0.08172878154553473,True,,,1,,i7030,5186488
1748023993,1748024006,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2557 window_size 2183 ev_threshold 0.8904388190601021 delta 0.9722318152096122 divergence_metric str\(\'intersection\'\) sample_period 0.046499691717326645 online_scaling True,2557,2183,0.8904388190601021,0.9722318152096122,str\(\'intersection\'\),0.046499691717326645,True,,,1,,i7173,5186482
1748023993,1748024006,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3369 window_size 4654 ev_threshold 0.9547113152239471 delta 0.1378609260842204 divergence_metric str\(\'intersection\'\) sample_period 0.07966164664365352 online_scaling True,3369,4654,0.9547113152239471,0.1378609260842204,str\(\'intersection\'\),0.07966164664365352,True,,,1,,i7174,5186481
1748023993,1748024006,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 865 window_size 3922 ev_threshold 0.7884949011337012 delta 0.661995153779164 divergence_metric str\(\'kl\'\) sample_period 0.09224607228301467 online_scaling False,865,3922,0.7884949011337012,0.661995153779164,str\(\'kl\'\),0.09224607228301467,False,,,1,,i7063,5186485
1748023993,1748024006,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1383 window_size 1606 ev_threshold 0.3228754255883396 delta 0.004852086262777448 divergence_metric str\(\'kl\'\) sample_period 0.07744465035386384 online_scaling True,1383,1606,0.3228754255883396,0.004852086262777448,str\(\'kl\'\),0.07744465035386384,True,,,1,,i7082,5186484
1748023993,1748024006,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3580 window_size 3140 ev_threshold 0.5412135656699538 delta 0.8119090052209794 divergence_metric str\(\'intersection\'\) sample_period 0.013672568006440998 online_scaling False,3580,3140,0.5412135656699538,0.8119090052209794,str\(\'intersection\'\),0.013672568006440998,False,,,1,,i7045,5186486
1748023994,1748024007,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 4332 window_size 1141 ev_threshold 0.07120815646834672 delta 0.474462506595999 divergence_metric str\(\'intersection\'\) sample_period 0.042459413642063744 online_scaling True,4332,1141,0.07120815646834672,0.474462506595999,str\(\'intersection\'\),0.042459413642063744,True,,,1,,i7131,5186483
1748024024,1748024031,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3997 window_size 2761 ev_threshold 0.8236629173811525 delta 0.09575728634931147 divergence_metric str\(\'kl\'\) sample_period 0.05276250316761435 online_scaling False,3997,2761,0.8236629173811525,0.09575728634931147,str\(\'kl\'\),0.05276250316761435,False,,,1,,i7174,5186491
1748024023,1748024036,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2954 window_size 1556 ev_threshold 0.4408072802592069 delta 0.8348006087616086 divergence_metric str\(\'intersection\'\) sample_period 0.054431666480377325 online_scaling True,2954,1556,0.4408072802592069,0.8348006087616086,str\(\'intersection\'\),0.054431666480377325,True,,,1,,i7063,5186495
1748024023,1748024037,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1915 window_size 825 ev_threshold 0.9878181462604553 delta 0.28512213048897683 divergence_metric str\(\'intersection\'\) sample_period 0.09701337601989508 online_scaling True,1915,825,0.9878181462604553,0.28512213048897683,str\(\'intersection\'\),0.09701337601989508,True,,,1,,i7082,5186494
1748024023,1748024037,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2007 window_size 3693 ev_threshold 0.6591379251759499 delta 0.02097531798295677 divergence_metric str\(\'kl\'\) sample_period 0.08164165618829429 online_scaling False,2007,3693,0.6591379251759499,0.02097531798295677,str\(\'kl\'\),0.08164165618829429,False,,,1,,i7045,5186496
1748024024,1748024037,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2882 window_size 4233 ev_threshold 0.1457812863420695 delta 0.594038643732667 divergence_metric str\(\'kl\'\) sample_period 0.03325367206707597 online_scaling False,2882,4233,0.1457812863420695,0.594038643732667,str\(\'kl\'\),0.03325367206707597,False,,,1,,i7131,5186493
1748024024,1748024037,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 167 window_size 3454 ev_threshold 0.3974483472630382 delta 0.8803521321546286 divergence_metric str\(\'intersection\'\) sample_period 0.0668312774412334 online_scaling False,167,3454,0.3974483472630382,0.8803521321546286,str\(\'intersection\'\),0.0668312774412334,False,,,1,,i7173,5186492
1748024024,1748024037,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 4865 window_size 1297 ev_threshold 0.7405366025976836 delta 0.19370583804696798 divergence_metric str\(\'kl\'\) sample_period 0.017035024538636208 online_scaling True,4865,1297,0.7405366025976836,0.19370583804696798,str\(\'kl\'\),0.017035024538636208,True,,,1,,i7182,5186490
1748061225,1748061231,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 4627 window_size 1925 ev_threshold 0.1618799422122538 delta 0.11669252545200288 divergence_metric str\(\'kl\'\) sample_period 0.014815932521596551 online_scaling True,4627,1925,0.1618799422122538,0.11669252545200288,str\(\'kl\'\),0.014815932521596551,True,,,1,,i7033,5187725
1748061225,1748061232,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2452 window_size 4765 ev_threshold 0.8387360852397978 delta 0.9601189316827804 divergence_metric str\(\'kl\'\) sample_period 0.012663523489609361 online_scaling True,2452,4765,0.8387360852397978,0.9601189316827804,str\(\'kl\'\),0.012663523489609361,True,,,1,,i7057,5187724
1748061225,1748061232,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 239 window_size 781 ev_threshold 0.1891326033435762 delta 0.6732143987622112 divergence_metric str\(\'kl\'\) sample_period 0.06550523445941508 online_scaling True,239,781,0.1891326033435762,0.6732143987622112,str\(\'kl\'\),0.06550523445941508,True,,,1,,i7131,5187723
1748061255,1748061261,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1125 window_size 4550 ev_threshold 0.37121995933912694 delta 0.5206881366036832 divergence_metric str\(\'kl\'\) sample_period 0.09446515625342727 online_scaling False,1125,4550,0.37121995933912694,0.5206881366036832,str\(\'kl\'\),0.09446515625342727,False,,,1,,i7033,5187731
1748061255,1748061262,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 573 window_size 2831 ev_threshold 0.9415950973629952 delta 0.8014583343714475 divergence_metric str\(\'intersection\'\) sample_period 0.07471926129423082 online_scaling False,573,2831,0.9415950973629952,0.8014583343714475,str\(\'intersection\'\),0.07471926129423082,False,,,1,,i7131,5187728
1748061255,1748061262,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3515 window_size 1087 ev_threshold 0.8718437490724027 delta 0.6168927751667798 divergence_metric str\(\'kl\'\) sample_period 0.029056644774973397 online_scaling True,3515,1087,0.8718437490724027,0.6168927751667798,str\(\'kl\'\),0.029056644774973397,True,,,1,,i7131,5187727
1748061256,1748061262,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1299 window_size 3849 ev_threshold 0.029799393989145755 delta 0.3012219286654145 divergence_metric str\(\'intersection\'\) sample_period 0.05625429900363088 online_scaling False,1299,3849,0.029799393989145755,0.3012219286654145,str\(\'intersection\'\),0.05625429900363088,False,,,1,,i7166,5187726
1748061256,1748061268,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2736 window_size 30 ev_threshold 0.05900759419798851 delta 0.15291769919916987 divergence_metric str\(\'intersection\'\) sample_period 0.07265296190045774 online_scaling False,2736,30,0.05900759419798851,0.15291769919916987,str\(\'intersection\'\),0.07265296190045774,False,,,1,,i7051,5187730
1748061285,1748061292,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 801 window_size 1874 ev_threshold 0.624554801331833 delta 0.8916098084468395 divergence_metric str\(\'intersection\'\) sample_period 0.08513435676693917 online_scaling True,801,1874,0.624554801331833,0.8916098084468395,str\(\'intersection\'\),0.08513435676693917,True,,,1,,i7033,5187737
1748061285,1748061292,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2625 window_size 4856 ev_threshold 0.694260271480307 delta 0.7060693684648722 divergence_metric str\(\'kl\'\) sample_period 0.04219635683111847 online_scaling False,2625,4856,0.694260271480307,0.7060693684648722,str\(\'kl\'\),0.04219635683111847,False,,,1,,i7051,5187736
