trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,batch_size,theta,lambida
0,0_0,COMPLETED,SOBOL,0.579999999999999960031971113494,34.000000000000000000000000000000,0.000000000000000000000000000000,3325,1932,0.169208193045854549119155763037,0.047234192192554473599397368844
1,1_0,COMPLETED,SOBOL,0.579999999999999960031971113494,36.000000000000000000000000000000,0.000000000000000000000000000000,2380,4301,0.502015865871962119193483431445,0.707279939832165860380541744235
2,2_0,COMPLETED,SOBOL,0.579999999999999960031971113494,34.000000000000000000000000000000,0.000000000000000000000000000000,1093,517,0.296087586811929925900699345220,0.421046081030741314865650792854
3,3_0,COMPLETED,SOBOL,0.579999999999999960031971113494,35.000000000000000000000000000000,0.000000000000000000000000000000,4455,3214,0.874809271063189952677419114480,0.832476496066898108416864943138
4,4_0,COMPLETED,SOBOL,0.579999999999999960031971113494,45.000000000000000000000000000000,0.000000000000000000000000000000,4340,928,0.736888512193411560069478127843,0.945423060422763250620903363597
5,5_0,COMPLETED,SOBOL,0.579999999999999960031971113494,35.000000000000000000000000000000,0.000000000000000000000000000000,270,2843,0.090401172238867733010891925005,0.300055223159492012729998577925
6,6_0,COMPLETED,SOBOL,0.579999999999999960031971113494,37.000000000000000000000000000000,0.000000000000000000000000000000,1328,1716,0.859970849529281267109581676777,0.570703184038400701538762405107
7,7_0,COMPLETED,SOBOL,0.579999999999999960031971113494,56.000000000000000000000000000000,0.000000000000000000000000000000,2815,4554,0.467018541803117859245730869588,0.175781880883499969092653714142
8,8_0,COMPLETED,SOBOL,0.579999999999999960031971113494,35.000000000000000000000000000000,0.000000000000000000000000000000,2570,310,0.757452291633654350988535952638,0.320141079952940332820077173892
9,9_0,COMPLETED,SOBOL,0.579999999999999960031971113494,35.000000000000000000000000000000,0.000000000000000000000000000000,1571,3461,0.413453258947096780051566611291,0.933376794077455995690684176225
10,10_0,COMPLETED,SOBOL,0.579999999999999960031971113494,35.000000000000000000000000000000,0.000000000000000000000000000000,592,2334,0.634497613526973869291225582856,0.194924058869481081623931117974
11,11_0,COMPLETED,SOBOL,0.700000000000000066613381477509,127.000000000000000000000000000000,0.209999999999999992228438827624,4017,3936,0.036719661656953395123537120526,0.559602500034496186387400484818
12,12_0,COMPLETED,SOBOL,0.700000000000000066613381477509,139.000000000000000000000000000000,0.179999999999999993338661852249,4835,1299,0.334170811146590862605876282032,0.656920279327779965683475893456
13,13_0,RUNNING,SOBOL,,,,712,4933,0.992825129484571466953468643624,0.089554260389879347670216702682
14,14_0,COMPLETED,SOBOL,0.700000000000000066613381477509,123.000000000000000000000000000000,0.200000000000000011102230246252,2077,1150,0.207148519868124270093545646887,0.781233121791854445703506826248
15,15_0,COMPLETED,SOBOL,0.579999999999999960031971113494,47.000000000000000000000000000000,0.000000000000000000000000000000,3627,2581,0.620132710014842492007858254510,0.464247961323708269176790963684
16,16_0,COMPLETED,SOBOL,0.700000000000000066613381477509,111.000000000000000000000000000000,0.179999999999999993338661852249,3567,1073,0.395317031981050948097333730402,0.622521674657240509098699021706
17,17_0,COMPLETED,SOBOL,0.579999999999999960031971113494,35.000000000000000000000000000000,0.000000000000000000000000000000,1983,2658,0.806803190974425543657844173140,0.131997273828834305042789765139
18,18_0,COMPLETED,SOBOL,0.709999999999999964472863211995,153.000000000000000000000000000000,0.250000000000000000000000000000,847,1530,0.022606869865581392942122107570,0.995329449344426353540882246307
19,19_0,COMPLETED,SOBOL,0.579999999999999960031971113494,36.000000000000000000000000000000,0.000000000000000000000000000000,4858,4703,0.679825077693071211371034223703,0.258196042539551862127211734332
20,20_0,COMPLETED,SOBOL,0.579999999999999960031971113494,34.000000000000000000000000000000,0.000000000000000000000000000000,3801,2408,0.947494301360473079043345023820,0.402295781940221808259394720153
21,21_0,COMPLETED,SOBOL,0.579999999999999960031971113494,39.000000000000000000000000000000,0.000000000000000000000000000000,342,3862,0.348286966895964000823227024739,0.843177683321759130485872901772
22,22_0,COMPLETED,SOBOL,0.579999999999999960031971113494,33.000000000000000000000000000000,0.000000000000000000000000000000,1863,77,0.570777494090795478598465706455,0.026634609883651138434457195103
23,23_0,COMPLETED,SOBOL,0.579999999999999960031971113494,41.000000000000000000000000000000,0.000000000000000000000000000000,2749,3694,0.225289063417445867276711624072,0.719847540251910666952994688472
24,24_0,COMPLETED,SOBOL,0.579999999999999960031971113494,34.000000000000000000000000000000,0.000000000000000000000000000000,3109,1795,0.546494008787814511407532336307,0.770646142855286542250325965142
