trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,feature_id,batch_size,divergence,statistic,significance,subsets,detect_batch
64,64_0,COMPLETED,SOBOL,0.460000000000000019984014443253,1714.000000000000000000000000000000,0.250000000000000000000000000000,2765,7,2047,str\(\'H\'\),str\(\'tstat\'\),0.257958568315953040706034471441,31,3
65,65_0,COMPLETED,SOBOL,0.470000000000000028865798640254,1761.000000000000000000000000000000,0.130000000000000004440892098501,1618,29,2839,str\(\'KL\'\),str\(\'stdev\'\),0.620344938987866023616390975803,63,1
66,66_0,COMPLETED,SOBOL,0.040000000000000000832667268469,3299.000000000000000000000000000000,0.029999999999999998889776975375,373,15,68,str\(\'H\'\),str\(\'stdev\'\),0.887890166506171252258639015054,93,1
67,67_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1577.000000000000000000000000000000,0.119999999999999995559107901499,3991,48,4901,str\(\'KL\'\),str\(\'tstat\'\),0.236014423696324221468856308093,24,2
68,68_0,COMPLETED,SOBOL,0.020000000000000000416333634234,1424.000000000000000000000000000000,0.010000000000000000208166817117,4453,20,3694,str\(\'KL\'\),str\(\'stdev\'\),0.824599896641448171230592834036,70,3
69,69_0,COMPLETED,SOBOL,0.440000000000000002220446049250,1420.000000000000000000000000000000,0.190000000000000002220446049250,1186,43,1339,str\(\'H\'\),str\(\'tstat\'\),0.049561996702104808842914707157,38,1
70,70_0,COMPLETED,SOBOL,0.460000000000000019984014443253,1719.000000000000000000000000000000,0.270000000000000017763568394003,2451,1,4193,str\(\'KL\'\),str\(\'tstat\'\),0.444780518835410476619074415794,8,3
71,71_0,COMPLETED,SOBOL,0.350000000000000033306690738755,1823.000000000000000000000000000000,0.160000000000000003330669073875,3169,35,923,str\(\'H\'\),str\(\'stdev\'\),0.682778380639851079081381612923,77,2
72,72_0,COMPLETED,SOBOL,0.239999999999999991118215802999,1475.000000000000000000000000000000,0.050000000000000002775557561563,3531,18,3984,str\(\'H\'\),str\(\'stdev\'\),0.783668075371533601192197693308,17,2
73,73_0,COMPLETED,SOBOL,0.369999999999999995559107901499,2137.000000000000000000000000000000,0.149999999999999994448884876874,2100,52,985,str\(\'KL\'\),str\(\'tstat\'\),0.094391779588535423828332682206,98,2
74,74_0,COMPLETED,SOBOL,0.239999999999999991118215802999,1497.000000000000000000000000000000,0.080000000000000001665334536938,826,13,3131,str\(\'H\'\),str\(\'tstat\'\),0.415540649138391005035231273723,54,3
75,75_0,COMPLETED,SOBOL,0.230000000000000009992007221626,1510.000000000000000000000000000000,0.080000000000000001665334536938,4786,30,1755,str\(\'KL\'\),str\(\'stdev\'\),0.708120288720354484901520208950,35,1
76,76_0,COMPLETED,SOBOL,0.460000000000000019984014443253,2352.000000000000000000000000000000,0.230000000000000009992007221626,4272,4,589,str\(\'KL\'\),str\(\'tstat\'\),0.353472448060289046178894523109,84,2
77,77_0,COMPLETED,SOBOL,0.520000000000000017763568394003,1596.000000000000000000000000000000,0.110000000000000000555111512313,117,39,4527,str\(\'H\'\),str\(\'stdev\'\),0.520933097627013896868675146834,3,1
78,78_0,COMPLETED,SOBOL,0.250000000000000000000000000000,1642.000000000000000000000000000000,0.140000000000000013322676295502,1333,26,2298,str\(\'KL\'\),str\(\'stdev\'\),0.971704480541869974885571537015,47,3
79,79_0,COMPLETED,SOBOL,0.230000000000000009992007221626,1768.000000000000000000000000000000,0.149999999999999994448884876874,3037,44,2735,str\(\'H\'\),str\(\'tstat\'\),0.156098071277141564605628332174,65,2
80,80_0,COMPLETED,SOBOL,0.470000000000000028865798640254,1167.000000000000000000000000000000,0.100000000000000005551115123126,2895,25,1207,str\(\'KL\'\),str\(\'stdev\'\),0.122141272371634843074694742882,43,1
81,81_0,COMPLETED,SOBOL,0.239999999999999991118215802999,1688.000000000000000000000000000000,0.170000000000000012212453270877,1474,45,3836,str\(\'H\'\),str\(\'tstat\'\),0.750055218465626283297353893431,73,3
82,82_0,COMPLETED,SOBOL,0.470000000000000028865798640254,2210.000000000000000000000000000000,0.380000000000000004440892098501,209,6,1690,str\(\'KL\'\),str\(\'tstat\'\),0.739837196083739434548931512836,79,1
83,83_0,COMPLETED,SOBOL,0.460000000000000019984014443253,1790.000000000000000000000000000000,0.209999999999999992228438827624,4179,37,3436,str\(\'H\'\),str\(\'stdev\'\),0.385758211854845267652081020060,10,3
84,84_0,COMPLETED,SOBOL,0.089999999999999996669330926125,1527.000000000000000000000000000000,0.070000000000000006661338147751,4890,11,4533,str\(\'H\'\),str\(\'tstat\'\),0.553501832708716445807795025758,58,3
85,85_0,COMPLETED,SOBOL,0.450000000000000011102230246252,1583.000000000000000000000000000000,0.119999999999999995559107901499,725,32,343,str\(\'KL\'\),str\(\'stdev\'\),0.322836272088810827263216651772,28,2
86,86_0,COMPLETED,SOBOL,0.230000000000000009992007221626,1649.000000000000000000000000000000,0.089999999999999996669330926125,1970,19,2572,str\(\'H\'\),str\(\'stdev\'\),0.184944955091923463053049658811,22,1
87,87_0,COMPLETED,SOBOL,0.289999999999999980015985556747,1683.000000000000000000000000000000,0.190000000000000002220446049250,3665,51,2387,str\(\'KL\'\),str\(\'tstat\'\),0.936996143573895046152699705999,91,3
88,88_0,COMPLETED,SOBOL,0.640000000000000013322676295502,1176.000000000000000000000000000000,0.309999999999999997779553950750,3387,0,3106,str\(\'KL\'\),str\(\'tstat\'\),0.586640742195770115152697599115,6,1
89,89_0,COMPLETED,SOBOL,0.470000000000000028865798640254,2179.000000000000000000000000000000,0.230000000000000009992007221626,2230,36,2020,str\(\'H\'\),str\(\'stdev\'\),0.285799400985240925621155838598,88,2
