trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
0,0_0,COMPLETED,SOBOL,0.320000000000000006661338147751,66.000000000000000000000000000000,0.000000000000000000000000000000,775,4689,0.824857577323913626621276762307,0.388347562670707691090399293898,str\(\'intersection\'\),0.047074603438377389530433703158,False
1,1_0,COMPLETED,SOBOL,0.320000000000000006661338147751,269.000000000000000000000000000000,0.000000000000000000000000000000,3293,1707,0.293122687337920073691321931619,0.765000530745834073087507931632,str\(\'kl\'\),0.059415299342945225580248092001,True
2,2_0,COMPLETED,SOBOL,0.320000000000000006661338147751,308.000000000000000000000000000000,0.000000000000000000000000000000,3808,2868,0.667488867970183474831458170229,0.018992212982848286767501022609,str\(\'kl\'\),0.079442753409966829214461370157,False
3,3_0,COMPLETED,SOBOL,0.320000000000000006661338147751,88.000000000000000000000000000000,0.000000000000000000000000000000,1521,1047,0.200991032343357800549199509987,0.641203446526080411693726546218,str\(\'intersection\'\),0.021422105366364123379963047000,True
4,4_0,COMPLETED,SOBOL,0.320000000000000006661338147751,76.000000000000000000000000000000,0.000000000000000000000000000000,1893,3268,0.499879878457635651312074287489,0.542106332380324573705365764908,str\(\'intersection\'\),0.034011583952233200023318460126,False
5,5_0,FAILED,SOBOL,,,,4685,4,0.898652370946481870994659857388,0.166332788618281490755634877132,str\(\'kl\'\),0.066853272141888742119419930532,True
6,6_0,COMPLETED,SOBOL,0.320000000000000006661338147751,241.000000000000000000000000000000,0.000000000000000000000000000000,2611,3860,0.025762564552947880142097503153,0.925121373739093533217214826436,str\(\'kl\'\),0.091824788441881535772104427906,False
7,7_0,COMPLETED,SOBOL,0.320000000000000006661338147751,97.000000000000000000000000000000,0.000000000000000000000000000000,208,1930,0.624270045481622237737440173078,0.303759123766794814081038111908,str\(\'intersection\'\),0.014665110567584634104765228813,True
8,8_0,COMPLETED,SOBOL,0.320000000000000006661338147751,231.000000000000000000000000000000,0.000000000000000000000000000000,425,2681,0.096863695930689580615435829714,0.235176060134544978597048725533,str\(\'kl\'\),0.027553640035912395356287873938,False
9,9_0,COMPLETED,SOBOL,0.320000000000000006661338147751,90.000000000000000000000000000000,0.000000000000000000000000000000,3019,908,0.504590486409142613410949707031,0.611901363428682065759289798734,str\(\'intersection\'\),0.084561216058209542900669930532,True
10,10_0,COMPLETED,SOBOL,0.320000000000000006661338147751,63.000000000000000000000000000000,0.000000000000000000000000000000,4707,4609,0.379956893829628827852218364569,0.358927400054410095098234023681,str\(\'intersection\'\),0.065234312405809749546570230905,False
11,11_0,COMPLETED,SOBOL,0.320000000000000006661338147751,1042.000000000000000000000000000000,0.000000000000000000000000000000,2496,1500,0.969997411198914027963269290922,0.981302337516099187908480416809,str\(\'kl\'\),0.052505586603656416444518839626,True
12,12_0,COMPLETED,SOBOL,0.320000000000000006661338147751,578.000000000000000000000000000000,0.000000000000000000000000000000,1621,4346,0.703625207655131812423121573374,0.833326041031628883537507590518,str\(\'kl\'\),0.020138314468786121941290545578,False
13,13_0,COMPLETED,SOBOL,0.320000000000000006661338147751,80.000000000000000000000000000000,0.000000000000000000000000000000,4332,2367,0.178408095939084881953462513593,0.457685744645073999681272880480,str\(\'intersection\'\),0.097601587222889071848719311220,True
14,14_0,COMPLETED,SOBOL,0.320000000000000006661338147751,95.000000000000000000000000000000,0.000000000000000000000000000000,3589,3685,0.802518033014610443487413249386,0.695914874669164462694936901244,str\(\'intersection\'\),0.071924714660272004440599857844,False
15,15_0,COMPLETED,SOBOL,0.320000000000000006661338147751,179.000000000000000000000000000000,0.000000000000000000000000000000,1105,548,0.329015147890895587323711879435,0.074655415529385205086754240256,str\(\'kl\'\),0.040190144116058951206937877032,True
