trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
0,0_0,COMPLETED,SOBOL,0.739999999999999991118215802999,454.000000000000000000000000000000,1.000000000000000000000000000000,4985,31,0.565397930860519370988015452895,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1,1_0,COMPLETED,SOBOL,0.660000000000000031086244689504,12.000000000000000000000000000000,0.000000000000000000000000000000,13,3817,0.271622980713844275335588918097,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
2,2_0,COMPLETED,SOBOL,0.640000000000000013322676295502,30.000000000000000000000000000000,0.140000000000000013322676295502,1478,1601,0.849596941627562052268274328526,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
3,3_0,COMPLETED,SOBOL,0.689999999999999946709294817992,13.000000000000000000000000000000,0.939999999999999946709294817992,3520,2873,0.047789633728563783721110524993,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
4,4_0,COMPLETED,SOBOL,0.670000000000000039968028886506,13.000000000000000000000000000000,0.939999999999999946709294817992,2527,2238,0.456575465722009521396529407866,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
5,5_0,COMPLETED,SOBOL,0.709999999999999964472863211995,23.000000000000000000000000000000,0.460000000000000019984014443253,2477,3446,0.630384026391431651070718089613,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
6,6_0,COMPLETED,SOBOL,0.719999999999999973354647408996,18.000000000000000000000000000000,0.989999999999999991118215802999,1051,683,0.241606140142306691220852599145,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
7,7_0,COMPLETED,SOBOL,0.729999999999999982236431605997,49.000000000000000000000000000000,0.179999999999999993338661852249,3953,4377,0.905839339917525632195349771791,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
8,8_0,COMPLETED,SOBOL,0.729999999999999982236431605997,18.000000000000000000000000000000,0.969999999999999973354647408996,4088,1357,0.174538377821445461757221551125,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
9,9_0,COMPLETED,SOBOL,0.719999999999999973354647408996,39.000000000000000000000000000000,0.040000000000000000832667268469,915,2649,0.972416672706604034992494689504,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
10,10_0,COMPLETED,SOBOL,0.729999999999999982236431605997,38.000000000000000000000000000000,1.000000000000000000000000000000,1990,412,0.398280288256704806393315720925,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
11,11_0,COMPLETED,SOBOL,0.609999999999999986677323704498,27.000000000000000000000000000000,0.419999999999999984456877655248,3014,4217,0.688187406159937342664534298819,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
12,12_0,COMPLETED,SOBOL,0.689999999999999946709294817992,31.000000000000000000000000000000,0.340000000000000024424906541753,3422,1064,0.783019460124894983721333119320,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
13,13_0,COMPLETED,SOBOL,0.699999999999999955591079014994,13.000000000000000000000000000000,0.289999999999999980015985556747,1577,4778,0.114857485277578233451301059631,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
14,14_0,COMPLETED,SOBOL,0.709999999999999964472863211995,19.000000000000000000000000000000,0.179999999999999993338661852249,542,1994,0.507594729548320189316257255996,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
15,15_0,COMPLETED,SOBOL,0.689999999999999946709294817992,14.000000000000000000000000000000,0.920000000000000039968028886506,4457,3222,0.329918068950995790888924830142,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
16,16_0,COMPLETED,SOBOL,0.709999999999999964472863211995,35.000000000000000000000000000000,0.209999999999999992228438827624,4563,2151,0.960195622351020627860407330445,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
17,17_0,COMPLETED,SOBOL,0.689999999999999946709294817992,11.000000000000000000000000000000,0.110000000000000000555111512313,431,3379,0.139977274741977464334041769689,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
18,18_0,COMPLETED,SOBOL,0.709999999999999964472863211995,26.000000000000000000000000000000,0.239999999999999991118215802999,1817,1219,0.747067884061485498747856581758,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
19,19_0,COMPLETED,SOBOL,0.689999999999999946709294817992,14.000000000000000000000000000000,0.510000000000000008881784197001,3176,4933,0.417369471225887522791708761360,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
20,20_0,COMPLETED,SOBOL,0.719999999999999973354647408996,19.000000000000000000000000000000,1.000000000000000000000000000000,2969,569,0.071434465089812881899433705257,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
21,21_0,COMPLETED,SOBOL,0.569999999999999951150186916493,43.000000000000000000000000000000,0.140000000000000013322676295502,2039,4375,0.779662200668826743665817957663,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
22,22_0,COMPLETED,SOBOL,0.660000000000000031086244689504,15.000000000000000000000000000000,0.429999999999999993338661852249,692,1512,0.357625516684725863747473795229,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
23,23_0,COMPLETED,SOBOL,0.689999999999999946709294817992,23.000000000000000000000000000000,0.819999999999999951150186916493,4316,2804,0.557855068894103189869326797634,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
24,24_0,COMPLETED,SOBOL,0.719999999999999973354647408996,30.000000000000000000000000000000,0.989999999999999991118215802999,3905,838,0.290681632783263921293581688587,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
25,25_0,COMPLETED,SOBOL,0.640000000000000013322676295502,32.000000000000000000000000000000,0.149999999999999994448884876874,1104,4532,0.624309058632701585622726270230,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
26,26_0,COMPLETED,SOBOL,0.689999999999999946709294817992,11.000000000000000000000000000000,0.890000000000000013322676295502,2256,2395,0.013259061548858881024459677178,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
27,27_0,COMPLETED,SOBOL,0.680000000000000048849813083507,42.000000000000000000000000000000,0.190000000000000002220446049250,2753,3604,0.837345271144062319734757693368,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
28,28_0,COMPLETED,SOBOL,0.650000000000000022204460492503,34.000000000000000000000000000000,0.500000000000000000000000000000,3624,1756,0.680614043036475768744253400655,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
29,29_0,COMPLETED,SOBOL,0.689999999999999946709294817992,17.000000000000000000000000000000,0.409999999999999975575093458247,1370,3028,0.484313265899196265795723093106,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
30,30_0,COMPLETED,SOBOL,0.699999999999999955591079014994,20.000000000000000000000000000000,0.340000000000000024424906541753,257,188,0.902512403162196275019368840731,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
31,31_0,COMPLETED,SOBOL,0.709999999999999964472863211995,17.000000000000000000000000000000,0.839999999999999968913755310496,4738,3975,0.198152767511084682006128332432,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
32,32_0,COMPLETED,SOBOL,0.719999999999999973354647408996,21.000000000000000000000000000000,0.979999999999999982236431605997,4789,1699,0.388375233622267834743269077080,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
33,33_0,COMPLETED,SOBOL,0.729999999999999982236431605997,40.000000000000000000000000000000,0.029999999999999998889776975375,210,2893,0.714177290948107890145024612139,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
34,34_0,COMPLETED,SOBOL,0.729999999999999982236431605997,85.000000000000000000000000000000,1.000000000000000000000000000000,1284,127,0.165564188459888100846129077581,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
35,35_0,COMPLETED,SOBOL,0.699999999999999955591079014994,62.000000000000000000000000000000,0.089999999999999996669330926125,3715,3836,0.997475766578689193586626515753,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
36,36_0,COMPLETED,SOBOL,0.689999999999999946709294817992,22.000000000000000000000000000000,0.780000000000000026645352591004,2721,743,0.528370840463787350138602505467,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
37,37_0,COMPLETED,SOBOL,0.680000000000000048849813083507,13.000000000000000000000000000000,0.419999999999999984456877655248,2283,4514,0.324244575832039139129392424366,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
38,38_0,COMPLETED,SOBOL,0.689999999999999946709294817992,34.000000000000000000000000000000,0.119999999999999995559107901499,1248,2296,0.804756877984851626273155034141,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
39,39_0,COMPLETED,SOBOL,0.699999999999999955591079014994,13.000000000000000000000000000000,0.910000000000000031086244689504,3756,3583,0.108222729828208685809443068138,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
40,40_0,COMPLETED,SOBOL,0.719999999999999973354647408996,18.000000000000000000000000000000,0.479999999999999982236431605997,4284,352,0.870727104278281371918524200737,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
41,41_0,COMPLETED,SOBOL,0.699999999999999955591079014994,12.000000000000000000000000000000,0.149999999999999994448884876874,719,4080,0.042744301231577991329046994906,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
42,42_0,COMPLETED,SOBOL,0.689999999999999946709294817992,19.000000000000000000000000000000,0.670000000000000039968028886506,2183,1299,0.587519901612773565169334233360,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
