trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
0,0_0,COMPLETED,SOBOL,0.839999999999999968913755310496,289.000000000000000000000000000000,0.289999999999999980015985556747,890,3018,0.435740174233913424295394634100,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1,1_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1837.000000000000000000000000000000,1.000000000000000000000000000000,4153,232,0.621777504423633220476119731757,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
2,2_0,COMPLETED,SOBOL,0.849999999999999977795539507497,276.000000000000000000000000000000,0.900000000000000022204460492503,3498,3838,0.185731347901746640660647358345,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
3,3_0,COMPLETED,SOBOL,0.869999999999999995559107901499,475.000000000000000000000000000000,0.579999999999999960031971113494,1446,1678,0.873673699524253555281916305830,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
4,4_0,COMPLETED,SOBOL,0.700000000000000066613381477509,314.000000000000000000000000000000,0.489999999999999991118215802999,2240,4503,0.634992476472631128814327894361,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
5,5_0,COMPLETED,SOBOL,0.839999999999999968913755310496,266.000000000000000000000000000000,1.000000000000000000000000000000,2730,2327,0.321044001013040536385290124599,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
6,6_0,COMPLETED,SOBOL,0.830000000000000071054273576010,631.000000000000000000000000000000,0.770000000000000017763568394003,4615,3604,0.883119674380868691088153354940,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
7,7_0,COMPLETED,SOBOL,0.890000000000000013322676295502,320.000000000000000000000000000000,0.510000000000000008881784197001,413,804,0.075047824217006564584409034069,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
8,8_0,COMPLETED,SOBOL,0.650000000000000022204460492503,1080.000000000000000000000000000000,0.029999999999999998889776975375,297,4355,0.962831828171387349435406122211,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
9,9_0,COMPLETED,SOBOL,0.920000000000000039968028886506,418.000000000000000000000000000000,1.000000000000000000000000000000,4809,1550,0.024392164185643196161468182481,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
