trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
0,0_0,FAILED,SOBOL,,,,810,4435,32,338,0.712498274564743017123191748396
1,1_0,FAILED,SOBOL,,,,4239,540,65,918,0.486132806399837136268615722656
2,2_0,FAILED,SOBOL,,,,3216,2782,8,116,0.009535562349483370225833311906
3,3_0,FAILED,SOBOL,,,,1657,2323,88,630,0.783669424947351256349747927743
4,4_0,FAILED,SOBOL,,,,2461,3223,61,588,0.964264458669349511232837812713
5,5_0,FAILED,SOBOL,,,,2765,1806,44,168,0.242281679984182124476532749213
6,6_0,FAILED,SOBOL,,,,4692,3936,88,866,0.264718565702438346498581722699
7,7_0,FAILED,SOBOL,,,,8,959,18,380,0.536409093419089932908150331059
8,8_0,FAILED,SOBOL,,,,321,3118,80,222,0.409151456072926522633537160800
9,9_0,FAILED,SOBOL,,,,4376,2014,25,516,0.633542823845520630676730888808
10,10_0,FAILED,SOBOL,,,,3079,4745,56,451,0.858664314923808014157202705974
11,11_0,FAILED,SOBOL,,,,2145,204,48,812,0.090478871326893570148364176475
12,12_0,FAILED,SOBOL,,,,1348,4228,1,972,0.161430082676932207252917805818
13,13_0,FAILED,SOBOL,,,,3527,645,96,266,0.889178779046982503686535892484
14,14_0,FAILED,SOBOL,,,,3930,3537,28,701,0.615334429636597679547094230657
15,15_0,FAILED,SOBOL,,,,1121,1515,70,62,0.341730982298031449317932128906
16,16_0,FAILED,SOBOL,,,,959,3596,22,836,0.779982014818117019849808002618
17,17_0,FAILED,SOBOL,,,,3780,1262,76,412,0.052212522711604834879661751756
18,18_0,FAILED,SOBOL,,,,3689,4168,45,618,0.450829591840505583544285173048
19,19_0,FAILED,SOBOL,,,,1498,898,53,136,0.724408395478501887509992229752
20,20_0,FAILED,SOBOL,,,,1983,4999,100,86,0.524435650259256314065225978993
21,21_0,FAILED,SOBOL,,,,2929,147,4,662,0.300080313930287945201058619205
22,22_0,FAILED,SOBOL,,,,4538,2863,73,368,0.199670867426320897131120091217
23,23_0,FAILED,SOBOL,,,,472,2071,31,886,0.967896190430968972329139887734
24,24_0,FAILED,SOBOL,,,,158,3840,68,731,0.101897430626675486453613928006
25,25_0,FAILED,SOBOL,,,,4854,1174,35,30,0.823859354089945594701305253693
26,26_0,FAILED,SOBOL,,,,2615,3319,92,941,0.676695188090205235198482114356
27,27_0,FAILED,SOBOL,,,,2299,1590,12,299,0.404980076158419244336528208805
28,28_0,FAILED,SOBOL,,,,1807,2568,41,481,0.345838117942214029465475277902
29,29_0,FAILED,SOBOL,,,,3378,2421,58,781,0.572239647293463327137885698903
30,30_0,FAILED,SOBOL,,,,4089,4650,14,191,0.924048935918137415157502800866
31,31_0,FAILED,SOBOL,,,,648,441,85,549,0.149954893242567777189577782337
32,32_0,FAILED,SOBOL,,,,771,2668,54,904,0.562162111850455392669800858130
33,33_0,FAILED,SOBOL,,,,4202,2190,49,360,0.270012438572943214154520319426
34,34_0,FAILED,SOBOL,,,,3335,4491,81,674,0.231993209186941384825075829212
35,35_0,FAILED,SOBOL,,,,1775,574,23,64,0.943262861704453836608763594995
36,36_0,FAILED,SOBOL,,,,2264,4053,27,154,0.805649899367243071957034317165
37,37_0,FAILED,SOBOL,,,,2570,1093,72,610,0.018853691851720214001097986056
38,38_0,FAILED,SOBOL,,,,4965,3165,3,425,0.479861007841303921495068607328
39,39_0,FAILED,SOBOL,,,,279,1769,96,814,0.687716519452631458442226630723
40,40_0,FAILED,SOBOL,,,,595,4768,8,539,0.319727918284013867822324073131
41,41_0,FAILED,SOBOL,,,,4651,246,90,208,0.606008879326283889099613588769
42,42_0,FAILED,SOBOL,,,,2886,2996,34,760,0.895458414811641012498455438617
43,43_0,FAILED,SOBOL,,,,1951,1913,64,496,0.186234933009371161904965674694
44,44_0,FAILED,SOBOL,,,,1463,3515,86,289,0.064702757675200700537843090387
45,45_0,FAILED,SOBOL,,,,3644,1475,18,958,0.853362634589895585612850936741
46,46_0,FAILED,SOBOL,,,,3890,4347,62,10,0.643838685708120417316990824474
47,47_0,FAILED,SOBOL,,,,1080,743,42,746,0.430175612889230229995973786572
48,48_0,FAILED,SOBOL,,,,1232,4134,94,395,0.993663953814655553919976682664
49,49_0,FAILED,SOBOL,,,,4051,842,11,845,0.204979470377787936774538479767
50,50_0,FAILED,SOBOL,,,,3492,3729,67,185,0.289776146413758373121538625128
51,51_0,FAILED,SOBOL,,,,1303,1376,37,577,0.503418371446430645832492700720
52,52_0,FAILED,SOBOL,,,,2102,2900,15,645,0.746403629722073636010293284926
53,53_0,FAILED,SOBOL,,,,3047,2129,82,95,0.460162496037781254543119757727
54,54_0,FAILED,SOBOL,,,,4499,4865,39,935,0.045925012562423941919753644925
55,55_0,COMPLETED,SOBOL,0.320000000000000006661338147751,1645.000000000000000000000000000000,0.000000000000000000000000000000,434,30,59,327,0.755184562986716656496355426498
56,56_0,FAILED,SOBOL,,,,118,3420,46,40,0.127967555690556761271992058937
57,57_0,FAILED,SOBOL,,,,4813,1712,51,714,0.914739097198471462490942940349
58,58_0,FAILED,SOBOL,,,,2731,3798,19,258,0.578504508363082980970659718878
59,59_0,FAILED,SOBOL,,,,2416,1151,77,991,0.370628208450973051224508481027
60,60_0,FAILED,SOBOL,,,,1614,4551,75,790,0.379219644354656326701302759830
61,61_0,FAILED,SOBOL,,,,3183,322,30,464,0.671409204475581611326617803570
62,62_0,FAILED,SOBOL,,,,4362,2608,99,507,0.834140485871583181598509781907
63,63_0,FAILED,SOBOL,,,,923,2443,7,241,0.122906842490658169131378940619
64,64_0,FAILED,SOBOL,,,,885,3128,97,706,0.277339590549468995028803419700
65,65_0,FAILED,SOBOL,,,,4321,1730,2,33,0.547042828837409622622089955257
66,66_0,FAILED,SOBOL,,,,3136,4012,70,998,0.945652298701927018775847955112
67,67_0,FAILED,SOBOL,,,,1580,1054,28,266,0.221804056759923706731996162489
68,68_0,FAILED,SOBOL,,,,2380,4531,24,456,0.030105982853099705343069558694
69,69_0,FAILED,SOBOL,,,,2691,615,79,782,0.802191642936319060375183198630
70,70_0,FAILED,SOBOL,,,,4768,2707,48,248,0.701835480511188491981044990098
71,71_0,FAILED,SOBOL,,,,87,2227,56,516,0.473543665746226916102301629508
72,72_0,FAILED,SOBOL,,,,396,4309,43,854,0.596767716541886317216381030448
73,73_0,FAILED,SOBOL,,,,4457,706,60,402,0.321176979774609183682088087153
74,74_0,FAILED,SOBOL,,,,2999,3476,16,570,0.174005184767767800968485403246
75,75_0,FAILED,SOBOL,,,,2068,1434,86,176,0.899888417880982172114556760789
76,76_0,FAILED,SOBOL,,,,1266,3037,66,104,0.848046521602198510869641268073
77,77_0,FAILED,SOBOL,,,,3452,1953,33,652,0.077812875490635632913516417375
78,78_0,FAILED,SOBOL,,,,4007,4806,89,320,0.429675477936863892125529673649
79,79_0,FAILED,SOBOL,,,,1201,285,10,926,0.652140469366684571994596808509
80,80_0,FAILED,SOBOL,,,,1040,4904,57,216,0.218122892601415513391671652244
81,81_0,COMPLETED,SOBOL,0.560000000000000053290705182008,11198.000000000000000000000000000000,1.000000000000000000000000000000,3854,71,40,546,0.988320276763290150867646843835
82,82_0,FAILED,SOBOL,,,,3613,2939,84,489,0.511745860248804085301799204899
83,83_0,FAILED,SOBOL,,,,1419,2166,13,752,0.289240758905187245186851896506
84,84_0,FAILED,SOBOL,,,,1908,3692,36,966,0.461576349586248380063580043497
85,85_0,FAILED,SOBOL,,,,2847,1337,69,296,0.737188127467408804704973590560
86,86_0,FAILED,SOBOL,,,,4617,4093,13,739,0.759586957378312943589548922318
87,87_0,COMPLETED,SOBOL,0.619999999999999995559107901499,11968.000000000000000000000000000000,0.900000000000000022204460492503,549,802,92,2,0.033728613343089818010778202506
88,88_0,FAILED,SOBOL,,,,240,2649,4,351,0.911314174918457897689449964673
89,89_0,FAILED,SOBOL,,,,4929,2482,100,897,0.139192193400114766488329109961
90,90_0,FAILED,SOBOL,,,,2538,4588,31,71,0.364336541756987597473482765054
91,91_0,FAILED,SOBOL,,,,2220,360,73,683,0.592588306093588479406264468707
92,92_0,FAILED,SOBOL,,,,1732,3759,76,601,0.656254683777689917789643914148
93,93_0,FAILED,SOBOL,,,,3296,1113,21,147,0.386572546089068047603376498955
94,94_0,FAILED,SOBOL,,,,4168,3380,52,821,0.112690111128613351665350705844
95,95_0,FAILED,SOBOL,,,,724,1671,45,433,0.836563182663172533182205370395
96,96_0,FAILED,SOBOL,,,,691,3978,18,22,0.498329213054850672648399267928
97,97_0,FAILED,SOBOL,,,,4126,998,86,724,0.708095872737467324498084053630
98,98_0,FAILED,SOBOL,,,,3410,3260,42,306,0.792884919766336682123153423163
99,99_0,FAILED,SOBOL,,,,1856,1845,63,949,0.008121686493977903209540158969
100,100_0,FAILED,SOBOL,,,,2340,2744,90,772,0.242817060057073819123729663261
101,101_0,FAILED,SOBOL,,,,2650,2286,7,474,0.955936947559937855167788711697
102,102_0,FAILED,SOBOL,,,,4884,4396,63,557,0.541752777906134741492394368834
103,103_0,FAILED,SOBOL,,,,204,499,34,199,0.251575165785849097499493609575
104,104_0,FAILED,SOBOL,,,,515,3576,71,420,0.631120104746893062497292703483
105,105_0,FAILED,SOBOL,,,,4575,1556,26,844,0.419368179999291879056499965372
106,106_0,FAILED,SOBOL,,,,2961,4266,95,128,0.083125991899520162986547688888
107,107_0,FAILED,SOBOL,,,,2031,682,2,610,0.873818843057379113226090794342
108,108_0,FAILED,SOBOL,,,,1539,4707,50,670,0.875095003623515332868976202008
109,109_0,COMPLETED,SOBOL,0.579999999999999960031971113494,4479.000000000000000000000000000000,1.000000000000000000000000000000,3724,166,55,94,0.167721756806597122047008951995
110,110_0,FAILED,SOBOL,,,,3809,3077,24,878,0.330506322281435116483550018529
111,111_0,FAILED,SOBOL,,,,1005,1974,81,360,0.618759344480931727794370544871
112,112_0,FAILED,SOBOL,,,,1156,2824,29,524,0.058529857371002434740514530631
113,113_0,FAILED,SOBOL,,,,3971,2034,74,229,0.765863031452521658692944583890
114,114_0,FAILED,SOBOL,,,,3573,4960,5,805,0.727866659345105304623757547233
115,115_0,COMPLETED,SOBOL,0.569999999999999951150186916493,8177.000000000000000000000000000000,1.000000000000000000000000000000,1378,106,97,443,0.439577323146164433698146467577
116,116_0,FAILED,SOBOL,,,,2182,4209,52,274,0.310269473792985084337203716132
117,117_0,FAILED,SOBOL,,,,3123,937,47,979,0.522046235568821459516186678229
118,118_0,FAILED,SOBOL,,,,4424,3633,79,55,0.983015466008335336844936591660
119,119_0,FAILED,SOBOL,,,,354,1300,21,693,0.192343693142756816394367547218
120,120_0,FAILED,SOBOL,,,,42,4612,83,910,0.815557592738419767641744329012
121,121_0,FAILED,SOBOL,,,,4733,403,16,330,0.102397573014721271489335663318
122,122_0,FAILED,SOBOL,,,,2811,2528,59,638,0.391869936035945998220597630279
123,123_0,FAILED,SOBOL,,,,2491,2382,39,124,0.682011293642222904409777584078
124,124_0,FAILED,SOBOL,,,,1694,3359,10,160,0.567809621917083839903739317378
125,125_0,FAILED,SOBOL,,,,3259,1631,93,580,0.358067858748137957114465734776
126,126_0,FAILED,SOBOL,,,,4287,3878,37,387,0.148505854059010733436707596411
127,127_0,FAILED,SOBOL,,,,842,1212,67,874,0.933290106138214503594952020649
128,128_0,FAILED,SOBOL,,,,832,2974,12,450,0.225981073848903174505764468449
129,129_0,FAILED,SOBOL,,,,4277,1891,92,806,0.949397299097850866367309663474
130,130_0,FAILED,SOBOL,,,,3269,4791,36,224,0.550791528483852710351698078739
131,131_0,FAILED,SOBOL,,,,1704,268,69,522,0.281505323994904743667433422161
132,132_0,FAILED,SOBOL,,,,2462,4369,84,700,0.469312870105728530134570064547
133,133_0,FAILED,SOBOL,,,,2782,765,13,56,0.698143306899815851984669734520
134,134_0,FAILED,SOBOL,,,,4762,3493,57,974,0.798510990910232032469195928570
135,135_0,FAILED,SOBOL,,,,72,1453,40,272,0.025871250020340085667980289941
136,136_0,FAILED,SOBOL,,,,383,4469,52,110,0.903578591294586619397932736319
137,137_0,FAILED,SOBOL,,,,4453,552,45,628,0.178238010348752140554751122181
138,138_0,FAILED,SOBOL,,,,3093,2690,76,343,0.325413474863395113523267809796
139,139_0,FAILED,SOBOL,,,,2153,2212,21,920,0.600446576569229395481386291067
140,140_0,FAILED,SOBOL,,,,1388,3187,32,860,0.648397469168528917116134380194
141,141_0,FAILED,SOBOL,,,,3583,1791,74,378,0.425496430907398470733227213714
142,142_0,FAILED,SOBOL,,,,3961,4031,5,593,0.073645379789173598394924624699
143,143_0,FAILED,SOBOL,,,,1146,1072,100,170,0.844299613954499372781015154033
144,144_0,FAILED,SOBOL,,,,995,3815,47,943,0.285197015216574090157308773996
145,145_0,FAILED,SOBOL,,,,3800,1168,55,305,0.508118852932006093148231684609
146,146_0,FAILED,SOBOL,,,,3734,3403,24,729,0.984697176896035641924243009271
147,147_0,FAILED,SOBOL,,,,1549,1695,79,25,0.214067597584798929855054439031
148,148_0,FAILED,SOBOL,,,,2002,2591,71,193,0.037841356419026854485121447169
149,149_0,FAILED,SOBOL,,,,2932,2426,28,555,0.763145917074754875919495589187
150,150_0,FAILED,SOBOL,,,,4604,4568,97,479,0.740758400550112106053290972341
151,151_0,FAILED,SOBOL,,,,545,339,2,775,0.465685423154383881794160515710
152,152_0,FAILED,SOBOL,,,,233,3746,89,624,0.589031346594914739789317081886
153,153_0,FAILED,SOBOL,,,,4913,1393,9,137,0.360221768740564607380605366416
154,154_0,FAILED,SOBOL,,,,2620,4116,66,830,0.135081357575953020511150270977
155,155_0,FAILED,SOBOL,,,,2311,825,33,410,0.907745693834498545982114592334
156,156_0,FAILED,SOBOL,,,,1865,4847,17,375,0.840188189782202221600471148122
157,157_0,FAILED,SOBOL,,,,3420,13,87,887,0.116735884757712488069003597957
158,158_0,FAILED,SOBOL,,,,4116,2917,43,80,0.390629603361710930897743310197
159,159_0,FAILED,SOBOL,,,,681,2146,60,660,0.659875991646200366069763276755
160,160_0,FAILED,SOBOL,,,,714,4762,78,766,0.004013114834204316652699340295
161,161_0,FAILED,SOBOL,,,,4158,221,20,498,0.789315126284956924962443736149
162,162_0,FAILED,SOBOL,,,,3306,3101,52,532,0.704537370335310719760002484691
163,163_0,FAILED,SOBOL,,,,1742,1996,47,206,0.494216934708878397053410935769
164,164_0,FAILED,SOBOL,,,,2190,3520,6,16,0.255630918096750980872400305088
165,165_0,FAILED,SOBOL,,,,2509,1498,98,748,0.545376342503353983559577500273
166,166_0,FAILED,SOBOL,,,,4958,4245,29,282,0.959564456785097719127008986106
167,167_0,FAILED,SOBOL,,,,269,662,74,956,0.246861283347010601607607327423
168,168_0,FAILED,SOBOL,,,,578,2799,36,677,0.870197055587545009736061274452
169,169_0,FAILED,SOBOL,,,,4647,2340,66,70,0.079068432718515394008740315712
170,170_0,FAILED,SOBOL,,,,2818,4418,10,902,0.415321941640228009529067776384
171,171_0,FAILED,SOBOL,,,,1879,522,93,354,0.627494640333577935464859365311
172,172_0,FAILED,SOBOL,,,,1429,3919,60,427,0.622327360834926346377926620335
173,173_0,FAILED,SOBOL,,,,3623,941,39,820,0.334616700811311618135590606471
174,174_0,FAILED,SOBOL,,,,3845,3240,83,152,0.171836050221696484685551808980
175,175_0,FAILED,SOBOL,,,,1031,1823,16,604,0.878651461213827089657968372194
176,176_0,FAILED,SOBOL,,,,1191,3298,63,252,0.443811561506241569752262421389
177,177_0,FAILED,SOBOL,,,,3997,1568,34,989,0.731546824334189271787920461065
178,178_0,FAILED,SOBOL,,,,3462,3862,90,46,0.769554755205288487651671403000
179,179_0,FAILED,SOBOL,,,,1276,1196,7,716,0.062760180845856661235870888049
180,180_0,FAILED,SOBOL,,,,2039,4671,42,502,0.188177509838715201206937877032
181,181_0,FAILED,SOBOL,,,,2970,463,63,238,0.979266294196247999437332509842
182,182_0,FAILED,SOBOL,,,,4486,2547,19,796,0.518300740700215145650986414694
183,183_0,FAILED,SOBOL,,,,425,2399,86,466,0.306091969667002583577186669572
184,184_0,FAILED,SOBOL,,,,117,4147,23,183,0.685758688326924992217925591831
185,185_0,FAILED,SOBOL,,,,4798,875,81,571,0.396037926210090540646291401572
186,186_0,FAILED,SOBOL,,,,2662,3618,50,397,0.106577092209830887048482850332
187,187_0,FAILED,SOBOL,,,,2351,1284,54,852,0.819301042795181233557855193794
188,188_0,FAILED,SOBOL,,,,1590,2885,95,933,0.929611718276515563985640255851
189,189_0,FAILED,SOBOL,,,,3146,2093,3,321,0.144269808828830725655478772751
190,190_0,FAILED,SOBOL,,,,4311,4977,71,647,0.353835520204156650514448756439
191,191_0,COMPLETED,SOBOL,0.550000000000000044408920985006,2909.000000000000000000000000000000,0.680000000000000048849813083507,875,125,26,101,0.564119942976161858894101897022
192,192_0,FAILED,SOBOL,,,,913,4284,73,564,0.787839422754943341509203946771
193,193_0,FAILED,SOBOL,,,,4353,699,31,175,0.013288533793762324908271921231
194,194_0,FAILED,SOBOL,,,,3193,3559,99,860,0.489874486764892924650638406092
195,195_0,FAILED,SOBOL,,,,1623,1538,4,404,0.716671949315816125825051585707
196,196_0,FAILED,SOBOL,,,,2386,3060,46,314,0.532171040555462271370856797148
197,197_0,FAILED,SOBOL,,,,2701,1957,53,925,0.261034601081162664915069626659
198,198_0,FAILED,SOBOL,,,,4842,4725,22,110,0.238593770734965793245407894574
199,199_0,FAILED,SOBOL,,,,148,183,77,654,0.960037934826686978340148925781
200,200_0,FAILED,SOBOL,,,,464,3277,14,996,0.094161073692142965851914482300
201,201_0,FAILED,SOBOL,,,,4529,1861,84,260,0.862904159786179625335478249326
202,202_0,FAILED,SOBOL,,,,3017,3960,41,708,0.637771347885951356282419055788
203,203_0,FAILED,SOBOL,,,,2073,981,58,38,0.412837335381656900246127861465
204,204_0,FAILED,SOBOL,,,,1312,4379,92,246,0.337979773109778780515455309796
205,205_0,FAILED,SOBOL,,,,3502,482,12,510,0.611162639830261422702051277156
206,206_0,FAILED,SOBOL,,,,4042,2761,68,458,0.885003074355423469121717516828
207,207_0,FAILED,SOBOL,,,,1222,2303,36,788,0.157690432252362372489429276357
208,208_0,FAILED,SOBOL,,,,1070,2505,87,77,0.720356442799791718556434716447
209,209_0,FAILED,SOBOL,,,,3881,2360,17,685,0.447209841746836922471430852966
210,210_0,FAILED,SOBOL,,,,3654,4634,61,346,0.048581213854253291195561814675
211,211_0,FAILED,SOBOL,,,,1473,424,44,895,0.775933977024629739638328373985
212,212_0,FAILED,SOBOL,,,,1921,3900,9,827,0.972000962458550943345869654877
213,213_0,FAILED,SOBOL,,,,2856,1234,89,435,0.203236846404150128808652198131
214,214_0,FAILED,SOBOL,,,,4680,3337,32,596,0.303642615964636208847338139094
215,215_0,FAILED,SOBOL,,,,625,1609,65,145,0.528551743108779170654543122509
216,216_0,FAILED,SOBOL,,,,309,4938,27,490,0.401415859436616284661170084291
217,217_0,COMPLETED,SOBOL,0.560000000000000053290705182008,9520.000000000000000000000000000000,1.000000000000000000000000000000,4994,84,69,758,0.672588624063879203518467875256
218,218_0,FAILED,SOBOL,,,,2540,2846,1,214,0.819741261042654545398988830129
219,219_0,FAILED,SOBOL,,,,2235,2056,96,540,0.098337158532813190303656369906
220,220_0,FAILED,SOBOL,,,,1784,3656,57,740,0.153572881080210221771409351277
221,221_0,FAILED,SOBOL,,,,3345,1322,49,8,0.928102680595591644774344786128
222,222_0,FAILED,SOBOL,,,,4192,4187,80,964,0.576289685284718911084667070099
223,223_0,FAILED,SOBOL,,,,762,915,25,290,0.349467396859079626469934964916
224,224_0,FAILED,SOBOL,,,,638,3454,38,130,0.939146318996325168981798015011
225,225_0,FAILED,SOBOL,,,,4079,1412,58,616,0.228430434986948954767527197873
226,226_0,FAILED,SOBOL,,,,3388,4330,15,418,0.266445965122431516203249657337
227,227_0,FAILED,SOBOL,,,,1817,728,82,837,0.558056852785870471933549197274
