trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
0,0_0,COMPLETED,SOBOL,0.729999999999999982236431605997,194.000000000000000000000000000000,0.739999999999999991118215802999,2250,3020,0.160033925116062153426454983673,34,0.05
1,1_0,COMPLETED,SOBOL,0.910000000000000031086244689504,474.000000000000000000000000000000,1.000000000000000000000000000000,4523,1305,0.799587810205295679288894916681,2,0.001
2,2_0,COMPLETED,SOBOL,0.810000000000000053290705182008,215.000000000000000000000000000000,0.820000000000000062172489379009,3290,3980,0.599356072835624198447135313472,14,0.1
3,3_0,COMPLETED,SOBOL,0.920000000000000039968028886506,671.000000000000000000000000000000,1.000000000000000000000000000000,1188,383,0.489980113379657244987441799822,46,0.25
4,4_0,FAILED,SOBOL,,,,513,4398,0.945360016085207477409824150527,23,0.001
5,5_0,COMPLETED,SOBOL,0.900000000000000022204460492503,325.000000000000000000000000000000,1.000000000000000000000000000000,2786,1123,0.087495477832853787991673755187,42,0.1
6,6_0,COMPLETED,SOBOL,0.869999999999999995559107901499,314.000000000000000000000000000000,0.989999999999999991118215802999,3777,3447,0.264308096678927517686474857328,32,0.01
7,7_0,COMPLETED,SOBOL,0.900000000000000022204460492503,312.000000000000000000000000000000,0.820000000000000062172489379009,1675,2035,0.654365786047652386869799556735,12,0.025
8,8_0,COMPLETED,SOBOL,0.820000000000000062172489379009,209.000000000000000000000000000000,0.309999999999999997779553950750,1274,4093,0.414362183175981058091963404877,9,0.001
9,9_0,FAILED,SOBOL,,,,4172,193,0.554975193999707738790050370881,27,0.005
10,10_0,COMPLETED,SOBOL,0.849999999999999977795539507497,254.000000000000000000000000000000,1.000000000000000000000000000000,3016,2517,0.857670445280149573719086220080,39,0.01
11,11_0,COMPLETED,SOBOL,0.800000000000000044408920985006,191.000000000000000000000000000000,0.170000000000000012212453270877,289,1730,0.249239164369180810076898069383,20,0.025
12,12_0,COMPLETED,SOBOL,0.820000000000000062172489379009,207.000000000000000000000000000000,0.230000000000000009992007221626,786,3325,0.691003207804635199984488735936,48,0.025
13,13_0,COMPLETED,SOBOL,0.900000000000000022204460492503,341.000000000000000000000000000000,1.000000000000000000000000000000,3684,2235,0.332075733961537500338323525284,17,0.25
14,14_0,COMPLETED,SOBOL,0.839999999999999968913755310496,294.000000000000000000000000000000,0.950000000000000066613381477509,4754,4910,0.006018470175564289391390015993,6,0.05
15,15_0,COMPLETED,SOBOL,0.739999999999999991118215802999,189.000000000000000000000000000000,1.000000000000000000000000000000,2027,688,0.895142902202904267028316098731,38,0.1
16,16_0,COMPLETED,SOBOL,0.690000000000000057731597280508,179.000000000000000000000000000000,0.460000000000000019984014443253,2175,4700,0.114174506038427353571407252275,35,0.05
17,17_0,COMPLETED,SOBOL,0.920000000000000039968028886506,586.000000000000000000000000000000,1.000000000000000000000000000000,4922,801,0.972040828853845573220837650297,4,0.005
18,18_0,COMPLETED,SOBOL,0.869999999999999995559107901499,243.000000000000000000000000000000,0.989999999999999991118215802999,3516,3164,0.674226244160905485713897178357,19,0.005
19,19_0,COMPLETED,SOBOL,0.820000000000000062172489379009,217.000000000000000000000000000000,0.270000000000000017763568394003,638,2377,0.284162963161245007981392518559,50,0.1
20,20_0,COMPLETED,SOBOL,0.719999999999999973354647408996,173.000000000000000000000000000000,0.050000000000000002775557561563,124,2717,0.780460101122036564724737672805,21,0.05
21,21_0,COMPLETED,SOBOL,0.880000000000000004440892098501,336.000000000000000000000000000000,1.000000000000000000000000000000,2871,1627,0.140908241325989364023385519431,40,0.025
22,22_0,COMPLETED,SOBOL,0.869999999999999995559107901499,234.000000000000000000000000000000,0.989999999999999991118215802999,4318,4263,0.462084838524460805864180201752,26,0.25
23,23_0,COMPLETED,SOBOL,0.869999999999999995559107901499,11838.000000000000000000000000000000,1.000000000000000000000000000000,1439,41,0.571454968407750119041565994848,8,0.01
24,24_0,COMPLETED,SOBOL,0.869999999999999995559107901499,350.000000000000000000000000000000,0.489999999999999991118215802999,1824,3667,0.374350542107596995222706937057,10,0.001
25,25_0,COMPLETED,SOBOL,0.900000000000000022204460492503,319.000000000000000000000000000000,1.000000000000000000000000000000,3945,1952,0.733275755504146253827002510661,29,0.1
26,26_0,COMPLETED,SOBOL,0.770000000000000017763568394003,186.000000000000000000000000000000,0.570000000000000062172489379009,2618,4588,0.930591273307800337377670985006,44,0.025
27,27_0,COMPLETED,SOBOL,0.859999999999999986677323704498,3660.000000000000000000000000000000,0.260000000000000008881784197001,364,991,0.041472908794879914662345754550,25,0.01
28,28_0,COMPLETED,SOBOL,0.820000000000000062172489379009,251.000000000000000000000000000000,0.270000000000000017763568394003,1022,3751,0.520255512043833689972416323144,47,0.1
29,29_0,COMPLETED,SOBOL,0.930000000000000048849813083507,1004.000000000000000000000000000000,1.000000000000000000000000000000,3144,476,0.379640954598784441387238075549,15,0.005
30,30_0,COMPLETED,SOBOL,0.890000000000000013322676295502,336.000000000000000000000000000000,1.000000000000000000000000000000,4669,2839,0.205744555318728095105740294457,2,0.025
