trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
0,0_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.000000000000000000000000000000,3289,4491,0.771828928947448700270683730196,0.836561217784881572256949766597
1,1_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.880000000000000004440892098501,2444,2366,0.197382122540846471903108749757,0.208493287134915578073801611936
2,2_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.119999999999999995559107901499,624,3691,0.570148157970979840847292052786,0.630016399893909673224356993160
3,3_0,COMPLETED,SOBOL,0.739999999999999991118215802999,7.000000000000000000000000000000,0.989999999999999991118215802999,3960,628,0.399064469881355743385853429572,0.259107833435758938556148223142
4,4_0,COMPLETED,SOBOL,0.739999999999999991118215802999,3.000000000000000000000000000000,0.969999999999999973354647408996,4803,2591,0.037997191529721023595111972782,0.422423218123614774288654416523
5,5_0,COMPLETED,SOBOL,0.750000000000000000000000000000,4.000000000000000000000000000000,0.900000000000000022204460492503,639,478,0.993520065052434842023387773224,0.560260719390585970600682230724
6,6_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.239999999999999991118215802999,1295,4329,0.364433585738763221595348795745,0.106584881084039809207020255144
7,7_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.000000000000000000000000000000,2950,1278,0.667085752833634582081856478908,0.969669289536774114957040637819
8,8_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.689999999999999946709294817992,2768,3260,0.293700457289814975680997122254,0.594185311580076813697814941406
9,9_0,COMPLETED,SOBOL,0.739999999999999991118215802999,4.000000000000000000000000000000,0.949999999999999955591079014994,1736,1135,0.737583854326978372029088859563,0.481550086557865131275946168898
10,10_0,COMPLETED,SOBOL,0.729999999999999982236431605997,2.000000000000000000000000000000,0.070000000000000006661338147751,1134,4999,0.123083932491019371058271758557,0.933276854828000046460090288747
11,11_0,COMPLETED,SOBOL,0.739999999999999991118215802999,3.000000000000000000000000000000,0.949999999999999955591079014994,4674,1936,0.908198178164660974154287487181,0.048888548145070674644241393025
12,12_0,COMPLETED,SOBOL,0.729999999999999982236431605997,2.000000000000000000000000000000,0.729999999999999982236431605997,4065,3899,0.530503991898149229733405718434,0.135074172850698226433507898037
13,13_0,COMPLETED,SOBOL,0.719999999999999973354647408996,1.000000000000000000000000000000,0.010000000000000000208166817117,105,1786,0.438458380727097418727566946473,0.753533548442646861076354980469
14,14_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.500000000000000000000000000000,2027,3098,0.825872362604364806948353816551,0.333959267778322077546704349515
15,15_0,COMPLETED,SOBOL,0.719999999999999973354647408996,87.000000000000000000000000000000,1.000000000000000000000000000000,3495,47,0.143088284943252791459045170086,0.710577982466667923411307583592
16,16_0,COMPLETED,SOBOL,0.729999999999999982236431605997,2.000000000000000000000000000000,0.770000000000000017763568394003,3730,2899,0.712699616033583893681679910515,0.063675214627757673047092623619
17,17_0,COMPLETED,SOBOL,0.729999999999999982236431605997,2.000000000000000000000000000000,0.989999999999999991118215802999,2105,168,0.256024933820590383515281018845,0.950256362661719311546448807348
18,18_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.029999999999999998889776975375,183,4013,0.885143713725730751917808447615,0.403017905384302155269438117102
19,19_0,COMPLETED,SOBOL,0.739999999999999991118215802999,3.000000000000000000000000000000,1.000000000000000000000000000000,4299,1595,0.083582442235201601099525703376,0.517358667070046074343281361507
20,20_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.270000000000000017763568394003,4440,4788,0.477716097809374351523814539178,0.665182490300387119219749365584
21,21_0,COMPLETED,SOBOL,0.729999999999999982236431605997,2.000000000000000000000000000000,0.460000000000000019984014443253,1056,2070,0.553314686881378303695555587183,0.286370934261009124632835209923
22,22_0,COMPLETED,SOBOL,0.729999999999999982236431605997,2.000000000000000000000000000000,0.100000000000000005551115123126,1658,3362,0.180520038956776263106007718307,0.863831903932616107510966685368
23,23_0,COMPLETED,SOBOL,0.729999999999999982236431605997,2.000000000000000000000000000000,1.000000000000000000000000000000,2533,956,0.850512827724218323233174032794,0.243666991677135236216145131039
24,24_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.560000000000000053290705182008,3028,4207,0.219829716566950078560083170487,0.369132080039009435878938347741
25,25_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.190000000000000002220446049250,1529,1477,0.810966219624504436325196365942,0.737847805146127910802533733658
