trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
0,0_0,COMPLETED,SOBOL,0.550000000000000044408920985006,145.000000000000000000000000000000,1.000000000000000000000000000000,613,0.798936560869216938485237733403,0.635706681847572285803948943794,4593,1654,3439
1,1_0,COMPLETED,SOBOL,0.569999999999999951150186916493,299.000000000000000000000000000000,1.000000000000000000000000000000,4413,0.282096265323460104745834087225,0.089219317421317098637523201887,383,2871,1693
2,2_0,COMPLETED,SOBOL,0.550000000000000044408920985006,232.000000000000000000000000000000,1.000000000000000000000000000000,3320,0.691585659446194767063786912331,0.973603925783187107434457630006,3379,4257,406
3,3_0,COMPLETED,SOBOL,0.569999999999999951150186916493,336.000000000000000000000000000000,1.000000000000000000000000000000,1707,0.209815847270190702911207836223,0.301454829016700398547357053758,1674,620,4735
4,4_0,COMPLETED,SOBOL,0.569999999999999951150186916493,379.000000000000000000000000000000,1.000000000000000000000000000000,1967,0.565751020604744581099510014610,0.133371061148121944350819489955,2497,669,3084
5,5_0,COMPLETED,SOBOL,0.550000000000000044408920985006,213.000000000000000000000000000000,1.000000000000000000000000000000,3008,0.080571257889270789243063575213,0.584214930783957253623839278589,2647,4462,2412
6,6_0,COMPLETED,SOBOL,0.569999999999999951150186916493,449.000000000000000000000000000000,1.000000000000000000000000000000,4102,0.926254984894767430247952688660,0.477694720230996627829966882928,1132,3428,1115
7,7_0,COMPLETED,SOBOL,0.540000000000000035527136788005,229.000000000000000000000000000000,1.000000000000000000000000000000,873,0.413801164880394922729323070598,0.804704057706519981785220352322,3777,2054,4370
8,8_0,COMPLETED,SOBOL,0.550000000000000044408920985006,245.000000000000000000000000000000,1.000000000000000000000000000000,1230,0.676669287759810722526765403018,0.384873729420825816394113871866,2978,2734,4577
9,9_0,COMPLETED,SOBOL,0.560000000000000053290705182008,328.000000000000000000000000000000,1.000000000000000000000000000000,3756,0.164337280904874205589294433594,0.835656388543546180258658750972,1890,1517,252
10,10_0,COMPLETED,SOBOL,0.550000000000000044408920985006,136.000000000000000000000000000000,1.000000000000000000000000000000,2662,0.815222384873777627944946289062,0.226207518171519045280248860763,4343,132,1534
11,11_0,COMPLETED,SOBOL,0.550000000000000044408920985006,96.000000000000000000000000000000,1.000000000000000000000000000000,2323,0.330164465060457601452981180046,0.553277590276673447711175413133,760,3769,3285
12,12_0,COMPLETED,SOBOL,0.550000000000000044408920985006,254.000000000000000000000000000000,1.000000000000000000000000000000,1350,0.941049439322203418178958145290,0.879320887068286483057022451248,247,4950,3899
13,13_0,COMPLETED,SOBOL,0.550000000000000044408920985006,358.000000000000000000000000000000,1.000000000000000000000000000000,3667,0.459401470048353077757496976119,0.332894598383456474799402258213,4770,1157,649
14,14_0,COMPLETED,SOBOL,0.569999999999999951150186916493,362.000000000000000000000000000000,1.000000000000000000000000000000,4760,0.549343192901462273880497377831,0.730004726693034178275354406651,1460,2191,1941
15,15_0,COMPLETED,SOBOL,0.540000000000000035527136788005,84.000000000000000000000000000000,1.000000000000000000000000000000,257,0.032624737469479442308895045244,0.057795014267787339634629972807,3478,3564,2617
16,16_0,COMPLETED,SOBOL,0.560000000000000053290705182008,59.000000000000000000000000000000,1.000000000000000000000000000000,87,0.504457403548061900089294340432,0.856838671589270184369979688199,1068,361,844
17,17_0,COMPLETED,SOBOL,0.560000000000000053290705182008,1229.000000000000000000000000000000,1.000000000000000000000000000000,4899,0.022688779221847654027355289941,0.437244001362472767269196083362,4026,4144,4017
18,18_0,COMPLETED,SOBOL,0.550000000000000044408920985006,304.000000000000000000000000000000,1.000000000000000000000000000000,3493,0.986056106798350762154825588368,0.500907331347465345494640587276,2199,3110,2813
19,19_0,COMPLETED,SOBOL,0.550000000000000044408920985006,320.000000000000000000000000000000,1.000000000000000000000000000000,1493,0.469216550173237934018288797233,0.205025222113355998221351228494,2661,1746,2057
20,20_0,COMPLETED,SOBOL,0.530000000000000026645352591004,122.000000000000000000000000000000,1.000000000000000000000000000000,2492,0.863884811580181155576951823605,0.346798819808289415789204213070,3170,1971,135
21,21_0,COMPLETED,SOBOL,0.530000000000000026645352591004,144.000000000000000000000000000000,1.000000000000000000000000000000,2525,0.351430290753021845606696160758,0.924410985656082595518512334820,1777,3178,4381
22,22_0,COMPLETED,SOBOL,0.569999999999999951150186916493,405.000000000000000000000000000000,1.000000000000000000000000000000,3931,0.628129627838730830724500719953,0.012704720493406058273722081253,4461,4565,3168
23,23_0,COMPLETED,SOBOL,0.550000000000000044408920985006,231.000000000000000000000000000000,1.000000000000000000000000000000,1086,0.142948688426986325605838601405,0.716100700454786465165568642988,563,938,1339
24,24_0,COMPLETED,SOBOL,0.540000000000000035527136788005,210.000000000000000000000000000000,1.000000000000000000000000000000,739,0.877593528544530321333638767101,0.106991464035585528979943603645,1367,4008,2216
25,25_0,COMPLETED,SOBOL,0.569999999999999951150186916493,367.000000000000000000000000000000,1.000000000000000000000000000000,4287,0.392534428317099837180137456016,0.684664840396493667995514442737,3697,225,2966
26,26_0,COMPLETED,SOBOL,0.540000000000000035527136788005,131.000000000000000000000000000000,1.000000000000000000000000000000,2881,0.614291591396555314297245331545,0.252496610052883652119959378979,76,1258,4175
27,27_0,COMPLETED,SOBOL,0.560000000000000053290705182008,78.000000000000000000000000000000,1.000000000000000000000000000000,2145,0.101958880010992292142191217863,0.955831855384632889105489539361,4911,2622,998
28,28_0,COMPLETED,SOBOL,0.560000000000000053290705182008,378.000000000000000000000000000000,1.000000000000000000000000000000,1839,0.736470530493184893927605116914,0.593732294669374827122965143644,4084,3666,1810
29,29_0,COMPLETED,SOBOL,0.550000000000000044408920985006,232.000000000000000000000000000000,1.000000000000000000000000000000,3136,0.219752783309668298095118643687,0.174076532900333397213543662474,814,2459,3634
30,30_0,COMPLETED,SOBOL,0.569999999999999951150186916493,360.000000000000000000000000000000,1.000000000000000000000000000000,4542,0.753928888646885786428697429074,0.763998717937618532225485523668,2954,1075,4853
31,31_0,COMPLETED,SOBOL,0.540000000000000035527136788005,115.000000000000000000000000000000,1.000000000000000000000000000000,433,0.272282103504985550923578330185,0.468177224362269051027851674007,2179,4701,601
