trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
0,0_0,COMPLETED,SOBOL,0.419999999999999984456877655248,72.000000000000000000000000000000,0.289999999999999980015985556747,3175,1902,0.831220080018043483427447881695,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1,1_0,COMPLETED,SOBOL,0.440000000000000002220446049250,41.000000000000000000000000000000,0.140000000000000013322676295502,454,3011,0.356245737137272977523849704085,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
2,2_0,COMPLETED,SOBOL,0.350000000000000033306690738755,37.000000000000000000000000000000,0.969999999999999973354647408996,2015,511,0.744719081193208731761501439905,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
3,3_0,COMPLETED,SOBOL,0.500000000000000000000000000000,50.000000000000000000000000000000,0.869999999999999995559107901499,4113,4401,0.192271938836202027633959232844,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
4,4_0,COMPLETED,SOBOL,0.600000000000000088817841970013,110.000000000000000000000000000000,1.000000000000000000000000000000,4776,1223,0.389992860106751326743079744119,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
5,5_0,COMPLETED,SOBOL,0.320000000000000006661338147751,119.000000000000000000000000000000,0.000000000000000000000000000000,1274,3866,0.921492057643830797530881682178,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
6,6_0,COMPLETED,SOBOL,0.560000000000000053290705182008,63.000000000000000000000000000000,0.680000000000000048849813083507,961,1366,0.039866607779636978325932261669,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
7,7_0,COMPLETED,SOBOL,0.390000000000000013322676295502,58.000000000000000000000000000000,0.450000000000000011102230246252,2590,3723,0.524092640507966334162404109520,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
8,8_0,COMPLETED,SOBOL,0.609999999999999986677323704498,456.000000000000000000000000000000,1.000000000000000000000000000000,2910,112,0.085951356757432220700998470875,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
9,9_0,COMPLETED,SOBOL,0.289999999999999980015985556747,141.000000000000000000000000000000,0.010000000000000000208166817117,651,4976,0.601798748368397307118016215099,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
10,10_0,COMPLETED,SOBOL,0.530000000000000026645352591004,78.000000000000000000000000000000,0.510000000000000008881784197001,1589,2477,0.499921750627458083560128443423,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
11,11_0,COMPLETED,SOBOL,0.320000000000000006661338147751,88.000000000000000000000000000000,0.000000000000000000000000000000,4471,2612,0.937302766827866395971113888663,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
12,12_0,COMPLETED,SOBOL,0.479999999999999982236431605997,88.000000000000000000000000000000,0.260000000000000008881784197001,3808,1767,0.636274917399510697713083118288,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
13,13_0,COMPLETED,SOBOL,0.419999999999999984456877655248,33.000000000000000000000000000000,0.700000000000000066613381477509,2330,3146,0.176956178218126286560973881024,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
14,14_0,COMPLETED,SOBOL,0.419999999999999984456877655248,47.000000000000000000000000000000,0.119999999999999995559107901499,144,645,0.783681070150807457252994936425,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
15,15_0,COMPLETED,SOBOL,0.450000000000000011102230246252,47.000000000000000000000000000000,0.739999999999999991118215802999,3495,4268,0.278075137253850690477463558636,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
16,16_0,COMPLETED,SOBOL,0.600000000000000088817841970013,118.000000000000000000000000000000,1.000000000000000000000000000000,3697,932,0.567115322785451958509383985074,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
17,17_0,COMPLETED,SOBOL,0.359999999999999986677323704498,36.000000000000000000000000000000,0.040000000000000000832667268469,175,4157,0.121380766879767176824600483087,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
18,18_0,COMPLETED,SOBOL,0.320000000000000006661338147751,65.000000000000000000000000000000,0.000000000000000000000000000000,2362,1656,0.979615548988804207830582981842,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
19,19_0,COMPLETED,SOBOL,0.510000000000000008881784197001,71.000000000000000000000000000000,0.700000000000000066613381477509,4012,3433,0.456406120911240553716936574347,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
20,20_0,COMPLETED,SOBOL,0.570000000000000062172489379009,78.000000000000000000000000000000,0.989999999999999991118215802999,4596,2197,0.149277690596878537254710295201,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
21,21_0,COMPLETED,SOBOL,0.470000000000000028865798640254,85.000000000000000000000000000000,0.209999999999999992228438827624,1856,2716,0.663237401140853721770440643013,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
22,22_0,COMPLETED,SOBOL,0.619999999999999995559107901499,239.000000000000000000000000000000,1.000000000000000000000000000000,916,216,0.298154724840074769609543636761,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
23,23_0,COMPLETED,SOBOL,0.320000000000000006661338147751,135.000000000000000000000000000000,0.000000000000000000000000000000,3034,4697,0.764835262546315841625244047464,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
24,24_0,COMPLETED,SOBOL,0.530000000000000026645352591004,53.000000000000000000000000000000,0.989999999999999991118215802999,2719,1472,0.313051589021459242268008438259,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
25,25_0,COMPLETED,SOBOL,0.320000000000000006661338147751,106.000000000000000000000000000000,0.000000000000000000000000000000,1222,3442,0.873728779319673742875806965458,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
26,26_0,COMPLETED,SOBOL,0.609999999999999986677323704498,106.000000000000000000000000000000,0.979999999999999982236431605997,1536,941,0.228019469631835808298703227592,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
27,27_0,COMPLETED,SOBOL,0.340000000000000024424906541753,136.000000000000000000000000000000,0.119999999999999995559107901499,4906,3972,0.710235697694122758427681674220,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
28,28_0,COMPLETED,SOBOL,0.600000000000000088817841970013,95.000000000000000000000000000000,0.830000000000000071054273576010,4322,403,0.902358556166291236877441406250,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
29,29_0,COMPLETED,SOBOL,0.300000000000000044408920985006,35.000000000000000000000000000000,0.410000000000000031086244689504,2043,4686,0.409902713438495991393750728093,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
30,30_0,COMPLETED,SOBOL,0.429999999999999993338661852249,55.000000000000000000000000000000,0.179999999999999993338661852249,480,2186,0.550764128934592034347872413491,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
31,31_0,COMPLETED,SOBOL,0.510000000000000008881784197001,51.000000000000000000000000000000,0.950000000000000066613381477509,3382,2902,0.012022817568853497172121080894,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
32,32_0,COMPLETED,SOBOL,0.609999999999999986677323704498,120.000000000000000000000000000000,0.989999999999999991118215802999,3349,573,0.482344028441235417314914002418,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
33,33_0,COMPLETED,SOBOL,0.320000000000000006661338147751,126.000000000000000000000000000000,0.000000000000000000000000000000,602,4497,0.954880429528653595916409813071,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
34,34_0,COMPLETED,SOBOL,0.380000000000000004440892098501,31.000000000000000000000000000000,0.969999999999999973354647408996,2165,1997,0.068382230216637251984934664506,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
35,35_0,COMPLETED,SOBOL,0.470000000000000028865798640254,103.000000000000000000000000000000,0.440000000000000002220446049250,4286,3072,0.619367934394627783767361961509,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
36,36_0,COMPLETED,SOBOL,0.450000000000000011102230246252,68.000000000000000000000000000000,0.130000000000000004440892098501,4951,1300,0.797360354837030160801703004836,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
37,37_0,COMPLETED,SOBOL,0.489999999999999991118215802999,58.000000000000000000000000000000,0.369999999999999995559107901499,1422,3633,0.264395912053063508739825238081,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
38,38_0,COMPLETED,SOBOL,0.550000000000000044408920985006,69.000000000000000000000000000000,0.510000000000000008881784197001,1110,1132,0.649945606440305745366003975505,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
39,39_0,COMPLETED,SOBOL,0.410000000000000031086244689504,43.000000000000000000000000000000,0.690000000000000057731597280508,2762,3800,0.163285429691895855874861354096,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
40,40_0,COMPLETED,SOBOL,0.400000000000000022204460492503,99.000000000000000000000000000000,0.270000000000000017763568394003,3067,2377,0.727148943400010461246552040393,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
41,41_0,COMPLETED,SOBOL,0.489999999999999991118215802999,46.000000000000000000000000000000,0.300000000000000044408920985006,795,2556,0.209842017143964776337838884501,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
42,42_0,COMPLETED,SOBOL,0.609999999999999986677323704498,240.000000000000000000000000000000,0.969999999999999973354647408996,1733,56,0.813643378378823389773799590330,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
43,43_0,COMPLETED,SOBOL,0.479999999999999982236431605997,55.000000000000000000000000000000,0.869999999999999995559107901499,4632,4877,0.373822507556527849903460491987,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
44,44_0,COMPLETED,SOBOL,0.609999999999999986677323704498,145.000000000000000000000000000000,0.989999999999999991118215802999,3966,750,0.053538308072835209816542345607,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
45,45_0,COMPLETED,SOBOL,0.309999999999999997779553950750,115.000000000000000000000000000000,0.059999999999999997779553950750,2476,4319,0.510420999700203492643879599200,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
46,46_0,COMPLETED,SOBOL,0.440000000000000002220446049250,42.000000000000000000000000000000,0.149999999999999994448884876874,287,1818,0.403671133540570714615114411572,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
47,47_0,COMPLETED,SOBOL,0.320000000000000006661338147751,117.000000000000000000000000000000,0.000000000000000000000000000000,3655,3251,0.907813724724575887847777266870,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
48,48_0,COMPLETED,SOBOL,0.579999999999999960031971113494,74.000000000000000000000000000000,1.000000000000000000000000000000,3530,1634,0.245528664596378815021537889152,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
49,49_0,COMPLETED,SOBOL,0.320000000000000006661338147751,107.000000000000000000000000000000,0.000000000000000000000000000000,21,3298,0.692726562215015273515916760516,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
50,50_0,COMPLETED,SOBOL,0.500000000000000000000000000000,42.000000000000000000000000000000,0.989999999999999991118215802999,2209,798,0.330567416612058850855504488209,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
51,51_0,COMPLETED,SOBOL,0.320000000000000006661338147751,212.000000000000000000000000000000,0.000000000000000000000000000000,3841,4135,0.856212892243638612477241167653,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
52,52_0,COMPLETED,SOBOL,0.609999999999999986677323704498,422.000000000000000000000000000000,1.000000000000000000000000000000,4428,243,0.537153371470049045832695355784,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
53,53_0,COMPLETED,SOBOL,0.470000000000000028865798640254,43.000000000000000000000000000000,0.320000000000000006661338147751,1700,4826,0.025633515547960998570697910282,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
54,54_0,COMPLETED,SOBOL,0.309999999999999997779553950750,82.000000000000000000000000000000,0.010000000000000000208166817117,765,2327,0.888741166075691535475300497637,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
55,55_0,COMPLETED,SOBOL,0.470000000000000028865798640254,47.000000000000000000000000000000,0.959999999999999964472863211995,2865,2743,0.423520163014531159095810153303,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
56,56_0,COMPLETED,SOBOL,0.340000000000000024424906541753,259.000000000000000000000000000000,0.239999999999999991118215802999,2555,1080,0.997132387831807132094752432749,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
57,57_0,COMPLETED,SOBOL,0.390000000000000013322676295502,58.000000000000000000000000000000,0.220000000000000001110223024625,1084,3989,0.438889341553673151263836871294,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
58,58_0,COMPLETED,SOBOL,0.560000000000000053290705182008,78.000000000000000000000000000000,0.750000000000000000000000000000,1395,1489,0.584623506497591760577847708191,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
59,59_0,COMPLETED,SOBOL,0.540000000000000035527136788005,88.000000000000000000000000000000,0.950000000000000066613381477509,4743,3580,0.103872523682191963967369474631,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
60,60_0,COMPLETED,SOBOL,0.579999999999999960031971113494,75.000000000000000000000000000000,0.989999999999999991118215802999,4156,2043,0.284536323497071863553031789706,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
61,61_0,COMPLETED,SOBOL,0.300000000000000044408920985006,122.000000000000000000000000000000,0.020000000000000000416333634234,1904,2890,0.778453604403883225870686146664,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
62,62_0,COMPLETED,SOBOL,0.600000000000000088817841970013,116.000000000000000000000000000000,0.859999999999999986677323704498,341,391,0.135667944384738808905055407195,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
63,63_0,COMPLETED,SOBOL,0.320000000000000006661338147751,172.000000000000000000000000000000,0.040000000000000000832667268469,3220,4542,0.676847206838429027442316510133,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
64,64_0,COMPLETED,SOBOL,0.589999999999999968913755310496,85.000000000000000000000000000000,1.000000000000000000000000000000,3280,1165,0.185952871663495888920891729867,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
