trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,delta
0,0_0,COMPLETED,SOBOL,0.070000000000000006661338147751,1562.000000000000000000000000000000,0.149999999999999994448884876874,4863,0.145768722832202907158105631424
1,1_0,COMPLETED,SOBOL,0.040000000000000000832667268469,1687.000000000000000000000000000000,0.020000000000000000416333634234,1057,0.953412731437012550550491596368
2,2_0,COMPLETED,SOBOL,0.040000000000000000832667268469,1801.000000000000000000000000000000,0.070000000000000006661338147751,2453,0.496130214961245652460775090731
3,3_0,COMPLETED,SOBOL,0.050000000000000002775557561563,1438.000000000000000000000000000000,0.050000000000000002775557561563,3504,0.680989308765158063430078527745
4,4_0,COMPLETED,SOBOL,0.050000000000000002775557561563,1402.000000000000000000000000000000,0.080000000000000001665334536938,2978,0.354181929919868687672845908310
5,5_0,COMPLETED,SOBOL,0.050000000000000002775557561563,1583.000000000000000000000000000000,0.040000000000000000832667268469,1692,0.546605191700160530920982182579
6,6_0,COMPLETED,SOBOL,0.179999999999999993338661852249,1764.000000000000000000000000000000,0.280000000000000026645352591004,568,0.003862329479306936437510433535
7,7_0,COMPLETED,SOBOL,0.059999999999999997779553950750,1507.000000000000000000000000000000,0.070000000000000006661338147751,4139,0.819047657147049856796172662143
8,8_0,COMPLETED,SOBOL,0.059999999999999997779553950750,1341.000000000000000000000000000000,0.089999999999999996669330926125,3840,0.416456930255517387973185350347
9,9_0,COMPLETED,SOBOL,0.040000000000000000832667268469,1442.000000000000000000000000000000,0.000000000000000000000000000000,206,0.733860999243333922414933567779
10,10_0,COMPLETED,SOBOL,0.059999999999999997779553950750,1429.000000000000000000000000000000,0.040000000000000000832667268469,1288,0.190843318028375508177418851119
11,11_0,COMPLETED,SOBOL,0.050000000000000002775557561563,1388.000000000000000000000000000000,0.040000000000000000832667268469,2794,0.881536102378740915597177263408
12,12_0,COMPLETED,SOBOL,0.050000000000000002775557561563,1153.000000000000000000000000000000,0.050000000000000002775557561563,3205,0.083535595595836634186248659262
13,13_0,COMPLETED,SOBOL,0.040000000000000000832667268469,387.000000000000000000000000000000,0.000000000000000000000000000000,2090,0.766175955515354889513446323690
14,14_0,COMPLETED,SOBOL,0.050000000000000002775557561563,1452.000000000000000000000000000000,0.020000000000000000416333634234,653,0.309107352383434785814131373627
15,15_0,COMPLETED,SOBOL,0.050000000000000002775557561563,1455.000000000000000000000000000000,0.100000000000000005551115123126,4678,0.618481839347630790726384475420
16,16_0,COMPLETED,SOBOL,0.070000000000000006661338147751,1271.000000000000000000000000000000,0.110000000000000000555111512313,4487,0.257913640081882500343368747053
17,17_0,COMPLETED,SOBOL,0.050000000000000002775557561563,1560.000000000000000000000000000000,0.020000000000000000416333634234,846,0.564478510957211243592723803886
18,18_0,COMPLETED,SOBOL,0.070000000000000006661338147751,1476.000000000000000000000000000000,0.070000000000000006661338147751,1892,0.109267756946384908545155667525
19,19_0,COMPLETED,SOBOL,0.050000000000000002775557561563,1371.000000000000000000000000000000,0.080000000000000001665334536938,3404,0.791062947798520377240549805720
20,20_0,COMPLETED,SOBOL,0.050000000000000002775557561563,1458.000000000000000000000000000000,0.089999999999999996669330926125,2601,0.244115667080506693054076094995
21,21_0,COMPLETED,SOBOL,0.040000000000000000832667268469,1625.000000000000000000000000000000,0.029999999999999998889776975375,1480,0.933460749404504852577701967675
22,22_0,COMPLETED,SOBOL,0.050000000000000002775557561563,381.000000000000000000000000000000,0.000000000000000000000000000000,7,0.392788221998140230084572976921
23,23_0,COMPLETED,SOBOL,0.050000000000000002775557561563,1595.000000000000000000000000000000,0.089999999999999996669330926125,4038,0.706910598481073959575837761804
24,24_0,COMPLETED,SOBOL,0.070000000000000006661338147751,1343.000000000000000000000000000000,0.200000000000000011102230246252,4254,0.056883300516754387032847262162
25,25_0,COMPLETED,SOBOL,0.040000000000000000832667268469,1454.000000000000000000000000000000,0.010000000000000000208166817117,453,0.871223459117114518157620750571
