trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
14,14_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,4894,85,0.064003907907754190032001417876,0.338978327231481690873238221684,str\(\'kl\'\),0.013265759209170937746313789773,False
15,15_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,1989,3870,0.742591311331838421772033598245,0.847622953699901704460728524282,str\(\'intersection\'\),0.072920506130903964270295603001,True
16,16_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,2034,248,0.441452373782172780014576574104,0.153678727976977819169590588899,str\(\'kl\'\),0.037272659940645103127110360219,True
17,17_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4832,4039,0.869990488694980745876250693982,0.658668747745454363773376371682,str\(\'intersection\'\),0.096528350152075295675935251438,False
18,18_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,2803,2116,0.203269203692674649275318188302,0.454098352769389757010998209807,str\(\'intersection\'\),0.077273329533636567201249079062,True
19,19_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,317,3401,0.616730742417275878963778268371,0.981953443715348872622428189061,str\(\'kl\'\),0.011727151079103350500565383641,False
20,20_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,783,1332,0.943876211382448704334535705129,0.799567880725488011606216787186,str\(\'kl\'\),0.046213159207254654592400555657,True
21,21_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,3581,2627,0.374507004603743531845339020947,0.263391253238543843195884619490,str\(\'intersection\'\),0.087589246975257994964891850032,False
22,22_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4052,724,0.697922167005017413110579127533,0.623837287079542890388950127090,str\(\'intersection\'\),0.062657770859077560610117529905,True
23,23_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,1566,4506,0.113416660660877827160319952782,0.064795707385987041937447372675,str\(\'kl\'\),0.026341359261423349935604676375,False
24,24_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,1296,2471,0.646151795456185951138650125358,0.372718742288649096394692605827,str\(\'intersection\'\),0.017237090263515712773578769657,True
25,25_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4318,3675,0.045565137760713698977799168688,0.814808148749172733715795402532,str\(\'kl\'\),0.071576645569875835262152463656,False
26,26_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,3227,600,0.899167824327945730544797697803,0.048908438587561248178658956931,str\(\'kl\'\),0.090986118512228139620923172970,True
27,27_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,1142,4317,0.283504828386008767004966557579,0.514914142841473188028089680301,str\(\'intersection\'\),0.043023654613643887156815281969,False
28,28_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,45,1071,0.142715822465717789846451069025,0.705217444082722022535847372637,str\(\'intersection\'\),0.031806686772033576637852547719,True
29,29_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,3067,4778,0.540096447780728294851826376544,0.231941429903730761408198191020,str\(\'kl\'\),0.057005652971565727582525795469,False
30,30_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4476,1683,0.403562579127028586700731693782,0.904338605102151582570968457730,str\(\'kl\'\),0.082002403326332573563206551626,True
31,31_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,2391,2897,0.785806666934862785289794828714,0.407146412100642896003677151384,str\(\'intersection\'\),0.052008720291778449962283303876,False
32,32_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,2423,1140,0.585269907770678443625911313575,0.094133402740582822199044699119,str\(\'kl\'\),0.041925802910700443737468390282,True
33,33_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4440,4845,0.234120909338816990397091899467,0.595428514426574073681308618688,str\(\'intersection\'\),0.089273164030164484095131172126,False
34,34_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,3036,1770,0.838286356758326300919748064189,0.269749548267573135973407261190,str\(\'intersection\'\),0.069070744272321474288567344502,True
35,35_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,82,2986,0.472060068313032377140814332961,0.793986229401081766710035481083,str\(\'kl\'\),0.016928752148523927567591584875,False
36,36_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,1174,2245,0.082746147651225329666679897400,0.983863146476447569810375171073,str\(\'kl\'\),0.049503313526511195930002173782,True
37,37_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,3191,3452,0.729689113702625014035163530934,0.451381546042859571610250668527,str\(\'intersection\'\),0.081694302922114728215952084156,False
38,38_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4287,357,0.343592484196648006999907920545,0.683436151066795005704079812858,str\(\'intersection\'\),0.055907438164576897521307330408,True
39,39_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,1333,4071,0.975399864507839109428743995522,0.128012862214818584627451514280,str\(\'kl\'\),0.030093454346060755089098393000,False
