trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
0,0_0,FAILED,SOBOL,,,,1693,0.770335606575012210583963678801,0.196341366291046148795373937901,4507,2462,4100
1,1_0,FAILED,SOBOL,,,,4467,0.143661399230360975476372686899,0.510892868846654857328815069195,894,4022,467
2,2_0,FAILED,SOBOL,,,,3557,0.604793866069987418043751858932,0.262735702361911516167225499885,2768,2951,1815
3,3_0,COMPLETED,SOBOL,0.849999999999999977795539507497,10297.000000000000000000000000000000,0.940000000000000057731597280508,79,0.481018823992460986538333145290,0.952031838396564134008315249957,1383,721,3026
4,4_0,COMPLETED,SOBOL,0.839999999999999968913755310496,14208.000000000000000000000000000000,1.000000000000000000000000000000,1234,0.648397181035950787020283314632,0.671260357044637157031274909968,2490,432,4783
5,5_0,FAILED,SOBOL,,,,2759,0.280969795208424355514864600991,0.107216458400711422971340880395,3517,3242,994
6,6_0,FAILED,SOBOL,,,,4367,0.974290687924250997653530248499,0.854129738317802589264715606987,400,4983,2381
7,7_0,FAILED,SOBOL,,,,2140,0.096167290642857547466881840137,0.414325995583087192120075314961,4357,1504,3747
8,8_0,FAILED,SOBOL,,,,2289,0.541581695005297625300499930745,0.793637502541765571528742384544,3159,4117,2677
9,9_0,FAILED,SOBOL,,,,3891,0.419755159711465264393837060197,0.482497113279998279811167094522,2086,1901,1544
10,10_0,FAILED,SOBOL,,,,2922,0.831659381818026344213024003693,0.727732373762875806022520919214,3959,1166,79
11,11_0,FAILED,SOBOL,,,,773,0.206935137720778594694337471083,0.042821966903284193473044894063,36,2664,3790
12,12_0,FAILED,SOBOL,,,,560,0.912783254187554127234704992588,0.323227934420108775626090391597,1103,3647,3364
13,13_0,COMPLETED,SOBOL,0.830000000000000071054273576010,10763.000000000000000000000000000000,1.000000000000000000000000000000,3413,0.032711353840306399420878591400,0.883860716981813343551266370923,4748,181,2076
14,14_0,FAILED,SOBOL,,,,4924,0.711914685264229740724317707645,0.139869350502267481006768434781,1631,1634,650
15,15_0,FAILED,SOBOL,,,,1525,0.342537368720397361609997233245,0.575287364061921824287537674536,2969,4381,4516
16,16_0,FAILED,SOBOL,,,,1404,0.733885608553886403804256133299,0.465349339738488188000786749399,568,911,2012
17,17_0,FAILED,SOBOL,,,,4801,0.352813232323154812863919005395,0.779900437979027638668583222170,4189,3076,3144
18,18_0,FAILED,SOBOL,,,,3271,0.890926513191312552386591505638,0.024944730902090667817860847322,2306,3899,4609
19,19_0,FAILED,SOBOL,,,,419,0.022549672530964019051546998185,0.714241274040192331007403936383,3701,2275,899
20,20_0,FAILED,SOBOL,,,,905,0.845838471498340349619127209735,0.932378722345456489861703630595,2594,1378,1324
21,21_0,FAILED,SOBOL,,,,3053,0.225012412087991831022293354181,0.368335245676338685072437328927,1558,4793,2613
22,22_0,FAILED,SOBOL,,,,4041,0.527532075375318543208891242102,0.624047542069107286089035824261,4684,3429,4039
23,23_0,COMPLETED,SOBOL,0.830000000000000071054273576010,9110.000000000000000000000000000000,1.000000000000000000000000000000,2442,0.401807355394586895869224463240,0.184243377359583987429303419958,718,555,171
24,24_0,FAILED,SOBOL,,,,1961,0.952403252443298709017938108445,0.555879841066896918100326274725,1759,2542,1214
25,25_0,FAILED,SOBOL,,,,4186,0.085975390732288367590108180138,0.244739862626418475111123029819,2841,973,4846
26,26_0,FAILED,SOBOL,,,,2597,0.670398798810318163887700393389,0.996769856633618500652005423035,958,2094,3498
27,27_0,FAILED,SOBOL,,,,1074,0.291275877412408568112311968434,0.311859038952738032435263448860,4893,4234,2288
28,28_0,FAILED,SOBOL,,,,271,0.590714027838781463586315112479,0.093112428186461329571166345431,3824,4575,530
29,29_0,FAILED,SOBOL,,,,3746,0.463040325190871959737393126488,0.653744785055518140559627227049,171,1756,4320
30,30_0,COMPLETED,SOBOL,0.830000000000000071054273576010,10601.000000000000000000000000000000,1.000000000000000000000000000000,4637,0.784544886043295308653000574850,0.400958209168165935487593287689,3297,64,2933
31,31_0,FAILED,SOBOL,,,,1866,0.161769368082284925591807223100,0.836376648420467994071714201709,1948,3454,1566
32,32_0,FAILED,SOBOL,,,,1762,0.612748373756185182870126482158,0.742966484114527703219721388450,673,1481,2214
33,33_0,FAILED,SOBOL,,,,4536,0.488973108608275641717710868761,0.057560868440195915585189112562,4552,4847,3581
34,34_0,FAILED,SOBOL,,,,3645,0.762449604732915786620139897423,0.809590862447395864798238562798,1436,3180,4929
35,35_0,COMPLETED,SOBOL,0.839999999999999968913755310496,9561.000000000000000000000000000000,0.979999999999999982236431605997,167,0.135775649271905413106864557449,0.498945682000368817554658562585,2540,336,1140
36,36_0,FAILED,SOBOL,,,,1009,0.997584600759670148129032440920,0.155586690789088599728984263493,3667,701,1649
37,37_0,FAILED,SOBOL,,,,2534,0.119461426548659807589380932313,0.591484699763357602009250513220,2203,2817,2860
38,38_0,FAILED,SOBOL,,,,4123,0.625156574586406388327475269762,0.338698123876005396937216573860,4077,3962,4247
39,39_0,FAILED,SOBOL,,,,1896,0.257728965688496847175059656365,0.898850911023095222596168696327,544,2368,614
40,40_0,FAILED,SOBOL,,,,2377,0.823956385988742101567083864211,0.278201753862202194600428128979,1982,4521,815
41,41_0,FAILED,SOBOL,,,,3979,0.199231889078393592518168020433,0.967018489336594955219084113196,3400,1653,4682
42,42_0,COMPLETED,SOBOL,0.830000000000000071054273576010,8931.000000000000000000000000000000,1.000000000000000000000000000000,2991,0.549231399320065927227574320568,0.212062782259657967021126978580,283,284,3217
43,43_0,FAILED,SOBOL,,,,841,0.427405116839334353606716376817,0.527093688163906337607045315963,3849,3703,1929
44,44_0,FAILED,SOBOL,,,,316,0.688369275443255879132209429372,0.870087228743359419880221139465,4936,2801,245
45,45_0,FAILED,SOBOL,,,,3169,0.318992211712524287303693881768,0.430778099969029437676937277502,1090,1183,3957
46,46_0,FAILED,SOBOL,,,,4700,0.936260144222527790347498921619,0.686490396361798094204687004094,2964,2001,2531
47,47_0,FAILED,SOBOL,,,,1300,0.056187991062179205858928554562,0.121951883757486945203396544457,1813,4171,1397
48,48_0,FAILED,SOBOL,,,,1472,0.883226119849830904051657398668,0.980816058022901393620429644216,4254,535,3874
49,49_0,COMPLETED,SOBOL,0.830000000000000071054273576010,9712.000000000000000000000000000000,1.000000000000000000000000000000,4869,0.014849532002583147594076962150,0.295410849452018731131630602249,366,3296,6
50,50_0,FAILED,SOBOL,,,,3359,0.741532710380852222442626953125,0.540646109934896257342984426941,3493,4734,1471
51,51_0,FAILED,SOBOL,,,,507,0.360460081337019788705333667167,0.230000522384420036381413865456,2377,1284,2760
52,52_0,FAILED,SOBOL,,,,681,0.503984063066542198328079393832,0.385488473288714883491223872625,1252,2252,4443
53,53_0,FAILED,SOBOL,,,,2829,0.378259090272709708191456456916,0.821386060288175956500822394446,2724,3764,732
54,54_0,FAILED,SOBOL,,,,3797,0.869317964021116496020624708763,0.077394693808630107834112266119,840,3014,2158
55,55_0,RUNNING,SOBOL,,,,2198,0.248492157423868764709595780005,0.637547902930527876641519924306,4385,814,3290
56,56_0,FAILED,SOBOL,,,,2048,0.678350228125229492981418388808,0.009223691364750267324135180047,3102,3593,3100
57,57_0,RUNNING,SOBOL,,,,4273,0.299227529797703006853026863610,0.698040016017854259011699014081,1675,79,1732
58,58_0,FAILED,SOBOL,,,,2665,0.944520357785746500489665322675,0.449882849533110862338958213513,4801,1854,384
59,59_0,FAILED,SOBOL,,,,1142,0.078092273004353049414838494613,0.764914166258648053897672980384,1225,4631,4174
60,60_0,FAILED,SOBOL,,,,27,0.807841877250000783838856932562,0.608817108660936301411936710792,138,4375,3664
61,61_0,FAILED,SOBOL,,,,3502,0.185066136218607429908544759201,0.169508405579254034512004523094,3994,2111,2454
62,62_0,FAILED,SOBOL,,,,4412,0.567470343017950629160850439803,0.916421685496345173049803634058,2110,1074,1067
63,63_0,FAILED,SOBOL,,,,1641,0.439796863440424179447774122309,0.351882747199386336500737115784,3271,2601,4699
64,64_0,FAILED,SOBOL,,,,1581,0.637179354408755949101816895563,0.880815967049449644044045726332,1717,4888,3410
65,65_0,FAILED,SOBOL,,,,4434,0.261954870510846371534086074462,0.318721636632457394622264246209,3059,1440,2043
66,66_0,COMPLETED,SOBOL,0.830000000000000071054273576010,14132.000000000000000000000000000000,1.000000000000000000000000000000,3444,0.985500907851383112223686566722,0.564687612487003165462340348313,1190,378,696
67,67_0,FAILED,SOBOL,,,,45,0.115174608640372752588199034562,0.126832709282636652003972699276,4836,3138,4484
68,68_0,FAILED,SOBOL,,,,1122,0.751340521199628685877769385115,0.470191999780014135978944977978,4027,2858,2729
69,69_0,COMPLETED,SOBOL,0.739999999999999991118215802999,7590.000000000000000000000000000000,1.000000000000000000000000000000,2724,0.132463440738618376535384868475,0.782793951768428031279256629205,105,660,1517
70,70_0,FAILED,SOBOL,,,,4256,0.623796544203534697459190283553,0.037584081910550598548681477951,3226,2410,130
71,71_0,FAILED,SOBOL,,,,2105,0.492224404055625175402610693709,0.724931363543495521639670187142,2156,3920,3764
72,72_0,FAILED,SOBOL,,,,2254,0.923993831027299150626674872910,0.098076719213277097075831534312,330,1699,4814
73,73_0,FAILED,SOBOL,,,,3779,0.051718552866950630308995329187,0.656759903805330447212895705889,4290,4475,947
74,74_0,FAILED,SOBOL,,,,2888,0.700696501724421993984037726477,0.413719670763239288913126756597,2421,3750,2412
75,75_0,COMPLETED,SOBOL,0.839999999999999968913755310496,8280.000000000000000000000000000000,1.000000000000000000000000000000,661,0.323522562993690365740206971168,0.847188815049827126379966557579,3449,237,3701
76,76_0,FAILED,SOBOL,,,,526,0.560584016226232106916427255783,0.504194978902116397456723007053,2680,1229,4128
77,77_0,FAILED,SOBOL,,,,3300,0.430960858745500441369102873068,0.195004172738641512463431126889,1296,2755,416
78,78_0,FAILED,SOBOL,,,,4891,0.812664682168513508031537639908,0.937288292348384843855058079498,4417,4217,1842
79,79_0,FAILED,SOBOL,,,,1412,0.195737060258165007642361388207,0.254326769633218652266748449620,808,1954,2975
80,80_0,FAILED,SOBOL,,,,1281,0.864848525825887892715115867759,0.642905310893431281016319189803,3366,3338,499
81,81_0,FAILED,SOBOL,,,,4757,0.236225844228640208255498578183,0.080810435812920328180197770962,2015,492,4367
82,82_0,FAILED,SOBOL,,,,3148,0.508514414347708276764592483232,0.833571621075272606304906730657,3894,1325,2902
83,83_0,FAILED,SOBOL,,,,376,0.390586316553875823043284754021,0.395717262534424685238576557822,238,4693,1612
