trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
0,0_0,COMPLETED,SOBOL,0.750000000000000000000000000000,129.000000000000000000000000000000,0.959999999999999964472863211995,3390,65,0.889663211703300427224405666493,0.986921006441116355212272992503,316,EDFSMode.RANDOM
1,1_0,COMPLETED,SOBOL,0.729999999999999982236431605997,2.000000000000000000000000000000,0.309999999999999997779553950750,549,16,0.166588582497090104128645293713,0.021860671320930124411630046666,827,EDFSMode.RANDOM
2,2_0,COMPLETED,SOBOL,0.739999999999999991118215802999,2048.000000000000000000000000000000,0.800000000000000044408920985006,1642,94,0.602814685249701165403735103610,0.720402122037485215244601022277,762,EDFSMode.RANDOM
3,3_0,COMPLETED,SOBOL,0.750000000000000000000000000000,19.000000000000000000000000000000,0.989999999999999991118215802999,4485,43,0.327775316195562493870596654233,0.255223327610641703699911886360,378,EDFSMode.RANDOM
4,4_0,COMPLETED,SOBOL,0.750000000000000000000000000000,7.000000000000000000000000000000,0.939999999999999946709294817992,4341,80,0.108319545162841673890952165493,0.380667703887447694821588584091,540,EDFSMode.RANDOM
5,5_0,COMPLETED,SOBOL,0.729999999999999982236431605997,21.000000000000000000000000000000,0.969999999999999973354647408996,2181,29,0.819832085078582184500817220396,0.596925535120069961081412657222,600,EDFSMode.RANDOM
6,6_0,COMPLETED,SOBOL,0.739999999999999991118215802999,28.000000000000000000000000000000,0.380000000000000004440892098501,776,51,0.383729734338819961081412657222,0.145427923336625103400976399826,988,EDFSMode.RANDOM
7,7_0,COMPLETED,SOBOL,0.750000000000000000000000000000,8.000000000000000000000000000000,1.000000000000000000000000000000,2933,2,0.670087493866682093468511993706,0.861384085698053247881489369320,155,EDFSMode.RANDOM
8,8_0,COMPLETED,SOBOL,0.739999999999999991118215802999,13.000000000000000000000000000000,0.969999999999999973354647408996,2797,96,0.494384857445955283594685170101,0.522616809641942348108045734989,870,EDFSMode.RANDOM
9,9_0,COMPLETED,SOBOL,0.750000000000000000000000000000,17.000000000000000000000000000000,0.979999999999999982236431605997,1225,45,0.714454211451113208042329461023,0.486145890407264247290441971927,247,EDFSMode.RANDOM
10,10_0,COMPLETED,SOBOL,0.739999999999999991118215802999,5.000000000000000000000000000000,0.989999999999999991118215802999,2318,73,0.028851602321490647101720483647,0.755878370434045820935864412604,421,EDFSMode.RANDOM
11,11_0,COMPLETED,SOBOL,0.739999999999999991118215802999,670.000000000000000000000000000000,1.000000000000000000000000000000,3891,23,0.806653068257495720061456268013,0.219766170321032405787775587669,692,EDFSMode.RANDOM
12,12_0,COMPLETED,SOBOL,0.750000000000000000000000000000,41.000000000000000000000000000000,0.959999999999999964472863211995,4934,62,0.527228345530107667116226366488,0.095661175545305010547991741987,643,EDFSMode.RANDOM
13,13_0,COMPLETED,SOBOL,0.750000000000000000000000000000,5.000000000000000000000000000000,0.989999999999999991118215802999,1505,13,0.310711008155718448886517535357,0.881913091326132381198021903401,470,EDFSMode.RANDOM
14,14_0,COMPLETED,SOBOL,0.729999999999999982236431605997,27.000000000000000000000000000000,0.250000000000000000000000000000,101,85,0.996437324684113279182895439590,0.360262758852913977936083256282,198,EDFSMode.RANDOM
15,15_0,COMPLETED,SOBOL,0.739999999999999991118215802999,7.000000000000000000000000000000,0.910000000000000031086244689504,3526,34,0.214840234387665973692094212311,0.646568348724395058901848187816,919,EDFSMode.RANDOM
16,16_0,COMPLETED,SOBOL,0.750000000000000000000000000000,214.000000000000000000000000000000,0.979999999999999982236431605997,3676,87,0.727319213023409294471832708950,0.183055197611451142547522863424,331,EDFSMode.RANDOM
17,17_0,COMPLETED,SOBOL,0.719999999999999973354647408996,364.000000000000000000000000000000,0.149999999999999994448884876874,267,37,0.452283420531079172199895310769,0.839347230238839947524809304014,728,EDFSMode.RANDOM
18,18_0,COMPLETED,SOBOL,0.739999999999999991118215802999,2240.000000000000000000000000000000,0.589999999999999968913755310496,1362,58,0.764679158821702009696252844151,0.417598046800121691646268118348,776,EDFSMode.RANDOM
19,19_0,COMPLETED,SOBOL,0.750000000000000000000000000000,13.000000000000000000000000000000,0.969999999999999973354647408996,4770,10,0.041585265628993513253863767432,0.575592273391783204594673861720,279,EDFSMode.RANDOM
20,20_0,COMPLETED,SOBOL,0.739999999999999991118215802999,35.000000000000000000000000000000,0.989999999999999991118215802999,4054,69,0.259213777925819177649913171990,0.699644441382959447750522485876,104,EDFSMode.RANDOM
21,21_0,COMPLETED,SOBOL,0.729999999999999982236431605997,29.000000000000000000000000000000,0.959999999999999964472863211995,2463,21,0.545590818170458069502615217061,0.291571427080780265495008052312,951,EDFSMode.RANDOM
22,22_0,COMPLETED,SOBOL,0.750000000000000000000000000000,7.000000000000000000000000000000,0.910000000000000031086244689504,1055,98,0.233315009953454138846851151357,0.965283181142061907920037810982,553,EDFSMode.RANDOM
23,23_0,COMPLETED,SOBOL,0.739999999999999991118215802999,21.000000000000000000000000000000,0.939999999999999946709294817992,2649,48,0.944823988178744911259343552956,0.059095579663291576688610717838,506,EDFSMode.RANDOM
24,24_0,COMPLETED,SOBOL,0.739999999999999991118215802999,7.000000000000000000000000000000,0.939999999999999946709294817992,3098,54,0.153832024732604627503818051082,0.342493388535454856835826831229,686,EDFSMode.RANDOM
25,25_0,COMPLETED,SOBOL,0.750000000000000000000000000000,31.000000000000000000000000000000,0.959999999999999964472863211995,920,4,0.931659894766285967548924418224,0.679935751993209103183346542210,402,EDFSMode.RANDOM
26,26_0,COMPLETED,SOBOL,0.719999999999999973354647408996,8.000000000000000000000000000000,0.969999999999999973354647408996,2014,77,0.369884315196424728888757726963,0.078831913050264115772058914899,238,EDFSMode.RANDOM
27,27_0,COMPLETED,SOBOL,0.750000000000000000000000000000,15.000000000000000000000000000000,0.949999999999999955591079014994,4191,26,0.589942002620547967239872377831,0.914331820869818345798307746009,847,EDFSMode.RANDOM
28,28_0,COMPLETED,SOBOL,0.739999999999999991118215802999,140.000000000000000000000000000000,0.910000000000000031086244689504,4632,91,0.871437874369323295375977522781,0.788941208273172378540039062500,910,EDFSMode.RANDOM
29,29_0,COMPLETED,SOBOL,0.739999999999999991118215802999,14.000000000000000000000000000000,1.000000000000000000000000000000,1812,40,0.089852435782551767773362882963,0.202301365433260799120418482744,175,EDFSMode.RANDOM
30,30_0,COMPLETED,SOBOL,0.739999999999999991118215802999,39.000000000000000000000000000000,0.429999999999999993338661852249,404,68,0.651747930554673060576931220567,0.556314713990315845570933106501,465,EDFSMode.RANDOM
31,31_0,COMPLETED,SOBOL,0.739999999999999991118215802999,5.000000000000000000000000000000,0.930000000000000048849813083507,3228,19,0.435204174211248739911894745092,0.468037453107535861285271039378,624,EDFSMode.RANDOM
32,32_0,COMPLETED,SOBOL,0.739999999999999991118215802999,18.000000000000000000000000000000,1.000000000000000000000000000000,3185,92,0.010891074627637862409779145878,0.032942583952099084576570220406,130,EDFSMode.RANDOM
33,33_0,COMPLETED,SOBOL,0.719999999999999973354647408996,116.000000000000000000000000000000,0.179999999999999993338661852249,363,42,0.792449640668928645403923383128,0.942693870501592701138804386574,985,EDFSMode.RANDOM
34,34_0,COMPLETED,SOBOL,0.750000000000000000000000000000,9.000000000000000000000000000000,0.939999999999999946709294817992,1769,64,0.481028504317626337538627012691,0.298718647697940486995804576509,582,EDFSMode.RANDOM
35,35_0,COMPLETED,SOBOL,0.750000000000000000000000000000,11.000000000000000000000000000000,0.989999999999999991118215802999,4592,13,0.697599638832733015547660215816,0.710050242554396415783912743791,529,EDFSMode.RANDOM
36,36_0,COMPLETED,SOBOL,0.750000000000000000000000000000,754.000000000000000000000000000000,0.959999999999999964472863211995,4078,54,0.979428030448034392385636692779,0.584617776377126530107375401712,353,EDFSMode.RANDOM
37,37_0,COMPLETED,SOBOL,0.739999999999999991118215802999,9.000000000000000000000000000000,0.890000000000000013322676295502,1898,2,0.201634676838293669387525142156,0.422207140997052199349326429001,758,EDFSMode.RANDOM
38,38_0,COMPLETED,SOBOL,0.739999999999999991118215802999,54.000000000000000000000000000000,0.450000000000000011102230246252,806,81,0.512935868244618231592824031395,0.819114730693399906158447265625,809,EDFSMode.RANDOM
39,39_0,COMPLETED,SOBOL,0.750000000000000000000000000000,9.000000000000000000000000000000,0.989999999999999991118215802999,2982,31,0.292843218255788073633993917610,0.158467622479423891901362253520,306,EDFSMode.RANDOM
40,40_0,COMPLETED,SOBOL,0.729999999999999982236431605997,132.000000000000000000000000000000,0.959999999999999964472863211995,2533,75,0.624550454247742914404284420016,0.441926277516409782286643803673,944,EDFSMode.RANDOM
41,41_0,COMPLETED,SOBOL,0.750000000000000000000000000000,9.000000000000000000000000000000,1.000000000000000000000000000000,942,25,0.338199810665100797368864959935,0.533706306666135832372788172506,201,EDFSMode.RANDOM
42,42_0,COMPLETED,SOBOL,0.729999999999999982236431605997,49.000000000000000000000000000000,0.969999999999999973354647408996,2348,96,0.899000788295641561909121719509,0.209406646959483633274601288576,488,EDFSMode.RANDOM
43,43_0,COMPLETED,SOBOL,0.739999999999999991118215802999,11.000000000000000000000000000000,0.969999999999999973354647408996,3940,47,0.187465859549120067439886838656,0.799365987157449109368201334291,653,EDFSMode.RANDOM
44,44_0,COMPLETED,SOBOL,0.739999999999999991118215802999,748.000000000000000000000000000000,0.959999999999999964472863211995,4729,82,0.404513202859088760732220180216,0.923460053343325815156106273207,717,EDFSMode.RANDOM
45,45_0,COMPLETED,SOBOL,0.739999999999999991118215802999,37.000000000000000000000000000000,0.959999999999999964472863211995,1319,33,0.679514954810962135134388972801,0.083361001195386058570946374857,425,EDFSMode.RANDOM
46,46_0,COMPLETED,SOBOL,0.729999999999999982236431605997,4.000000000000000000000000000000,0.419999999999999984456877655248,228,61,0.118594076849520210781285811663,0.659600403988733874349748020904,265,EDFSMode.RANDOM
47,47_0,COMPLETED,SOBOL,0.750000000000000000000000000000,12.000000000000000000000000000000,0.979999999999999982236431605997,3634,11,0.841721504956483790316212889593,0.317985700484365252371787846641,880,EDFSMode.RANDOM
