trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
57,57_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,900,4062,0.455360878158360737888443736665,23,0.001
58,58_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1472,2370,0.153577665010467184769638038233,9,0.005
59,59_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2808,2844,0.968291386568918777122405572300,31,0.01
60,60_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3347,1758,0.290410153338685639301530727607,2,0.025
61,61_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2183,3461,0.581880942577496118595092866599,37,0.1
62,62_0,COMPLETED,SOBOL,0.560000000000000053290705182008,1.000000000000000000000000000000,0.930000000000000048849813083507,214,149,0.775556738052517125048268553655,45,0.25
63,63_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4025,4674,0.100703283745795485470964081287,16,0.05
64,64_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.880000000000000004440892098501,3999,883,0.791900138381868567982735385158,48,0.025
65,65_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,164,3866,0.086223234940320248043121864612,14,0.1
66,66_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2131,2253,0.275650760928168869767773685453,6,0.25
67,67_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3320,3038,0.598675004566088353463726434711,34,0.001
68,68_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2756,1639,0.170277472326532008928268169257,12,0.1
69,69_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1445,3657,0.953439643019810323387730477407,27,0.005
70,70_0,COMPLETED,SOBOL,0.560000000000000053290705182008,2.000000000000000000000000000000,0.920000000000000039968028886506,874,264,0.655935155902057864807375153759,41,0.005
71,71_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4539,4480,0.471796570140868398723910104309,20,0.25
72,72_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4924,2039,0.530224265355616841688402018917,24,0.01
73,73_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1112,2511,0.347908774349838523232136822116,40,0.005
