trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
0,0_0,COMPLETED,SOBOL,0.579999999999999960031971113494,53.000000000000000000000000000000,0.609999999999999986677323704498,902,36,0.610355535864830045511553180404,0.412369685053825374421165861349,702,EDFSMode.RANDOM
1,1_0,COMPLETED,SOBOL,0.630000000000000004440892098501,54.000000000000000000000000000000,0.930000000000000048849813083507,4919,76,0.086396634055301541055271741243,0.774111520808190123332792609290,426,EDFSMode.RANDOM
2,2_0,COMPLETED,SOBOL,0.690000000000000057731597280508,2119.000000000000000000000000000000,1.000000000000000000000000000000,3726,25,0.873559170542284824101386675466,0.095624796483665702728771407237,119,EDFSMode.RANDOM
3,3_0,COMPLETED,SOBOL,0.510000000000000008881784197001,66.000000000000000000000000000000,0.959999999999999964472863211995,2095,65,0.338148650402203210241225406207,0.716612841241061726549332888681,952,EDFSMode.RANDOM
4,4_0,COMPLETED,SOBOL,0.550000000000000044408920985006,28.000000000000000000000000000000,0.780000000000000026645352591004,1332,1,0.144695251451805229070401992431,0.514562458440661396608106770145,799,EDFSMode.RANDOM
5,5_0,COMPLETED,SOBOL,0.640000000000000013322676295502,390.000000000000000000000000000000,0.969999999999999973354647408996,2849,60,0.677212355395779064259897950251,0.174143924321979282066052974187,272,EDFSMode.RANDOM
6,6_0,COMPLETED,SOBOL,0.619999999999999995559107901499,78.000000000000000000000000000000,0.940000000000000057731597280508,4155,41,0.403520706957206154452677537847,0.946310669559985440102423126518,467,EDFSMode.RANDOM
7,7_0,COMPLETED,SOBOL,0.530000000000000026645352591004,284.000000000000000000000000000000,0.020000000000000000416333634234,26,99,0.932383207919076029135396765923,0.366138344444334518090755636877,661,EDFSMode.RANDOM
8,8_0,COMPLETED,SOBOL,0.609999999999999986677323704498,50.000000000000000000000000000000,0.780000000000000026645352591004,549,14,0.470491116715595125707949364369,0.217992763563990582520446537274,341,EDFSMode.RANDOM
9,9_0,COMPLETED,SOBOL,0.609999999999999986677323704498,156.000000000000000000000000000000,0.979999999999999982236431605997,3944,73,0.943557632485404584876675926353,0.595465522732585683662875908340,732,EDFSMode.RANDOM
10,10_0,COMPLETED,SOBOL,0.540000000000000035527136788005,22.000000000000000000000000000000,0.930000000000000048849813083507,2745,28,0.234698362344875927076870425481,0.275491093654185559280733741616,926,EDFSMode.RANDOM
11,11_0,COMPLETED,SOBOL,0.700000000000000066613381477509,1298.000000000000000000000000000000,0.969999999999999973354647408996,1748,86,0.696313154755160201858643631567,0.912209823884069903598970086023,202,EDFSMode.RANDOM
12,12_0,COMPLETED,SOBOL,0.680000000000000048849813083507,412.000000000000000000000000000000,1.000000000000000000000000000000,2307,48,0.753351690312847543928853610851,0.864756838321685816772799171304,246,EDFSMode.RANDOM
13,13_0,COMPLETED,SOBOL,0.540000000000000035527136788005,181.000000000000000000000000000000,0.890000000000000013322676295502,3202,88,0.286894352184608569800161603780,0.446476271074265240734746384987,882,EDFSMode.RANDOM
14,14_0,COMPLETED,SOBOL,0.589999999999999968913755310496,54.000000000000000000000000000000,0.969999999999999973354647408996,4503,13,0.513165668847039291300404784124,0.672762068722397077458197145461,575,EDFSMode.RANDOM
15,15_0,COMPLETED,SOBOL,0.600000000000000088817841970013,27.000000000000000000000000000000,0.920000000000000039968028886506,1006,53,0.043053363388404250478025403481,0.014727472536265849567538310794,497,EDFSMode.RANDOM
16,16_0,COMPLETED,SOBOL,0.520000000000000017763568394003,92.000000000000000000000000000000,0.609999999999999986677323704498,1215,9,0.985651660675182950122064085008,0.986146277423948003360010261531,984,EDFSMode.RANDOM
17,17_0,COMPLETED,SOBOL,0.700000000000000066613381477509,1330.000000000000000000000000000000,0.989999999999999991118215802999,4606,57,0.458007480917498488448558191521,0.326128317847847959409790519203,145,EDFSMode.RANDOM
18,18_0,COMPLETED,SOBOL,0.600000000000000088817841970013,105.000000000000000000000000000000,0.940000000000000057731597280508,3411,44,0.745830995036289134958451541024,0.552440527029335548547805956332,401,EDFSMode.RANDOM
19,19_0,COMPLETED,SOBOL,0.520000000000000017763568394003,66.000000000000000000000000000000,0.900000000000000022204460492503,2410,92,0.214044788638129840352419819283,0.136074795950204135985828202138,671,EDFSMode.RANDOM
20,20_0,COMPLETED,SOBOL,0.570000000000000062172489379009,52.000000000000000000000000000000,0.950000000000000066613381477509,1645,30,0.266118967177346343877530898681,0.088869269799441097390513277787,631,EDFSMode.RANDOM
21,21_0,COMPLETED,SOBOL,0.600000000000000088817841970013,153.000000000000000000000000000000,0.959999999999999964472863211995,2535,84,0.802747689550742493658219700592,0.723665549725294066085723443393,442,EDFSMode.RANDOM
22,22_0,COMPLETED,SOBOL,0.650000000000000022204460492503,51.000000000000000000000000000000,0.950000000000000066613381477509,3841,17,0.030691568633541464750091876112,0.403672323249280429191543362322,298,EDFSMode.RANDOM
23,23_0,COMPLETED,SOBOL,0.579999999999999960031971113494,677.000000000000000000000000000000,0.200000000000000011102230246252,339,71,0.555381508337333795743973041681,0.783120831672102224452203245164,830,EDFSMode.RANDOM
24,24_0,COMPLETED,SOBOL,0.609999999999999986677323704498,100.000000000000000000000000000000,0.670000000000000039968028886506,236,43,0.097296485004946586805374408868,0.634971324753016208575218115584,171,EDFSMode.RANDOM
25,25_0,COMPLETED,SOBOL,0.570000000000000062172489379009,3936.000000000000000000000000000000,0.910000000000000031086244689504,4257,97,0.566677773946896223833391559310,0.052815398305654528976482708913,900,EDFSMode.RANDOM
26,26_0,COMPLETED,SOBOL,0.560000000000000053290705182008,21.000000000000000000000000000000,0.890000000000000013322676295502,3059,4,0.356487541714683164872923271105,0.825024259231984635754031387478,757,EDFSMode.RANDOM
