trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,feature_id,threshold,window_size
0,0_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,2326,43,0.432480967223644263697224232601,2489
1,1_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,4255,11,0.639319032510742513153445543139,2737
2,2_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,3580,55,0.198467623921111224749580514981,1076
3,3_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,500,32,0.997868174336850599637216419069,3836
4,4_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,650,71,0.520129094339907172006576274725,4848
5,5_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,2811,22,0.282590952711179843603872541280,220
6,6_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,4402,45,0.847460274046286987648102240200,3443
7,7_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,1558,5,0.079734652865678073974109452138,1313
8,8_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,1692,60,0.779058922618627525125134525297,469
9,9_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,4850,28,0.042048726880922912552129844244,4465
10,10_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,2945,38,0.607634788228198940984725595627,1866
11,11_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,1096,16,0.338437068324536072250197094036,3379
12,12_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,14,49,0.172819168802350764391206894288,2826
13,13_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,3407,0,0.878154688118025661403009962669,1951
14,14_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,3768,66,0.438050476083531981075225303357,4236
15,15_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,2153,25,0.737948500975966426018715083046,853
16,16_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,1907,63,0.014551494169980288412302726897,3718
17,17_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,4049,22,0.805713425165042296249851005996,1507
18,18_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,3160,53,0.373072077410295632748926664135,4808
19,19_0,COMPLETED,SOBOL,0.959999999999999964472863211995,2.000000000000000000000000000000,0.440000000000000002220446049250,295,3,0.571671528853476051956761239126,104
20,20_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,1088,37,0.909305811844766109786064589571,1114
21,21_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,2997,15,0.148843951614573588582146612680,3955
22,22_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,4843,61,0.706481866499409028037348434736,2216
23,23_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,1742,30,0.476207496974617228158166426510,2540
24,24_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,1252,49,0.664752356693148582778007948946,4196
25,25_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,4665,8,0.403762565443292253952733972255,737
26,26_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,2506,68,0.961169260440394301880928651372,3101
27,27_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,910,19,0.232366974767297507220575880638,2145
