trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
0,0_0,COMPLETED,SOBOL,0.910000000000000031086244689504,8.000000000000000000000000000000,0.000000000000000000000000000000,763,0.594976706743240324470889390795,0.540360630035400357762398471095,2672,3071,1512
1,1_0,COMPLETED,SOBOL,0.920000000000000039968028886506,199.000000000000000000000000000000,1.000000000000000000000000000000,4718,0.470888319557532686321366099946,0.044310782324522735020622121738,2041,130,3922
2,2_0,COMPLETED,SOBOL,0.910000000000000031086244689504,8.000000000000000000000000000000,0.000000000000000000000000000000,3622,0.941249441439285905453004943411,0.949147561579942733445136582304,4927,2454,3214
3,3_0,COMPLETED,SOBOL,0.910000000000000031086244689504,8.000000000000000000000000000000,0.000000000000000000000000000000,2187,0.071097784031182525987802023337,0.447129867296665928222410002491,558,4494,648
4,4_0,COMPLETED,SOBOL,0.910000000000000031086244689504,114.000000000000000000000000000000,1.000000000000000000000000000000,1417,0.784527553474530625621241597401,0.218288039041683090690781909871,1036,4239,2416
5,5_0,COMPLETED,SOBOL,0.910000000000000031086244689504,8.000000000000000000000000000000,0.000000000000000000000000000000,3087,0.157556401342153540312551740499,0.714334351086989061130338996009,4174,1315,4962
6,6_0,COMPLETED,SOBOL,0.910000000000000031086244689504,160.000000000000000000000000000000,1.000000000000000000000000000000,4197,0.630831357795745173433488162118,0.308253915769979347505369560167,1289,1102,2858
7,7_0,COMPLETED,SOBOL,0.910000000000000031086244689504,9.000000000000000000000000000000,0.000000000000000000000000000000,8,0.255796968901529919726556272508,0.810275182897224999223340091703,3150,3199,467
8,8_0,COMPLETED,SOBOL,0.910000000000000031086244689504,48.000000000000000000000000000000,1.000000000000000000000000000000,558,0.879847352690994788382283786632,0.322961893245577835731552340803,3824,490,1085
9,9_0,COMPLETED,SOBOL,0.910000000000000031086244689504,9.000000000000000000000000000000,0.000000000000000000000000000000,3946,0.007747965527698397886213754759,0.826739408370107398127402120735,693,2552,3480
