trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
0,0_0,COMPLETED,SOBOL,0.470000000000000028865798640254,26.000000000000000000000000000000,0.650000000000000022204460492503,3237,4986,0.035143279239535335500832502476,0.169205939799547205870666743976
1,1_0,COMPLETED,SOBOL,0.419999999999999984456877655248,19.000000000000000000000000000000,0.110000000000000000555111512313,231,1987,0.729836479574441865381118077494,0.609075599832460290450342199620
2,2_0,COMPLETED,SOBOL,0.510000000000000008881784197001,38.000000000000000000000000000000,0.460000000000000019984014443253,1752,3726,0.460292683631181698267198498797,0.251499146187677991015618772508
3,3_0,COMPLETED,SOBOL,0.510000000000000008881784197001,52.000000000000000000000000000000,0.670000000000000039968028886506,4841,707,0.780293475911021272573009355256,0.939039328863844224848378416937
4,4_0,COMPLETED,SOBOL,0.560000000000000053290705182008,47.000000000000000000000000000000,0.969999999999999973354647408996,3995,2512,0.563877317685633872024197899009,0.760746624084189582148951558338
5,5_0,COMPLETED,SOBOL,0.619999999999999995559107901499,190.000000000000000000000000000000,1.000000000000000000000000000000,1934,516,0.134826159480959190117843604639,0.446360299570485952180831645819
6,6_0,COMPLETED,SOBOL,0.410000000000000031086244689504,18.000000000000000000000000000000,0.119999999999999995559107901499,950,3772,0.926638635281473388438655547361,0.661887470269575728387678736908
7,7_0,COMPLETED,SOBOL,0.550000000000000044408920985006,53.000000000000000000000000000000,0.989999999999999991118215802999,3104,1796,0.372426953215152012344191234661,0.099825854053720838865437769982
8,8_0,COMPLETED,SOBOL,0.489999999999999991118215802999,26.000000000000000000000000000000,0.830000000000000071054273576010,2777,3144,0.980008279269561133340005198988,0.424792841823771583076307933879
9,9_0,COMPLETED,SOBOL,0.500000000000000000000000000000,33.000000000000000000000000000000,0.390000000000000013322676295502,632,1133,0.285928314289078111531949843993,0.860275098724290754326204933022
10,10_0,COMPLETED,SOBOL,0.359999999999999986677323704498,13.000000000000000000000000000000,0.470000000000000028865798640254,2232,4404,0.524156002720817970619293646450,0.031477867567911745061426387338
11,11_0,COMPLETED,SOBOL,0.579999999999999960031971113494,57.000000000000000000000000000000,0.969999999999999973354647408996,4302,2413,0.203793241566047084178947557120,0.714633973648771680942104467249
12,12_0,COMPLETED,SOBOL,0.520000000000000017763568394003,42.000000000000000000000000000000,0.979999999999999982236431605997,4514,4360,0.388900441685691489190901393158,0.521235061498358853704360171832
13,13_0,COMPLETED,SOBOL,0.589999999999999968913755310496,68.000000000000000000000000000000,0.969999999999999973354647408996,1434,1365,0.818556745225563653356459781207,0.210257728321477765920377578368
14,14_0,COMPLETED,SOBOL,0.350000000000000033306690738755,18.000000000000000000000000000000,0.100000000000000005551115123126,528,3099,0.120191486651077872327419981957,0.929167785907164200942531806504
15,15_0,COMPLETED,SOBOL,0.609999999999999986677323704498,779.000000000000000000000000000000,1.000000000000000000000000000000,3544,85,0.674034061590209621073199741659,0.370519443979486828855129942895
16,16_0,COMPLETED,SOBOL,0.530000000000000026645352591004,48.000000000000000000000000000000,0.969999999999999973354647408996,3636,2955,0.280704216904938241849976066078,0.630087688541039803169496735791
17,17_0,COMPLETED,SOBOL,0.609999999999999986677323704498,108.000000000000000000000000000000,1.000000000000000000000000000000,398,268,0.958215406112372880542693565076,0.069246784100309016762864189332
18,18_0,COMPLETED,SOBOL,0.410000000000000031086244689504,25.000000000000000000000000000000,0.239999999999999991118215802999,1372,4195,0.229758250288665283322941945698,0.789378906754776843435195132770
19,19_0,COMPLETED,SOBOL,0.600000000000000088817841970013,104.000000000000000000000000000000,0.989999999999999991118215802999,4537,1489,0.533553068466484536891414336424,0.480106838839128635676445355784
20,20_0,COMPLETED,SOBOL,0.479999999999999982236431605997,33.000000000000000000000000000000,0.820000000000000062172489379009,4123,4544,0.870836021181195962803656129836,0.284027449762448647163637360791
21,21_0,COMPLETED,SOBOL,0.320000000000000006661338147751,16.000000000000000000000000000000,0.149999999999999994448884876874,2450,2236,0.426561112385243190736616725189,0.968889787742868047182298596454
22,22_0,COMPLETED,SOBOL,0.470000000000000028865798640254,26.000000000000000000000000000000,0.260000000000000008881784197001,919,3303,0.632749588351696701238324749283,0.141307007519528265993002946743
23,23_0,COMPLETED,SOBOL,0.540000000000000035527136788005,60.000000000000000000000000000000,1.000000000000000000000000000000,2529,1014,0.064287337418645618125623286687,0.574595735268667362483085980784
24,24_0,COMPLETED,SOBOL,0.320000000000000006661338147751,9.000000000000000000000000000000,0.000000000000000000000000000000,2847,3926,0.704145111290737979459208872868,0.900784847592934978521839184396
25,25_0,COMPLETED,SOBOL,0.579999999999999960031971113494,53.000000000000000000000000000000,0.780000000000000026645352591004,1247,1603,0.026020805699750782641332946810,0.336531144747510557735381553357
26,26_0,COMPLETED,SOBOL,0.369999999999999995559107901499,16.000000000000000000000000000000,0.770000000000000017763568394003,2143,2685,0.785792165501043249342671970226,0.553272766379639513445454213070
27,27_0,COMPLETED,SOBOL,0.609999999999999986677323704498,283.000000000000000000000000000000,1.000000000000000000000000000000,3825,381,0.482359197227284319797746547920,0.240591231243684894325340906107
28,28_0,COMPLETED,SOBOL,0.510000000000000008881784197001,42.000000000000000000000000000000,0.989999999999999991118215802999,4854,3578,0.176385210053995239443125342405,0.059618525421246890139137519782
29,29_0,COMPLETED,SOBOL,0.600000000000000088817841970013,88.000000000000000000000000000000,0.979999999999999982236431605997,1700,896,0.620055092485621517361948917824,0.748864464113488836893850475462
30,30_0,COMPLETED,SOBOL,0.320000000000000006661338147751,12.000000000000000000000000000000,0.020000000000000000416333634234,91,4819,0.320421302827075149544100440835,0.392510075537487845842576916766
31,31_0,COMPLETED,SOBOL,0.500000000000000000000000000000,40.000000000000000000000000000000,0.670000000000000039968028886506,3338,2117,0.889252541916444871894498191978,0.830186686949804464319413455087
32,32_0,COMPLETED,SOBOL,0.500000000000000000000000000000,28.000000000000000000000000000000,0.890000000000000013322676295502,3403,3647,0.504907023282721634238612296031,0.585985663484781982290883206588
33,33_0,COMPLETED,SOBOL,0.340000000000000024424906541753,18.000000000000000000000000000000,0.010000000000000000208166817117,5,631,0.201596178608015180744317262906,0.152329375229775909605933748026
34,34_0,COMPLETED,SOBOL,0.320000000000000006661338147751,8.000000000000000000000000000000,0.000000000000000000000000000000,1605,4907,0.984634314732626081401178907981,0.988923514846712370385262147465
35,35_0,COMPLETED,SOBOL,0.600000000000000088817841970013,72.000000000000000000000000000000,0.979999999999999982236431605997,4929,1910,0.306631537886336458242908520333,0.303941432684659951224404039749
36,36_0,COMPLETED,SOBOL,0.470000000000000028865798640254,35.000000000000000000000000000000,0.959999999999999964472863211995,3888,3857,0.101910450501367447206924055081,0.499167711388319723653239634586
37,37_0,COMPLETED,SOBOL,0.359999999999999986677323704498,14.000000000000000000000000000000,0.849999999999999977795539507497,2060,1868,0.670863337306305762552938176668,0.808316228054463903340831620881
38,38_0,COMPLETED,SOBOL,0.510000000000000008881784197001,39.000000000000000000000000000000,0.429999999999999993338661852249,1154,2596,0.394500131038948875783489711466,0.081609328929334881697066350625
39,39_0,COMPLETED,SOBOL,0.600000000000000088817841970013,83.000000000000000000000000000000,1.000000000000000000000000000000,2919,588,0.838292018098756641641955411615,0.642086479932069797982308045903
40,40_0,COMPLETED,SOBOL,0.369999999999999995559107901499,11.000000000000000000000000000000,0.130000000000000004440892098501,2612,4474,0.447873583953827592019081293984,0.818187655758112697412798297592
41,41_0,COMPLETED,SOBOL,0.470000000000000028865798640254,28.000000000000000000000000000000,0.330000000000000015543122344752,857,2500,0.751789573963731472261429189530,0.380147766791284091869584926826
42,42_0,COMPLETED,SOBOL,0.410000000000000031086244689504,18.000000000000000000000000000000,0.709999999999999964472863211995,2378,3214,0.062192944463342426930640982619,0.729927378896623846316060735262
43,43_0,COMPLETED,SOBOL,0.600000000000000088817841970013,110.000000000000000000000000000000,0.979999999999999982236431605997,4215,1220,0.739826614182442443556908528990,0.040557413071393967618494258431
44,44_0,COMPLETED,SOBOL,0.540000000000000035527136788005,44.000000000000000000000000000000,0.959999999999999964472863211995,4622,3025,0.913238260142505198224682771979,0.220677484404295687347996590688
45,45_0,FAILED,SOBOL,,,,1307,4,0.344898608691990349317535446971,0.533238799475133418148686814675
46,46_0,COMPLETED,SOBOL,0.350000000000000033306690738755,18.000000000000000000000000000000,0.070000000000000006661338147751,323,4285,0.589951418049633469209425129520,0.325508537236601114273071289062
47,47_0,COMPLETED,SOBOL,0.560000000000000053290705182008,56.000000000000000000000000000000,0.979999999999999982236431605997,3731,1283,0.145797562114894391216424196500,0.889395155459642428041888706503
48,48_0,COMPLETED,SOBOL,0.479999999999999982236431605997,27.000000000000000000000000000000,0.780000000000000026645352591004,3471,4116,0.805042040938511505032693094108,0.111942872747778893183223658525
49,49_0,COMPLETED,SOBOL,0.520000000000000017763568394003,33.000000000000000000000000000000,0.419999999999999984456877655248,622,1412,0.484557275155559186163856111307,0.674124114174395772103309809609
50,50_0,COMPLETED,SOBOL,0.520000000000000017763568394003,38.000000000000000000000000000000,0.510000000000000008881784197001,1518,2875,0.699518187263980517620609589358,0.465179393567144883192554516427
51,51_0,FAILED,SOBOL,,,,4450,191,0.005316574567928910623193505813,0.779933397557586394199802271032
52,52_0,COMPLETED,SOBOL,0.289999999999999980015985556747,12.000000000000000000000000000000,0.050000000000000002775557561563,4231,3387,0.338701324006542570099753675095,0.958835024997591989226464193052
53,53_0,COMPLETED,SOBOL,0.479999999999999982236431605997,39.000000000000000000000000000000,0.989999999999999991118215802999,2323,1086,0.892422370200976700083117520990,0.271658714730292571992720240814
54,54_0,COMPLETED,SOBOL,0.460000000000000019984014443253,18.000000000000000000000000000000,0.149999999999999994448884876874,714,4628,0.170786528235301382494526478695,0.620216254331171557012680750631
55,55_0,COMPLETED,SOBOL,0.489999999999999991118215802999,35.000000000000000000000000000000,0.979999999999999982236431605997,2715,2308,0.600320708176121153876181324449,0.180470021929591883935728446886
56,56_0,COMPLETED,SOBOL,0.479999999999999982236431605997,40.000000000000000000000000000000,0.959999999999999964472863211995,3013,2755,0.242178245965391392147125770862,0.359255117401480694727666787003
57,57_0,COMPLETED,SOBOL,0.510000000000000008881784197001,44.000000000000000000000000000000,0.470000000000000028865798640254,1021,468,0.562057985384017189112171308807,0.918027367491275114730342465919
58,58_0,COMPLETED,SOBOL,0.520000000000000017763568394003,33.000000000000000000000000000000,0.470000000000000028865798640254,1995,3995,0.253653663117438532559333452809,0.190098395861685282026698473601
59,59_0,COMPLETED,SOBOL,0.589999999999999968913755310496,80.000000000000000000000000000000,0.989999999999999991118215802999,3914,1689,0.948224263969808855989640505868,0.501439125563949317232470548333
60,60_0,COMPLETED,SOBOL,0.470000000000000028865798640254,40.000000000000000000000000000000,0.530000000000000026645352591004,4747,4744,0.646148948520421928520818255492,0.695447436258196827196798039949
61,61_0,COMPLETED,SOBOL,0.579999999999999960031971113494,59.000000000000000000000000000000,0.890000000000000013322676295502,1826,2035,0.091814785942435264698424646213,0.012658533770591021139217957625
62,62_0,COMPLETED,SOBOL,0.320000000000000006661338147751,8.000000000000000000000000000000,0.000000000000000000000000000000,295,3503,0.844762928351759923017993969552,0.848038215018808827494467550423
63,63_0,COMPLETED,SOBOL,0.600000000000000088817841970013,82.000000000000000000000000000000,1.000000000000000000000000000000,3153,814,0.415590598315000558926612939104,0.412676059212535639719732216690
64,64_0,COMPLETED,SOBOL,0.320000000000000006661338147751,13.000000000000000000000000000000,0.040000000000000000832667268469,3204,2619,0.822839664978906482062370741914,0.912206399753689778364673657052
65,65_0,COMPLETED,SOBOL,0.560000000000000053290705182008,39.000000000000000000000000000000,0.470000000000000028865798640254,265,565,0.378762247828766718260595780521,0.349474750746041562532440138966
66,66_0,COMPLETED,SOBOL,0.510000000000000008881784197001,36.000000000000000000000000000000,0.440000000000000002220446049250,1874,3898,0.686190057186409796408099737164,0.511089999862015198495157619618
67,67_0,COMPLETED,SOBOL,0.600000000000000088817841970013,64.000000000000000000000000000000,0.979999999999999982236431605997,4720,1824,0.117773966951295730454241095231,0.196033627685159445031004565863
68,68_0,COMPLETED,SOBOL,0.520000000000000017763568394003,31.000000000000000000000000000000,0.790000000000000035527136788005,3961,4879,0.291201075406745057971846790679,0.002878155961632728604415731866
69,69_0,COMPLETED,SOBOL,0.579999999999999960031971113494,59.000000000000000000000000000000,0.920000000000000039968028886506,1967,1939,0.968880251483991705718779030576,0.689626479674130710151302992017
70,70_0,COMPLETED,SOBOL,0.440000000000000002220446049250,29.000000000000000000000000000000,0.289999999999999980015985556747,1071,3600,0.216908621983602639682331414406,0.418611294753849505489995408425
71,71_0,COMPLETED,SOBOL,0.579999999999999960031971113494,56.000000000000000000000000000000,0.989999999999999991118215802999,2982,679,0.520779105635359895742908520333,0.857689085599035005991197522235
72,72_0,COMPLETED,SOBOL,0.440000000000000002220446049250,20.000000000000000000000000000000,0.600000000000000088817841970013,2665,4251,0.130421350352466103306170452925,0.680006073072552674751989343349
73,73_0,COMPLETED,SOBOL,0.540000000000000035527136788005,40.000000000000000000000000000000,0.560000000000000053290705182008,744,1315,0.574137393482029412261624656821,0.121662307728081939273145906100
74,74_0,COMPLETED,SOBOL,0.380000000000000004440892098501,21.000000000000000000000000000000,0.680000000000000048849813083507,2275,2972,0.360149187214672539258941696971,0.770099698491394479837879316619
75,75_0,COMPLETED,SOBOL,0.589999999999999968913755310496,845.000000000000000000000000000000,1.000000000000000000000000000000,4259,56,0.929177917949855380896906353883,0.459426927026361231476414559438
76,76_0,COMPLETED,SOBOL,0.520000000000000017763568394003,43.000000000000000000000000000000,0.950000000000000066613381477509,4402,3252,0.724441836517304205145251216891,0.281378138557076440395832150898
77,77_0,COMPLETED,SOBOL,0.540000000000000035527136788005,52.000000000000000000000000000000,0.460000000000000019984014443253,1546,1183,0.046393196400254965716669630638,0.964716995049268000173015025211
78,78_0,COMPLETED,SOBOL,0.400000000000000022204460492503,19.000000000000000000000000000000,0.110000000000000000555111512313,572,4531,0.767056332524865824851190154732,0.174717559106647962741121204999
79,79_0,COMPLETED,SOBOL,0.530000000000000026645352591004,62.000000000000000000000000000000,0.989999999999999991118215802999,3501,2443,0.463791351120919015382781935841,0.610382551547139828862498234230
80,80_0,COMPLETED,SOBOL,0.470000000000000028865798640254,29.000000000000000000000000000000,0.729999999999999982236431605997,3681,4650,0.615695968171581675676407030551,0.389981406372040484420438133384
81,81_0,COMPLETED,SOBOL,0.410000000000000031086244689504,22.000000000000000000000000000000,0.149999999999999994448884876874,353,2283,0.186599601035937673332298913920,0.823940181784331815428856771177
82,82_0,COMPLETED,SOBOL,0.510000000000000008881784197001,30.000000000000000000000000000000,0.350000000000000033306690738755,1259,3430,0.877172743445262304007314924092,0.034675513658672572903096664731
83,83_0,COMPLETED,SOBOL,0.619999999999999995559107901499,99.000000000000000000000000000000,0.989999999999999991118215802999,4650,1044,0.322762617966160181293133746294,0.720207884430885347804007778905
84,84_0,COMPLETED,SOBOL,0.550000000000000044408920985006,47.000000000000000000000000000000,0.989999999999999991118215802999,4167,2848,0.020702304000034928155304925212,0.538991321783512833398788188788
85,85_0,COMPLETED,SOBOL,0.619999999999999995559107901499,114.000000000000000000000000000000,1.000000000000000000000000000000,2405,220,0.715318887094035793516866306163,0.230511127702891838175958127977
86,86_0,COMPLETED,SOBOL,0.359999999999999986677323704498,12.000000000000000000000000000000,0.029999999999999998889776975375,806,4069,0.469289564827457095219642724260,0.879675672147423037827707048564
87,87_0,COMPLETED,SOBOL,0.500000000000000000000000000000,37.000000000000000000000000000000,1.000000000000000000000000000000,2642,1460,0.789123322004452343314540030406,0.319626626670360569626438973501
88,88_0,COMPLETED,SOBOL,0.460000000000000019984014443253,30.000000000000000000000000000000,0.810000000000000053290705182008,2969,3470,0.431041999667882924640593955701,0.142678441446274506532176928886
89,89_0,COMPLETED,SOBOL,0.600000000000000088817841970013,75.000000000000000000000000000000,0.979999999999999982236431605997,1124,847,0.860499859794974342186435478652,0.580050491146743341097646862181
90,90_0,COMPLETED,SOBOL,0.320000000000000006661338147751,12.000000000000000000000000000000,0.450000000000000011102230246252,2108,4691,0.076489017829298969197715507562,0.309762459907680753889991365213
91,91_0,COMPLETED,SOBOL,0.320000000000000006661338147751,10.000000000000000000000000000000,0.000000000000000000000000000000,3860,2087,0.630286383837461494650256099703,0.998703822016716036280570278905
92,92_0,COMPLETED,SOBOL,0.340000000000000024424906541753,14.000000000000000000000000000000,0.059999999999999997779553950750,4977,4033,0.963655678216367994615154657367,0.802381051998585448359335714485
93,93_0,COMPLETED,SOBOL,0.579999999999999960031971113494,88.000000000000000000000000000000,0.940000000000000057731597280508,1577,1652,0.269408678133040646596185752060,0.489516781322658078856591146177
94,94_0,COMPLETED,SOBOL,0.340000000000000024424906541753,16.000000000000000000000000000000,0.020000000000000000416333634234,56,2813,0.546744590241462047330855966720,0.651866798255592572175487475761
95,95_0,COMPLETED,SOBOL,0.609999999999999986677323704498,181.000000000000000000000000000000,1.000000000000000000000000000000,3373,412,0.226305211845785392288377124714,0.087430344998836520553631146413
96,96_0,COMPLETED,SOBOL,0.479999999999999982236431605997,32.000000000000000000000000000000,0.820000000000000062172489379009,3290,3826,0.356978407163172972715869946114,0.330778644746169470103325238597
97,97_0,COMPLETED,SOBOL,0.369999999999999995559107901499,17.000000000000000000000000000000,0.029999999999999998889776975375,119,1740,0.910896945003420110964498235262,0.890951241472735966375751104351
98,98_0,COMPLETED,SOBOL,0.550000000000000044408920985006,51.000000000000000000000000000000,0.640000000000000013322676295502,1649,2547,0.150156686428934343924268546289,0.250310692248865929165901889064
99,99_0,COMPLETED,SOBOL,0.619999999999999995559107901499,208.000000000000000000000000000000,1.000000000000000000000000000000,4885,481,0.579737027067691035320251558005,0.559154639767482919410213071387
100,100_0,COMPLETED,SOBOL,0.400000000000000022204460492503,15.000000000000000000000000000000,0.190000000000000002220446049250,3775,3677,0.764859206363558752350684244448,0.739030846839770716449891097000
101,101_0,COMPLETED,SOBOL,0.489999999999999991118215802999,30.000000000000000000000000000000,1.000000000000000000000000000000,2173,758,0.444542427450418498047213233804,0.053866036573424938560528119069
102,102_0,COMPLETED,SOBOL,0.320000000000000006661338147751,8.000000000000000000000000000000,0.000000000000000000000000000000,1199,4956,0.745145115882158259879020079097,0.836068564055487462027826950361
103,103_0,COMPLETED,SOBOL,0.510000000000000008881784197001,33.000000000000000000000000000000,0.979999999999999982236431605997,2874,2018,0.051019168660044668384134780581,0.402229532824829205672756415879
104,104_0,COMPLETED,SOBOL,0.419999999999999984456877655248,32.000000000000000000000000000000,0.800000000000000044408920985006,2577,3054,0.658661656895652369847482532350,0.075181982463225729973466116007
105,105_0,COMPLETED,SOBOL,0.609999999999999986677323704498,176.000000000000000000000000000000,0.969999999999999973354647408996,891,130,0.104373655015602709306143935919,0.639738655785098697670321143960
106,106_0,COMPLETED,SOBOL,0.410000000000000031086244689504,16.000000000000000000000000000000,0.530000000000000026645352591004,2500,4333,0.833811130816116907737978181103,0.470326498208567478354069635316
107,107_0,COMPLETED,SOBOL,0.600000000000000088817841970013,75.000000000000000000000000000000,0.989999999999999991118215802999,4093,1390,0.404836292425170551911861593908,0.783557853506878010385605648480
108,108_0,COMPLETED,SOBOL,0.320000000000000006661338147751,11.000000000000000000000000000000,0.000000000000000000000000000000,4587,4445,0.188404656833037725816026863868,0.978540743833407722362949243688
