trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
0,0_0,COMPLETED,SOBOL,0.750000000000000000000000000000,3391.000000000000000000000000000000,1.000000000000000000000000000000,2386,0.255329979419708252841303419700,0.507544775724411034723004831903,4883,534,1422
1,1_0,COMPLETED,SOBOL,0.760000000000000008881784197001,11580.000000000000000000000000000000,1.000000000000000000000000000000,3573,0.697930813770741176327305765881,0.131857694972306482839030650211,1753,3707,4342
2,2_0,COMPLETED,SOBOL,0.760000000000000008881784197001,11662.000000000000000000000000000000,1.000000000000000000000000000000,4829,0.106203256919980046357743219687,0.887624555671587600613747781608,2671,4362,2736
3,3_0,COMPLETED,SOBOL,0.760000000000000008881784197001,7116.000000000000000000000000000000,1.000000000000000000000000000000,1172,0.909409234710037761573175885133,0.262441118402406581289199039020,801,2380,519
4,4_0,COMPLETED,SOBOL,0.739999999999999991118215802999,1243.000000000000000000000000000000,1.000000000000000000000000000000,253,0.241882340313866739389681015382,0.063685038089752191159398364562,315,1624,1895
5,5_0,COMPLETED,SOBOL,0.770000000000000017763568394003,13700.000000000000000000000000000000,1.000000000000000000000000000000,3755,0.804849248642101833262074705999,0.688742842119187126392887421389,3445,4797,4814
6,6_0,COMPLETED,SOBOL,0.760000000000000008881784197001,3097.000000000000000000000000000000,1.000000000000000000000000000000,2538,0.398813791749998924895947993718,0.447697270052507534376928788333,1902,2950,3207
7,7_0,COMPLETED,SOBOL,0.760000000000000008881784197001,11610.000000000000000000000000000000,1.000000000000000000000000000000,1508,0.585581325178965883537784975488,0.823251114582642884442975628190,3772,968,991
8,8_0,COMPLETED,SOBOL,0.760000000000000008881784197001,8724.000000000000000000000000000000,1.000000000000000000000000000000,1683,0.024577866561710834392151525662,0.413647256540134566904498569784,3250,3349,201
9,9_0,COMPLETED,SOBOL,0.760000000000000008881784197001,6201.000000000000000000000000000000,1.000000000000000000000000000000,3026,0.959847244039177871499646244047,0.787130204861983706621231249301,120,272,3063
10,10_0,COMPLETED,SOBOL,0.760000000000000008881784197001,10288.000000000000000000000000000000,1.000000000000000000000000000000,4282,0.366677273195236907987748509186,0.045227019757032395352869258431,4203,2177,4035
