trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
0,0_0,COMPLETED,SOBOL,0.289999999999999980015985556747,897.000000000000000000000000000000,1.000000000000000000000000000000,1111,995,0.594489164113998436178576412203,6,0.01
1,1_0,COMPLETED,SOBOL,0.149999999999999994448884876874,1706.000000000000000000000000000000,0.920000000000000039968028886506,4475,4818,0.059272476335987450690723221669,36,0.001
2,2_0,COMPLETED,SOBOL,0.170000000000000012212453270877,954.000000000000000000000000000000,1.000000000000000000000000000000,2548,1440,0.258801034513860939156870699662,48,0.01
3,3_0,COMPLETED,SOBOL,0.200000000000000011102230246252,836.000000000000000000000000000000,0.670000000000000039968028886506,1870,2773,0.831113557403907132759002251987,19,0.005
4,4_0,COMPLETED,SOBOL,0.250000000000000000000000000000,1388.000000000000000000000000000000,0.950000000000000066613381477509,1979,2078,0.165184123000130050895606359518,43,0.001
5,5_0,COMPLETED,SOBOL,0.170000000000000012212453270877,810.000000000000000000000000000000,1.000000000000000000000000000000,3605,3401,0.737131533581763531692843116616,24,0.005
6,6_0,COMPLETED,SOBOL,0.450000000000000011102230246252,3051.000000000000000000000000000000,1.000000000000000000000000000000,4373,333,0.936629387980327021701043577195,13,0.25
7,7_0,COMPLETED,SOBOL,0.029999999999999998889776975375,1264.000000000000000000000000000000,0.010000000000000000208166817117,42,4166,0.401778293970972311122125120164,29,0.1
8,8_0,COMPLETED,SOBOL,0.130000000000000004440892098501,956.000000000000000000000000000000,0.230000000000000009992007221626,383,1634,0.771346827376633847883624639508,26,0.25
9,9_0,COMPLETED,SOBOL,0.200000000000000011102230246252,790.000000000000000000000000000000,1.000000000000000000000000000000,4030,2966,0.325862597336992632079955001245,9,0.05
10,10_0,COMPLETED,SOBOL,0.340000000000000024424906541753,920.000000000000000000000000000000,1.000000000000000000000000000000,3306,797,0.123912976358085874517556135288,21,0.1
11,11_0,COMPLETED,SOBOL,0.050000000000000002775557561563,952.000000000000000000000000000000,0.489999999999999991118215802999,2285,4621,0.536199327325448393821716308594,39,0.001
12,12_0,COMPLETED,SOBOL,0.470000000000000028865798640254,3949.000000000000000000000000000000,1.000000000000000000000000000000,1524,219,0.467773996761068677763262257940,16,0.025
13,13_0,COMPLETED,SOBOL,0.110000000000000000555111512313,916.000000000000000000000000000000,0.709999999999999964472863211995,2887,4051,0.879938649822026519586870563217,45,0.25
14,14_0,COMPLETED,SOBOL,0.239999999999999991118215802999,828.000000000000000000000000000000,1.000000000000000000000000000000,4779,2197,0.677958325063809708055373448587,33,0.05
