trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
0,0_0,COMPLETED,SOBOL,0.719999999999999973354647408996,325.000000000000000000000000000000,1.000000000000000000000000000000,2982,2079,0.615678411602973985061737494107,32,0.025
1,1_0,COMPLETED,SOBOL,0.660000000000000031086244689504,152.000000000000000000000000000000,0.500000000000000000000000000000,2328,4566,0.313293533017858838451985548090,4,0.25
2,2_0,COMPLETED,SOBOL,0.800000000000000044408920985006,1440.000000000000000000000000000000,1.000000000000000000000000000000,1189,268,0.170407552102580656105956791180,15,0.05
3,3_0,COMPLETED,SOBOL,0.719999999999999973354647408996,612.000000000000000000000000000000,0.989999999999999991118215802999,4129,2776,0.900621302612125917974594813131,40,0.005
4,4_0,COMPLETED,SOBOL,0.770000000000000017763568394003,1101.000000000000000000000000000000,1.000000000000000000000000000000,4934,641,0.438068238062784054420717438916,24,0.025
5,5_0,COMPLETED,SOBOL,0.680000000000000048849813083507,207.000000000000000000000000000000,0.119999999999999995559107901499,373,3192,0.740396012488752641722555836168,50,0.05
6,6_0,COMPLETED,SOBOL,0.750000000000000000000000000000,804.000000000000000000000000000000,1.000000000000000000000000000000,1737,1389,0.775903644099831590885685272951,35,0.25
7,7_0,COMPLETED,SOBOL,0.700000000000000066613381477509,337.000000000000000000000000000000,0.920000000000000039968028886506,3583,3842,0.045632757829502226809559317644,7,0.001
8,8_0,FAILED,SOBOL,,,,3346,541,0.968557003909721991874448576709,12,0.001
9,9_0,COMPLETED,SOBOL,0.709999999999999964472863211995,333.000000000000000000000000000000,0.450000000000000011102230246252,1344,2969,0.209685544423758973842097930174,36,0.005
10,10_0,COMPLETED,SOBOL,0.680000000000000048849813083507,183.000000000000000000000000000000,0.119999999999999995559107901499,298,2431,0.308613219883292932976814881840,44,0.1
11,11_0,COMPLETED,SOBOL,0.680000000000000048849813083507,298.000000000000000000000000000000,0.859999999999999986677323704498,4390,4998,0.513143099701032001647149627388,22,0.01
12,12_0,COMPLETED,SOBOL,0.739999999999999991118215802999,715.000000000000000000000000000000,1.000000000000000000000000000000,4052,1583,0.084842222929000857267745061563,41,0.05
13,13_0,COMPLETED,SOBOL,0.680000000000000048849813083507,190.000000000000000000000000000000,0.149999999999999994448884876874,644,4115,0.843892644347623011036318985134,19,0.001
14,14_0,FAILED,SOBOL,,,,2092,1072,0.637807429520413249335319960664,2,0.001
