trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,max_window_size,min_window_size,min_p_value
76,76_0,COMPLETED,SOBOL,0.530000000000000026645352591004,44.000000000000000000000000000000,0.989999999999999991118215802999,3125,2876,632,0.951732704242877702860425870313
77,77_0,COMPLETED,SOBOL,0.300000000000000044408920985006,10.000000000000000000000000000000,0.029999999999999998889776975375,2360,2471,3733,0.458777703365497280252327527705
78,78_0,COMPLETED,SOBOL,0.510000000000000008881784197001,42.000000000000000000000000000000,0.450000000000000011102230246252,1200,3980,1374,0.690913652635458896966724751110
79,79_0,COMPLETED,SOBOL,0.309999999999999997779553950750,10.000000000000000000000000000000,0.010000000000000000208166817117,4265,752,4240,0.216245246530417351005226578309
80,80_0,COMPLETED,SOBOL,0.530000000000000026645352591004,49.000000000000000000000000000000,0.969999999999999973354647408996,4111,3834,300,0.849454215358849573647148645250
81,81_0,COMPLETED,SOBOL,0.340000000000000024424906541753,12.000000000000000000000000000000,0.010000000000000000208166817117,1043,821,2815,0.373764594959374529814510879078
82,82_0,COMPLETED,SOBOL,0.470000000000000028865798640254,36.000000000000000000000000000000,0.979999999999999982236431605997,2207,3062,2058,0.605961510386317958598567656736
83,83_0,COMPLETED,SOBOL,0.340000000000000024424906541753,13.000000000000000000000000000000,0.029999999999999998889776975375,2965,2208,4807,0.113905787768214944444267189283
84,84_0,COMPLETED,SOBOL,0.309999999999999997779553950750,11.000000000000000000000000000000,0.040000000000000000832667268469,3387,3275,3497,0.170402228822000317842721983652
85,85_0,COMPLETED,SOBOL,0.609999999999999986677323704498,143.000000000000000000000000000000,1.000000000000000000000000000000,1452,1448,865,0.678229615487344505986300191580
86,86_0,COMPLETED,SOBOL,0.520000000000000017763568394003,57.000000000000000000000000000000,0.359999999999999986677323704498,312,4988,4161,0.410975996923167274932353620898
87,87_0,COMPLETED,SOBOL,0.289999999999999980015985556747,11.000000000000000000000000000000,0.000000000000000000000000000000,4546,369,1451,0.933203267240244938030002685991
88,88_0,COMPLETED,SOBOL,0.359999999999999986677323704498,13.000000000000000000000000000000,0.029999999999999998889776975375,4798,2728,3915,0.725948763553332487852287613350
89,89_0,COMPLETED,SOBOL,0.600000000000000088817841970013,131.000000000000000000000000000000,0.979999999999999982236431605997,364,1994,1703,0.235840206996630857849694962169
90,90_0,COMPLETED,SOBOL,0.600000000000000088817841970013,171.000000000000000000000000000000,0.959999999999999964472863211995,1704,4128,3407,0.971389016009494676850977157301
91,91_0,COMPLETED,SOBOL,0.609999999999999986677323704498,429.000000000000000000000000000000,1.000000000000000000000000000000,3438,1230,961,0.493752229548618193355480343598
92,92_0,COMPLETED,SOBOL,0.470000000000000028865798640254,36.000000000000000000000000000000,0.969999999999999973354647408996,2709,4537,2271,0.281227293038927017576611433469
93,93_0,COMPLETED,SOBOL,0.309999999999999997779553950750,9.000000000000000000000000000000,0.000000000000000000000000000000,2141,117,4600,0.805424592423997776080568655743
94,94_0,COMPLETED,SOBOL,0.479999999999999982236431605997,29.000000000000000000000000000000,0.239999999999999991118215802999,786,3452,356,0.042622986523900181776713935733
95,95_0,COMPLETED,SOBOL,0.380000000000000004440892098501,12.000000000000000000000000000000,0.020000000000000000416333634234,4044,1818,2764,0.548480344121251239819514466944
96,96_0,COMPLETED,SOBOL,0.300000000000000044408920985006,10.000000000000000000000000000000,0.050000000000000002775557561563,3973,4434,4932,0.915672914600372367388558814127
97,97_0,COMPLETED,SOBOL,0.300000000000000044408920985006,9.000000000000000000000000000000,0.000000000000000000000000000000,866,299,1939,0.424604111766815173201194966168
98,98_0,COMPLETED,SOBOL,0.450000000000000011102230246252,58.000000000000000000000000000000,0.979999999999999982236431605997,2070,3634,3018,0.656801151853706688399370250409
99,99_0,COMPLETED,SOBOL,0.530000000000000026645352591004,54.000000000000000000000000000000,0.979999999999999982236431605997,2789,1714,103,0.180124611669685685821917786598
100,100_0,COMPLETED,SOBOL,0.589999999999999968913755310496,79.000000000000000000000000000000,1.000000000000000000000000000000,3524,2522,1253,0.096379247490037234236126550968
101,101_0,COMPLETED,SOBOL,0.390000000000000013322676295502,11.000000000000000000000000000000,0.020000000000000000416333634234,1629,2122,4364,0.619585816589463544978855225054
102,102_0,COMPLETED,SOBOL,0.400000000000000022204460492503,23.000000000000000000000000000000,0.119999999999999995559107901499,450,4256,745,0.352332318964041768527550857470
103,103_0,COMPLETED,SOBOL,0.350000000000000033306690738755,17.000000000000000000000000000000,0.010000000000000000208166817117,4723,1023,3621,0.859180406847037336781625072035
104,104_0,COMPLETED,SOBOL,0.570000000000000062172489379009,96.000000000000000000000000000000,0.979999999999999982236431605997,4623,3381,1158,0.534851944606378637558918853756
105,105_0,COMPLETED,SOBOL,0.289999999999999980015985556747,9.000000000000000000000000000000,0.000000000000000000000000000000,227,1263,3204,0.060153054492548110876448674844
106,106_0,COMPLETED,SOBOL,0.510000000000000008881784197001,53.000000000000000000000000000000,0.500000000000000000000000000000,1529,4804,1822,0.795701988165359974658485953114
107,107_0,COMPLETED,SOBOL,0.300000000000000044408920985006,8.000000000000000000000000000000,0.010000000000000000208166817117,3302,476,3790,0.302655535261612373965078859328
108,108_0,COMPLETED,SOBOL,0.550000000000000044408920985006,72.000000000000000000000000000000,0.979999999999999982236431605997,2884,4042,2640,0.480127642395440479283763579588
109,109_0,COMPLETED,SOBOL,0.619999999999999995559107901499,121.000000000000000000000000000000,1.000000000000000000000000000000,2277,690,477,0.988915275337640231612112984294
110,110_0,COMPLETED,SOBOL,0.289999999999999980015985556747,12.000000000000000000000000000000,0.010000000000000000208166817117,961,2931,4397,0.226113790376298112727582179105
111,111_0,COMPLETED,SOBOL,0.369999999999999995559107901499,14.000000000000000000000000000000,0.029999999999999998889776975375,4181,2417,2469,0.747380814416520267151611278678
112,112_0,COMPLETED,SOBOL,0.359999999999999986677323704498,16.000000000000000000000000000000,0.040000000000000000832667268469,4340,3000,3283,0.317313625947385991032945184998
113,113_0,COMPLETED,SOBOL,0.579999999999999960031971113494,89.000000000000000000000000000000,0.920000000000000039968028886506,1114,2270,1081,0.839571380273252731996080910903
114,114_0,COMPLETED,SOBOL,0.320000000000000006661338147751,15.000000000000000000000000000000,0.029999999999999998889776975375,2435,3779,4025,0.076708929154928773286314935831
115,115_0,COMPLETED,SOBOL,0.340000000000000024424906541753,10.000000000000000000000000000000,0.010000000000000000208166817117,3039,875,1589,0.584627767846640167270777510566
116,116_0,COMPLETED,SOBOL,0.450000000000000011102230246252,34.000000000000000000000000000000,0.670000000000000039968028886506,3150,4892,397,0.637130680949706595939119324612
117,117_0,COMPLETED,SOBOL,0.300000000000000044408920985006,8.000000000000000000000000000000,0.010000000000000000208166817117,1368,466,2716,0.145166410357970732114551992709
118,118_0,COMPLETED,SOBOL,0.419999999999999984456877655248,32.000000000000000000000000000000,0.070000000000000006661338147751,72,3176,2233,0.880654374152608165893241221056
119,119_0,COMPLETED,SOBOL,0.400000000000000022204460492503,11.000000000000000000000000000000,0.020000000000000000416333634234,4466,1547,4631,0.404995237761922199926090115696
120,120_0,COMPLETED,SOBOL,0.579999999999999960031971113494,73.000000000000000000000000000000,0.979999999999999982236431605997,4883,4188,2172,0.198654178914055207227917776436
121,121_0,COMPLETED,SOBOL,0.350000000000000033306690738755,11.000000000000000000000000000000,0.010000000000000000208166817117,602,1170,4696,0.704602988537773478050496578362
122,122_0,COMPLETED,SOBOL,0.550000000000000044408920985006,51.000000000000000000000000000000,0.670000000000000039968028886506,1786,2786,180,0.437288524755369889529532656525
123,123_0,COMPLETED,SOBOL,0.400000000000000022204460492503,11.000000000000000000000000000000,0.020000000000000000416333634234,3680,1937,2938,0.961516308149229725898976539611
124,124_0,COMPLETED,SOBOL,0.309999999999999997779553950750,8.000000000000000000000000000000,0.029999999999999998889776975375,2636,3546,4130,0.752862717956397697882664488134
125,125_0,COMPLETED,SOBOL,0.609999999999999986677323704498,489.000000000000000000000000000000,1.000000000000000000000000000000,1910,1724,1489,0.275256415504310292252654335243
126,126_0,COMPLETED,SOBOL,0.550000000000000044408920985006,68.000000000000000000000000000000,0.619999999999999995559107901499,712,4639,3544,0.507392485713027419080844993005
127,127_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,3815,16,825,0.017375381182692942877432429327
128,128_0,COMPLETED,SOBOL,0.340000000000000024424906541753,16.000000000000000000000000000000,0.040000000000000000832667268469,3801,2830,4148,0.585701755162514769992299079604
129,129_0,COMPLETED,SOBOL,0.570000000000000062172489379009,82.000000000000000000000000000000,0.729999999999999982236431605997,736,2449,1468,0.064415678616799421085659105302
130,130_0,COMPLETED,SOBOL,0.609999999999999986677323704498,320.000000000000000000000000000000,0.969999999999999973354647408996,1876,3909,3484,0.831180263337958580294184685044
131,131_0,COMPLETED,SOBOL,0.300000000000000044408920985006,9.000000000000000000000000000000,0.010000000000000000208166817117,2641,736,882,0.322289746866095794253226358705
132,132_0,COMPLETED,SOBOL,0.540000000000000035527136788005,57.000000000000000000000000000000,0.959999999999999964472863211995,3704,4747,2032,0.390751072060968707155836909806
133,133_0,COMPLETED,SOBOL,0.300000000000000044408920985006,10.000000000000000000000000000000,0.010000000000000000208166817117,1771,601,4830,0.883679399430658651937164904666
134,134_0,COMPLETED,SOBOL,0.450000000000000011102230246252,30.000000000000000000000000000000,0.190000000000000002220446049250,607,3360,274,0.152093446439504620393279310520
135,135_0,COMPLETED,SOBOL,0.390000000000000013322676295502,12.000000000000000000000000000000,0.020000000000000000416333634234,4849,1373,2838,0.626788526052236560914820984181
136,136_0,COMPLETED,SOBOL,0.489999999999999991118215802999,48.000000000000000000000000000000,1.000000000000000000000000000000,4480,4357,379,0.958963710583560113853707207454
137,137_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,48,991,2738,0.452035602177493278652775643423
138,138_0,COMPLETED,SOBOL,0.609999999999999986677323704498,281.000000000000000000000000000000,0.979999999999999982236431605997,1403,2656,2293,0.715448174234572742413718060561
139,139_0,COMPLETED,SOBOL,0.350000000000000033306690738755,13.000000000000000000000000000000,0.029999999999999998889776975375,3145,2077,4573,0.192199689623061553689353786467
140,140_0,COMPLETED,SOBOL,0.600000000000000088817841970013,361.000000000000000000000000000000,0.989999999999999991118215802999,3015,3690,3423,0.030171424363832920895189815269
141,141_0,COMPLETED,SOBOL,0.570000000000000062172489379009,112.000000000000000000000000000000,0.989999999999999991118215802999,2450,1589,948,0.506790807031374468394346877176
142,142_0,COMPLETED,SOBOL,0.609999999999999986677323704498,236.000000000000000000000000000000,0.950000000000000066613381477509,1109,4455,3931,0.270752960454300029002894234509
143,143_0,COMPLETED,SOBOL,0.289999999999999980015985556747,12.000000000000000000000000000000,0.000000000000000000000000000000,4374,189,1690,0.761756984769180411909417216521
144,144_0,COMPLETED,SOBOL,0.579999999999999960031971113494,245.000000000000000000000000000000,0.989999999999999991118215802999,4215,4602,2504,0.179507704007811824675755474345
145,145_0,COMPLETED,SOBOL,0.309999999999999997779553950750,8.000000000000000000000000000000,0.000000000000000000000000000000,957,121,615,0.669612450063414854639631812461
146,146_0,COMPLETED,SOBOL,0.320000000000000006661338147751,8.000000000000000000000000000000,0.029999999999999998889776975375,2292,3505,4497,0.433513637329358603178519615540
147,147_0,COMPLETED,SOBOL,0.359999999999999986677323704498,10.000000000000000000000000000000,0.020000000000000000416333634234,2860,1853,2373,0.911154234291333686712732742308
148,148_0,COMPLETED,SOBOL,0.570000000000000062172489379009,64.000000000000000000000000000000,1.000000000000000000000000000000,3297,2666,1181,0.873942743018921497366591211176
149,149_0,COMPLETED,SOBOL,0.390000000000000013322676295502,11.000000000000000000000000000000,0.020000000000000000416333634234,1563,1989,3188,0.349764496139343794567366785486
150,150_0,COMPLETED,SOBOL,0.400000000000000022204460492503,23.000000000000000000000000000000,0.089999999999999996669330926125,203,4074,1767,0.613116098318248980980627038662
151,151_0,COMPLETED,SOBOL,0.369999999999999995559107901499,10.000000000000000000000000000000,0.010000000000000000208166817117,4637,1196,3852,0.107239688215404749271897344443
152,152_0,COMPLETED,SOBOL,0.589999999999999968913755310496,75.000000000000000000000000000000,1.000000000000000000000000000000,4689,3213,1388,0.305726299577020077524736052510
153,153_0,COMPLETED,SOBOL,0.330000000000000015543122344752,11.000000000000000000000000000000,0.010000000000000000208166817117,455,1441,4225,0.781412109475396521318657505617
154,154_0,COMPLETED,SOBOL,0.489999999999999991118215802999,34.000000000000000000000000000000,0.359999999999999986677323704498,1614,4932,646,0.049765190327260649949536741588
155,155_0,COMPLETED,SOBOL,0.280000000000000026645352591004,9.000000000000000000000000000000,0.000000000000000000000000000000,3548,337,3717,0.541824723446462264142553522106
156,156_0,COMPLETED,SOBOL,0.320000000000000006661338147751,9.000000000000000000000000000000,0.029999999999999998889776975375,2794,3899,4909,0.735041854610573475170554047509
157,157_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.010000000000000000208166817117,2036,824,1955,0.227233520450722425998435483052
158,158_0,COMPLETED,SOBOL,0.589999999999999968913755310496,1173.000000000000000000000000000000,0.969999999999999973354647408996,890,3113,3073,0.993937135293707196836976436316
159,159_0,COMPLETED,SOBOL,0.589999999999999968913755310496,63.000000000000000000000000000000,0.989999999999999991118215802999,3958,2244,41,0.471690812471136422523443343380
160,160_0,COMPLETED,SOBOL,0.589999999999999968913755310496,77.000000000000000000000000000000,0.989999999999999991118215802999,4040,4008,2248,0.120864262344408779359383743213
161,161_0,COMPLETED,SOBOL,0.289999999999999980015985556747,10.000000000000000000000000000000,0.010000000000000000208166817117,820,637,4616,0.595589825965929797746412077686
162,162_0,COMPLETED,SOBOL,0.359999999999999986677323704498,18.000000000000000000000000000000,0.820000000000000062172489379009,2117,2927,412,0.359490896014310390427226593602
163,163_0,COMPLETED,SOBOL,0.320000000000000006661338147751,13.000000000000000000000000000000,0.029999999999999998889776975375,2724,2353,2703,0.852510675410367513293863339641
164,164_0,COMPLETED,SOBOL,0.309999999999999997779553950750,11.000000000000000000000000000000,0.040000000000000000832667268469,3472,3414,4049,0.924782617060840084199924149289
165,165_0,COMPLETED,SOBOL,0.380000000000000004440892098501,10.000000000000000000000000000000,0.020000000000000000416333634234,1699,1318,1564,0.415983552615344531755425805386
166,166_0,COMPLETED,SOBOL,0.479999999999999982236431605997,38.000000000000000000000000000000,0.239999999999999991118215802999,378,4809,3307,0.679335041297879027588635381107
167,167_0,COMPLETED,SOBOL,0.300000000000000044408920985006,10.000000000000000000000000000000,0.010000000000000000208166817117,4774,539,1056,0.158079448760952784303057683246
168,168_0,COMPLETED,SOBOL,0.359999999999999986677323704498,15.000000000000000000000000000000,0.029999999999999998889776975375,4551,2555,3519,0.489217339725140476502929232083
169,169_0,COMPLETED,SOBOL,0.470000000000000028865798640254,31.000000000000000000000000000000,0.200000000000000011102230246252,278,2178,848,0.980312816066388093005912196531
170,170_0,COMPLETED,SOBOL,0.609999999999999986677323704498,525.000000000000000000000000000000,0.959999999999999964472863211995,1477,4263,4105,0.248665779700689010267566914081
171,171_0,COMPLETED,SOBOL,0.359999999999999986677323704498,11.000000000000000000000000000000,0.010000000000000000208166817117,3372,1085,1513,0.725315646377019618284975877032
