trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
386,386_0,RUNNING,SOBOL,,,,2600,3739,24,857,0.265577070660889147379890573575
387,387_0,RUNNING,SOBOL,,,,1810,2137,73,458,0.770434632165357458077892260917
388,388_0,RUNNING,SOBOL,,,,2216,2517,94,364,0.942003809707239292414726605784
389,389_0,RUNNING,SOBOL,,,,3297,1619,42,950,0.468349749784916613570828758384
390,390_0,RUNNING,SOBOL,,,,4719,4147,55,156,0.207347715688869366212898626145
391,391_0,RUNNING,SOBOL,,,,784,123,5,539,0.696610752023756552020472554432
392,392_0,RUNNING,SOBOL,,,,1046,3333,58,894,0.114419808173552156604912966031
393,393_0,RUNNING,SOBOL,,,,4614,2357,9,293,0.607562246669083871886130054918
394,394_0,RUNNING,SOBOL,,,,3544,4966,97,618,0.845384946173056928131472886889
395,395_0,RUNNING,SOBOL,,,,2127,864,44,189,0.367821027547121037759580985949
396,396_0,RUNNING,SOBOL,,,,1271,3780,15,94,0.414838165182620288717885159713
397,397_0,RUNNING,SOBOL,,,,2984,383,65,712,0.923575128847733184400681238913
398,398_0,RUNNING,SOBOL,,,,3788,2913,26,386,0.685798088133335093097286971897
399,399_0,RUNNING,SOBOL,,,,476,1389,78,801,0.161452148055657745961966043069
