trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,batch_size,theta,lambida
0,0_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4301,4765,0.295543898263573634466183648328,0.704031950473785417266014974302
1,1_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,430,2458,0.600803935749642525898650546878,0.163884444309398524808329966618
2,2_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1328,3113,0.087099322800803929967017324998,0.771248244209215005895430294913
3,3_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2699,340,0.765115294000133894236626019847,0.344217771857976917448951326151
4,4_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3541,3584,0.645973374825622892458909518609,0.455659029385074965112778500043
5,5_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2434,1120,0.467390127990208570363250828450,0.910282666794955730438232421875
6,6_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,833,4295,0.969655607337970293357898299291,0.021986614070832730116755726613
7,7_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4440,1678,0.164932382876053440501351587955,0.597403289606794674071466033638
8,8_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4985,2697,0.879872527424991113242924711813,0.997149381147697577709720917483
9,9_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1073,82,0.200027389177773129436133103809,0.383418895054608577233068444912
10,10_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1893,4507,0.735680481012351838998597486352,0.555619609016925086741878203611
11,11_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3305,2042,0.432249635692220190996692963381,0.078396755712106830360497156107
