trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
0,0_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,2910,3642,95,285,0.313520863115787529196154537203
1,1_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,2259,1996,25,777,0.592792813302949084253157252533
2,2_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,204,4380,65,208,0.878139896692708088465906257625
3,3_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4634,1181,42,730,0.153411035152152180893736499456
4,4_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4259,4275,7,541,0.019084749083966016242053242991
5,5_0,COMPLETED,SOBOL,0.910000000000000031086244689504,37.000000000000000000000000000000,0.989999999999999991118215802999,1199,128,88,17,0.762239313494414094662943170988
6,6_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,1340,2512,27,963,0.704523896884173161936359974789
7,7_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,3200,1812,55,470,0.451537410896271473870200452438
8,8_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,3738,4780,33,104,0.514882919494062618603891223756
9,9_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,1720,799,62,582,0.266920781586319211253766070513
10,10_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,660,3418,3,401,0.199885722313076247269592045086
11,11_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,3879,2240,79,910,0.955680733565241080640362270060
12,12_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4721,2893,71,844,0.840514157885685508908579777199
13,13_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,449,1413,49,338,0.066294395530596378351972930432
14,14_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,2173,4030,91,641,0.404696836257353420585047842906
15,15_0,COMPLETED,SOBOL,0.910000000000000031086244689504,53.000000000000000000000000000000,0.000000000000000000000000000000,2665,353,16,166,0.626374471956864020683042326709
16,16_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,2520,3861,57,995,0.174225434239953763659869423464
17,17_0,COMPLETED,SOBOL,0.910000000000000031086244689504,52.000000000000000000000000000000,0.000000000000000000000000000000,2026,507,38,442,0.919209443476051046850727743731
18,18_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,594,3124,77,511,0.611994026865810170079384988640
19,19_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4868,1323,5,51,0.357178096052259197445977179086
20,20_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4025,3224,45,235,0.472326114134863028759525604983
21,21_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,808,2371,75,697,0.745626757370308035355321862880
22,22_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,1575,4986,15,251,0.781473840760067095523311309080
23,23_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,3590,686,92,807,0.062716275947168470539239137906
24,24_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,3347,2723,21,676,0.997362684765830675992503984162
25,25_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,1486,1704,99,136,0.221069825241342193811178162832
26,26_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,1051,4085,41,816,0.309972265968099236488342285156
27,27_0,COMPLETED,SOBOL,0.910000000000000031086244689504,88.000000000000000000000000000000,0.900000000000000022204460492503,4114,264,66,370,0.533722998837009021677602049749
28,28_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4486,4606,83,432,0.668082119006663588400840581016
29,29_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,59,1086,12,876,0.425847625482827452092493558666
30,30_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,2407,3468,53,72,0.109312566209584474674620935275
31,31_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,3056,2145,29,610,0.859379933077841995370249605912
32,32_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,2988,4494,2,796,0.456181225068867213234824475876
33,33_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,2493,1139,80,274,0.699392618156969514409126986720
34,34_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,125,3679,35,718,0.765452592171728563030796976818
35,35_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4399,1876,60,227,0.016358496256172656152516609041
36,36_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,4181,2632,89,37,0.126899010447785259847464089944
37,37_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,964,1776,18,530,0.904164902983233376154714733275
38,38_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,1418,4316,72,458,0.564787376997992418559135785472
39,39_0,FAILED,SOBOL,,,,3433,13,48,983,0.342013781635090718946656807020
40,40_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,3503,3298,63,601,0.652917678182944660747466514295
