trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,const,max_depth,threshold
0,0_0,FAILED,SOBOL,,,,4607,1921,5.008096448302269187990987120429,10,0.078381152868270881350909462526
1,1_0,FAILED,SOBOL,,,,2192,3031,4.468768500589765935160357912537,13,0.834044961556792308066121677257
2,2_0,FAILED,SOBOL,,,,821,664,9.902658083526418408837344031781,3,0.740765636395663062963024003693
3,3_0,FAILED,SOBOL,,,,3479,4230,0.619045498833991625353689869371,19,0.483261133989319191517353146992
4,4_0,FAILED,SOBOL,,,,2718,544,2.832782614111900354458839501604,16,0.319412933608517024541839646190
5,5_0,COMPLETED,SOBOL,0.630000000000000004440892098501,346.000000000000000000000000000000,0.040000000000000000832667268469,332,4427,7.298104942577891662836009345483,4,0.593012945663183965727682789293
6,6_0,FAILED,SOBOL,,,,1431,1729,2.078436479412019366463937330991,14,0.997877755209803596336826103652
7,7_0,FAILED,SOBOL,,,,4119,3145,7.788784113938921116471192362951,6,0.226149253116920578854376344680
8,8_0,FAILED,SOBOL,,,,3850,1124,1.369495257799513643348632285779,5,0.761504692532122162695884526329
9,9_0,FAILED,SOBOL,,,,1855,3770,8.178032070288434596250226604752,17,0.021998677531257272016462778197
10,10_0,FAILED,SOBOL,,,,142,2386,3.700772516471333872800641984213,7,0.426162570191547296349909856872
11,11_0,FAILED,SOBOL,,,,3064,2566,6.754845660777763605153722892283,15,0.669490146700292831916101476963
12,12_0,FAILED,SOBOL,,,,3240,1251,9.207921575083396703575999708846,11,0.505366945151239588263081259356
13,13_0,COMPLETED,SOBOL,0.670000000000000039968028886506,13657.000000000000000000000000000000,0.170000000000000012212453270877,1216,3623,1.013420096758752997345709445653,9,0.278136662853881722057280967420
14,14_0,COMPLETED,SOBOL,0.709999999999999964472863211995,6559.000000000000000000000000000000,1.000000000000000000000000000000,2031,72,5.861116111016833052360652800417,19,0.186106591323390607728427426082
15,15_0,COMPLETED,SOBOL,0.660000000000000031086244689504,124.000000000000000000000000000000,0.500000000000000000000000000000,4924,4900,3.920837836664170072964452629094,1,0.909545887626707516560031763220
16,16_0,FAILED,SOBOL,,,,4707,214,8.499549101852812427182470855769,14,0.463475865466520198232558414020
17,17_0,COMPLETED,SOBOL,0.579999999999999960031971113494,38.000000000000000000000000000000,0.220000000000000001110223024625,2092,4758,1.710808569720014826742726654629,6,0.690402117703109996504906575865
18,18_0,FAILED,SOBOL,,,,993,1432,6.412349910960533527770621731179,16,0.845903803236782603214294340432
19,19_0,COMPLETED,SOBOL,0.660000000000000031086244689504,173.000000000000000000000000000000,0.479999999999999982236431605997,3305,3442,3.378149333326145864475620328449,4,0.121062137791886931248441783282
