trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,feature_id,batch_size,divergence,statistic,significance,subsets,detect_batch
0,0_0,COMPLETED,SOBOL,0.569999999999999951150186916493,15.000000000000000000000000000000,0.160000000000000003330669073875,907,2,280,str\(\'H\'\),str\(\'stdev\'\),0.990164390325546261983902240900,15,2
1,1_0,COMPLETED,SOBOL,0.569999999999999951150186916493,18.000000000000000000000000000000,0.309999999999999997779553950750,3341,4,2593,str\(\'KL\'\),str\(\'tstat\'\),0.456447784882038853915275922191,51,1
2,2_0,COMPLETED,SOBOL,0.569999999999999951150186916493,12.000000000000000000000000000000,0.050000000000000002775557561563,4790,1,1975,str\(\'H\'\),str\(\'tstat\'\),0.041275601182132963529181068907,87,3
3,3_0,COMPLETED,SOBOL,0.569999999999999951150186916493,15.000000000000000000000000000000,0.220000000000000001110223024625,2194,7,4688,str\(\'KL\'\),str\(\'stdev\'\),0.512594387454912037149767911615,47,2
4,4_0,COMPLETED,SOBOL,0.569999999999999951150186916493,14.000000000000000000000000000000,0.220000000000000001110223024625,1743,0,3234,str\(\'KL\'\),str\(\'tstat\'\),0.194957856820896280325428051583,72,3
5,5_0,COMPLETED,SOBOL,0.569999999999999951150186916493,14.000000000000000000000000000000,0.239999999999999991118215802999,4304,6,926,str\(\'H\'\),str\(\'stdev\'\),0.720984266027808184951197745249,8,1
6,6_0,COMPLETED,SOBOL,0.609999999999999986677323704498,4.000000000000000000000000000000,0.190000000000000002220446049250,2548,3,4040,str\(\'KL\'\),str\(\'stdev\'\),0.773616997934877925757746197633,31,3
7,7_0,COMPLETED,SOBOL,0.569999999999999951150186916493,48.000000000000000000000000000000,0.179999999999999993338661852249,137,5,1332,str\(\'H\'\),str\(\'tstat\'\),0.309957974592223739485064015753,92,2
8,8_0,COMPLETED,SOBOL,0.569999999999999951150186916493,14.000000000000000000000000000000,0.190000000000000002220446049250,520,1,4157,str\(\'H\'\),str\(\'tstat\'\),0.139923110464587802104219349530,40,2
9,9_0,COMPLETED,SOBOL,0.569999999999999951150186916493,25.000000000000000000000000000000,0.250000000000000000000000000000,3125,7,1839,str\(\'KL\'\),str\(\'stdev\'\),0.666863156475126728217617255723,76,2
10,10_0,COMPLETED,SOBOL,0.569999999999999951150186916493,12.000000000000000000000000000000,0.089999999999999996669330926125,3785,2,3742,str\(\'H\'\),str\(\'stdev\'\),0.828652101203799285045192846155,62,3
11,11_0,COMPLETED,SOBOL,0.569999999999999951150186916493,17.000000000000000000000000000000,0.289999999999999980015985556747,1342,4,1044,str\(\'KL\'\),str\(\'tstat\'\),0.364079441057518105040458067378,23,1
12,12_0,COMPLETED,SOBOL,0.640000000000000013322676295502,45.000000000000000000000000000000,0.400000000000000022204460492503,2145,3,2482,str\(\'KL\'\),str\(\'stdev\'\),0.936043333752080819465390959522,97,1
13,13_0,COMPLETED,SOBOL,0.640000000000000013322676295502,14.000000000000000000000000000000,0.110000000000000000555111512313,4544,5,4805,str\(\'H\'\),str\(\'tstat\'\),0.401412949297577148488613829613,33,2
14,14_0,COMPLETED,SOBOL,0.569999999999999951150186916493,14.000000000000000000000000000000,0.230000000000000009992007221626,3567,0,398,str\(\'KL\'\),str\(\'tstat\'\),0.095397037904709575117934150512,6,3
15,15_0,COMPLETED,SOBOL,0.569999999999999951150186916493,15.000000000000000000000000000000,0.070000000000000006661338147751,1016,6,3101,str\(\'H\'\),str\(\'stdev\'\),0.567629579951986706909394797549,67,1
16,16_0,COMPLETED,SOBOL,0.569999999999999951150186916493,17.000000000000000000000000000000,0.309999999999999997779553950750,1108,0,1676,str\(\'KL\'\),str\(\'tstat\'\),0.638799627065658515157053898292,10,1
17,17_0,COMPLETED,SOBOL,0.569999999999999951150186916493,24.000000000000000000000000000000,0.299999999999999988897769753748,3708,6,4360,str\(\'H\'\),str\(\'stdev\'\),0.168470695169642581401348024883,74,2
18,18_0,COMPLETED,SOBOL,0.640000000000000013322676295502,52.000000000000000000000000000000,0.340000000000000024424906541753,4452,3,1221,str\(\'KL\'\),str\(\'stdev\'\),0.330259677076712276910797072560,88,1
19,19_0,COMPLETED,SOBOL,0.609999999999999986677323704498,16.000000000000000000000000000000,0.239999999999999991118215802999,2003,5,3524,str\(\'H\'\),str\(\'tstat\'\),0.862955994836986040041892920271,27,3
20,20_0,COMPLETED,SOBOL,0.569999999999999951150186916493,13.000000000000000000000000000000,0.110000000000000000555111512313,1561,2,4964,str\(\'H\'\),str\(\'stdev\'\),0.437166391458362335598053505237,55,2
21,21_0,COMPLETED,SOBOL,0.569999999999999951150186916493,15.000000000000000000000000000000,0.260000000000000008881784197001,3956,4,2285,str\(\'KL\'\),str\(\'tstat\'\),0.899805107599124354145203597000,19,2
22,22_0,COMPLETED,SOBOL,0.569999999999999951150186916493,13.000000000000000000000000000000,0.070000000000000006661338147751,2905,1,2918,str\(\'H\'\),str\(\'tstat\'\),0.593789173899218480912054474175,46,1
23,23_0,COMPLETED,SOBOL,0.569999999999999951150186916493,13.000000000000000000000000000000,0.140000000000000013322676295502,349,7,619,str\(\'KL\'\),str\(\'stdev\'\),0.068752615351229909301800091725,85,3
24,24_0,COMPLETED,SOBOL,0.640000000000000013322676295502,6.000000000000000000000000000000,0.409999999999999975575093458247,241,3,2801,str\(\'KL\'\),str\(\'stdev\'\),0.490313255984336116011235162659,35,1
25,25_0,COMPLETED,SOBOL,0.619999999999999995559107901499,15.000000000000000000000000000000,0.170000000000000012212453270877,2679,5,112,str\(\'H\'\),str\(\'tstat\'\),0.955814827678725165149842268875,99,3
26,26_0,COMPLETED,SOBOL,0.569999999999999951150186916493,16.000000000000000000000000000000,0.209999999999999992228438827624,4201,0,4455,str\(\'KL\'\),str\(\'tstat\'\),0.540642666285857553809535147593,64,2
27,27_0,COMPLETED,SOBOL,0.579999999999999960031971113494,19.000000000000000000000000000000,0.650000000000000022204460492503,1612,6,2167,str\(\'H\'\),str\(\'stdev\'\),0.012743252184242010588421933903,2,1
28,28_0,COMPLETED,SOBOL,0.569999999999999951150186916493,17.000000000000000000000000000000,0.029999999999999998889776975375,2405,1,714,str\(\'H\'\),str\(\'tstat\'\),0.694809436373412636633872807579,80,1
29,29_0,COMPLETED,SOBOL,0.569999999999999951150186916493,13.000000000000000000000000000000,0.160000000000000003330669073875,4970,7,3407,str\(\'KL\'\),str\(\'stdev\'\),0.221617529952898628664570424007,44,3
30,30_0,COMPLETED,SOBOL,0.569999999999999951150186916493,12.000000000000000000000000000000,0.070000000000000006661338147751,3131,2,1558,str\(\'H\'\),str\(\'stdev\'\),0.274250224681571119766942956630,20,2
