trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
0,0_0,COMPLETED,SOBOL,0.709999999999999964472863211995,56.000000000000000000000000000000,0.000000000000000000000000000000,1909,810,0.596639741063118012043275939504,0.745985362529754669758119689504,str\(\'kl\'\),0.087622855305671695780311836188,True
1,1_0,COMPLETED,SOBOL,0.709999999999999964472863211995,30.000000000000000000000000000000,0.000000000000000000000000000000,3795,2562,0.386197371447458859261558927756,0.076676995523273949739717636476,str\(\'intersection\'\),0.022082669744268063061198859032,False
2,2_0,COMPLETED,SOBOL,0.709999999999999964472863211995,52.000000000000000000000000000000,0.000000000000000000000000000000,3621,2031,0.779070802045986110506703425926,0.983553443921729941834541932622,str\(\'intersection\'\),0.050981866745278242580852179344,True
3,3_0,COMPLETED,SOBOL,0.709999999999999964472863211995,99.000000000000000000000000000000,0.000000000000000000000000000000,521,4016,0.241015002697706232082097699276,0.314719058724120259729062354381,str\(\'kl\'\),0.058525905320420866517761027126,False
4,4_0,COMPLETED,SOBOL,0.709999999999999964472863211995,58.000000000000000000000000000000,0.000000000000000000000000000000,842,1648,0.278154153430834438776031447560,0.455806941779330399011627150685,str\(\'kl\'\),0.096857178248465070069528337626,True
5,5_0,COMPLETED,SOBOL,0.709999999999999964472863211995,28.000000000000000000000000000000,0.000000000000000000000000000000,2675,4965,0.738094606500118932679299632582,0.846371315075084562629115225718,str\(\'intersection\'\),0.013375712092965841293334960938,False
6,6_0,COMPLETED,SOBOL,0.709999999999999964472863211995,41.000000000000000000000000000000,0.000000000000000000000000000000,4765,526,0.095662638515233988645292129149,0.218237728305160999520140308050,str\(\'intersection\'\),0.043517050482332710059640845657,True
7,7_0,COMPLETED,SOBOL,0.709999999999999964472863211995,84.000000000000000000000000000000,0.000000000000000000000000000000,1563,3451,0.883216534329578251139025724115,0.608331925000995421548566355341,str\(\'kl\'\),0.066869648452848207131893332189,False
8,8_0,COMPLETED,SOBOL,0.709999999999999964472863211995,39.000000000000000000000000000000,0.000000000000000000000000000000,1440,2287,0.038220985032618046139951673013,0.797194016829133045298760862352,str\(\'intersection\'\),0.062188036600127824526929032345,True
9,9_0,COMPLETED,SOBOL,0.709999999999999964472863211995,108.000000000000000000000000000000,0.000000000000000000000000000000,4576,4365,0.950402972882613550353880782495,0.376396059412509198516261221812,str\(\'kl\'\),0.047583214221522215914284004157,False
10,10_0,COMPLETED,SOBOL,0.709999999999999964472863211995,72.000000000000000000000000000000,0.000000000000000000000000000000,2839,1164,0.339493352131918058045556563229,0.559137682700529659030053153401,str\(\'kl\'\),0.031152821043506265241695984969,True
11,11_0,COMPLETED,SOBOL,0.709999999999999964472863211995,29.000000000000000000000000000000,0.000000000000000000000000000000,990,2852,0.674805594194680447017731239612,0.138844150623306628045128263693,str\(\'intersection\'\),0.078464621184393762431952268344,False
12,12_0,COMPLETED,SOBOL,0.709999999999999964472863211995,49.000000000000000000000000000000,0.000000000000000000000000000000,61,162,0.836511979645118142201454247697,0.030409012814983725492279376112,str\(\'intersection\'\),0.077398899998515846565538822688,True
13,13_0,COMPLETED,SOBOL,0.709999999999999964472863211995,78.000000000000000000000000000000,0.000000000000000000000000000000,3143,3171,0.173828088261187063690016429973,0.671462989533320064872157217906,str\(\'kl\'\),0.032899672277271752030003426626,False
14,14_0,COMPLETED,SOBOL,0.709999999999999964472863211995,183.000000000000000000000000000000,0.000000000000000000000000000000,4297,1383,0.535301005233079219003400339716,0.268464584786444915298631030964,str\(\'kl\'\),0.018414546158164742106766453844,True
15,15_0,COMPLETED,SOBOL,0.709999999999999964472863211995,29.000000000000000000000000000000,0.000000000000000000000000000000,2345,4625,0.449486859636381241855929147277,0.909017920926213252030834155448,str\(\'intersection\'\),0.092081780023872850104993403875,False
