trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
0,0_0,COMPLETED,SOBOL,0.160000000000000003330669073875,461.000000000000000000000000000000,1.000000000000000000000000000000,4171,4119,0.577870361089706463531001645606,0.026001765713095665449872129216
1,1_0,COMPLETED,SOBOL,0.190000000000000002220446049250,451.000000000000000000000000000000,0.179999999999999993338661852249,1060,272,0.248293930575251592385299659327,0.836319656725972859767637146433
2,2_0,COMPLETED,SOBOL,0.089999999999999996669330926125,863.000000000000000000000000000000,0.869999999999999995559107901499,2434,2782,0.904469339217990664359092534141,0.275353093950077898455219838070
3,3_0,COMPLETED,SOBOL,0.220000000000000001110223024625,489.000000000000000000000000000000,1.000000000000000000000000000000,3109,1590,0.294704123441129950400352299766,0.586937419299036311493011908169
4,4_0,COMPLETED,SOBOL,0.130000000000000004440892098501,408.000000000000000000000000000000,0.880000000000000004440892098501,3260,3672,0.106555353071540598319799642013,0.656864686470478797986061181291
5,5_0,COMPLETED,SOBOL,0.220000000000000001110223024625,454.000000000000000000000000000000,0.690000000000000057731597280508,1355,1969,0.716441435817629090898606136761,0.469057655280455954027729603695
6,6_0,COMPLETED,SOBOL,0.050000000000000002775557561563,550.000000000000000000000000000000,0.070000000000000006661338147751,313,4517,0.434372786246240150109798605627,0.906246931333094862814903081016
7,7_0,COMPLETED,SOBOL,0.320000000000000006661338147751,610.000000000000000000000000000000,1.000000000000000000000000000000,4616,1103,0.764070102319121313705352349643,0.219706335408613090409701840144
8,8_0,COMPLETED,SOBOL,0.200000000000000011102230246252,547.000000000000000000000000000000,1.000000000000000000000000000000,4713,2933,0.477210670512169587986761598586,0.388101560652256039052332425854
9,9_0,COMPLETED,SOBOL,0.119999999999999995559107901499,614.000000000000000000000000000000,0.250000000000000000000000000000,371,1428,0.837973667848855297002330644318,0.700390135930851087664450460579
